id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date,is_studio_configuration
522,40,518,1,1,505/518/522/,\N,"ir.actions.act_window,586","{""en_US"": ""Tags"", ""th_TH"": ""แท็ก""}",t,2026-08-18 09:28:49.226076,2026-08-18 10:08:00.905796,\N
507,10,506,1,1,505/506/507/,\N,"ir.actions.server,844","{""en_US"": ""Tasks"", ""th_TH"": ""งาน""}",t,2026-08-18 09:28:49.226076,2026-08-18 10:08:00.905796,\N
576,20,572,1,1,561/572/576/,\N,"ir.actions.act_window,982","{""en_US"": ""Activity Types"", ""th_TH"": ""ประเภทกิจกรรม""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
572,100,561,1,1,561/572/,\N,\N,"{""en_US"": ""Configuration"", ""th_TH"": ""การกำหนดค่า""}",t,2026-08-18 09:31:18.633018,2026-08-18 09:31:18.633018,\N
525,10,516,1,1,505/516/525/,\N,"ir.actions.act_window,871","{""en_US"": ""Tasks Analysis"", ""th_TH"": ""วิเคราะห์งาน""}",t,2026-08-18 09:28:49.226076,2026-08-18 10:08:00.905796,\N
511,20,509,1,1,505/509/511/,\N,"ir.actions.server,853","{""en_US"": ""To Schedule"", ""th_TH"": ""กำหนดเวลา""}",t,2026-08-18 09:28:49.226076,2026-08-18 10:08:00.905796,\N
631,6,438,1,1,436/438/631/,\N,"ir.actions.act_window,1054","{""en_US"": ""Contracts"", ""th_TH"": ""สัญญา""}",t,2026-08-19 04:27:11.75436,2026-08-19 04:27:11.75436,\N
632,5,436,1,1,436/632/,\N,"ir.actions.act_window,1054","{""en_US"": ""Contracts"", ""th_TH"": ""สัญญา""}",t,2026-08-19 04:27:11.75436,2026-08-19 04:27:11.75436,\N
630,25,443,1,1,436/443/630/,\N,\N,"{""en_US"": ""Contracts"", ""th_TH"": ""สัญญา""}",t,2026-08-19 04:27:11.75436,2026-08-19 04:27:11.75436,\N
633,1,441,1,1,436/441/633/,\N,"ir.actions.act_window,1058","{""en_US"": ""Contracts"", ""th_TH"": ""สัญญา""}",t,2026-08-19 04:27:24.363637,2026-08-19 04:27:24.363637,\N
636,100,634,1,1,634/636/,\N,\N,"{""en_US"": ""Configuration"", ""th_TH"": ""การกำหนดค่า""}",t,2026-08-19 04:27:28.11705,2026-08-19 04:27:28.11705,\N
464,4,463,1,1,1/8/463/464/,\N,"ir.actions.act_window,734","{""en_US"": ""Templates"", ""th_TH"": ""เทมเพลต""}",t,2026-08-18 09:28:02.004491,2026-08-18 09:28:02.004491,\N
461,3,458,1,1,455/458/461/,\N,"ir.actions.act_window,727","{""en_US"": ""Trashed"", ""th_TH"": ""ถังขยะ""}",t,2026-08-18 09:28:02.004491,2026-08-18 09:28:02.004491,\N
468,1,194,1,1,1/8/194/468/,\N,"ir.actions.act_window,768","{""en_US"": ""Contributors"", ""th_TH"": ""ผู้ให้ข้อมูล""}",t,2026-08-18 09:28:13.209437,2026-08-18 09:28:13.209437,\N
467,20,413,1,1,411/413/467/,\N,"ir.actions.act_window,769","{""en_US"": ""Spreadsheet Templates"", ""th_TH"": ""เทมเพลตสเปรดชีต""}",t,2026-08-18 09:28:13.209437,2026-08-18 09:28:13.209437,\N
469,5,438,1,1,436/438/469/,\N,"ir.actions.act_window,772","{""en_US"": ""Org Chart"", ""th_TH"": ""แผนผังองค์กร""}",t,2026-08-18 09:28:18.117882,2026-08-18 10:07:31.179748,\N
557,5,533,1,1,533/557/,\N,"ir.actions.act_window,916","{""en_US"": ""Overview"", ""th_TH"": ""ภาพรวม""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
555,1,554,1,1,533/535/554/555/,\N,"ir.actions.server,957","{""en_US"": ""Planning by Production"", ""th_TH"": ""การวางแผนโดยการผลิต""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
556,2,554,1,1,533/535/554/556/,\N,"ir.actions.server,956","{""en_US"": ""Planning by Workcenter"", ""th_TH"": ""การวางแผนโดยศูนย์งาน""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
558,146,\N,1,1,558/,"mrp_workorder,static/description/mrp_display_icon.png",\N,"{""en_US"": ""Shop Floor"", ""th_TH"": ""พื้นที่ร้านค้า""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
559,10,558,1,1,558/559/,\N,"ir.actions.client,962","{""en_US"": ""Shop Floor"", ""th_TH"": ""พื้นที่ร้านค้า""}",t,2026-08-18 09:30:37.822729,2026-08-18 10:07:40.161952,\N
471,3,470,1,1,436/443/470/471/,\N,"ir.actions.act_window,773","{""en_US"": ""Line Types"", ""th_TH"": ""ประเภทของรายการ""}",t,2026-08-18 09:28:19.055831,2026-08-18 10:07:32.256568,\N
470,15,443,1,1,436/443/470/,\N,\N,"{""en_US"": ""Resume"", ""th_TH"": ""ประวัติย่อ""}",t,2026-08-18 09:28:19.055831,2026-08-18 10:07:32.256568,\N
472,7,445,1,1,436/443/445/472/,\N,"ir.actions.act_window,774","{""en_US"": ""Skill Types"", ""th_TH"": ""ประเภททักษะ""}",t,2026-08-18 09:28:19.055831,2026-08-18 10:07:32.256568,\N
473,15,441,1,1,436/441/473/,\N,"ir.actions.act_window,778","{""en_US"": ""Skills"", ""th_TH"": ""ทักษะ""}",t,2026-08-18 09:28:19.055831,2026-08-18 10:07:32.256568,\N
490,10,489,1,1,487/489/490/,\N,"ir.actions.act_window,818","{""en_US"": ""By Resource"", ""th_TH"": ""ตามทรัพยากร""}",t,2026-08-18 09:28:30.883701,2026-08-18 10:07:54.278857,\N
491,20,489,1,1,487/489/491/,\N,"ir.actions.act_window,874","{""en_US"": ""By Role"", ""th_TH"": ""ตามหน้าที่""}",t,2026-08-18 09:28:30.883701,2026-08-18 10:08:04.728546,\N
597,30,165,1,1,315/163/165/597/,\N,"ir.actions.act_window,1013","{""en_US"": ""Withholding Tax""}",t,2026-08-18 10:16:43.24199,2026-08-18 10:16:43.24199,\N
483,10,482,1,1,476/481/482/483/,\N,"ir.actions.act_window,792","{""en_US"": ""By Employee"", ""th_TH"": ""โดยพนักงาน""}",t,2026-08-18 09:28:26.28096,2026-08-18 10:07:37.149728,\N
