id,model_id,group_id,create_uid,write_uid,name,active,perm_read,perm_write,perm_create,perm_unlink,create_date,write_date
1102,964,74,1,1,mrp.unbuild,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1103,964,75,1,1,mrp.unbuild manager,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1104,415,75,1,1,product.document group_user,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1105,966,74,1,1,access.change.production.qty,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1106,967,74,1,1,access.stock.warn.insufficient.qty.unbuild,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1107,969,74,1,1,access.mrp.production.backorder,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1108,968,74,1,1,access.mrp.production.backorder.line,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1109,970,74,1,1,access.mrp.consumption.warning,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1110,971,74,1,1,access.mrp.consumption.warning.line,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1111,957,74,1,1,access.mrp.workcenter.tag,t,t,f,f,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1112,957,75,1,1,access.mrp.workcenter.tag,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1113,972,74,1,1,access.mrp.production.split.multi,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1114,973,74,1,1,access.mrp.production.split,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1115,974,74,1,1,access.mrp.production.split.line,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1116,961,75,1,1,mrp.workcenter.capacity.manager,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1117,961,74,1,1,mrp.workcenter.capacity,t,t,f,f,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1118,671,74,1,1,stock.move mrp_user,t,t,t,t,t,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1119,975,74,1,1,access.mrp_production_serials,t,t,t,t,f,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059
1120,980,81,1,1,quality.alert.team,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1121,984,81,1,1,quality.check,t,t,t,t,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1122,985,81,1,1,quality.alert,t,t,t,t,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1123,981,81,1,1,quality.reason,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1124,982,81,1,1,quality.tag,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1125,983,81,1,1,quality.alert.stage,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1126,979,81,1,1,quality.point,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1127,978,81,1,1,quality.point.test_type,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1128,984,44,1,1,quality.check,t,t,t,t,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1129,675,81,1,1,stock.lot,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1130,672,81,1,1,stock.move.line,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1131,677,81,1,1,stock.move.line,t,t,f,f,f,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1132,980,82,1,1,quality.alert.team,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1133,984,82,1,1,quality.check,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1134,985,82,1,1,quality.alert,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1135,981,82,1,1,quality.reason,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1136,982,82,1,1,quality.tag,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1137,983,82,1,1,quality.alert.stage,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1138,979,82,1,1,quality.point.manager,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1139,984,82,1,1,quality.check.manager,t,t,t,t,t,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228
1140,952,26,1,1,mrp.bom,t,t,f,f,f,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1141,952,27,1,1,mrp.bom,t,t,f,f,f,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1142,953,26,1,1,mrp.bom.line,t,t,f,f,f,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1143,953,27,1,1,mrp.bom.line,t,t,f,f,f,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1144,987,30,1,1,access.wip.accounting,t,t,t,t,f,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1145,986,30,1,1,access.wip.accounting.line,t,t,t,t,t,2026-03-30 07:52:57.725445,2026-03-30 07:52:57.725445
1146,990,74,1,1,access.mrp_workorder.propose.change,t,t,t,t,f,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
1147,989,74,1,1,access.mrp_production.additional.workorder,t,t,t,t,f,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
1148,991,75,1,1,access_mrp_report,t,t,f,f,f,2026-03-30 07:53:02.865557,2026-03-30 07:53:02.865557
1149,952,71,1,1,mrp.bom,t,t,f,f,f,2026-03-30 07:53:04.070714,2026-03-30 07:53:04.070714
1150,953,71,1,1,mrp.bom.line,t,t,f,f,f,2026-03-30 07:53:04.070714,2026-03-30 07:53:04.070714
1151,952,58,1,1,mrp.bom,t,t,f,f,f,2026-03-30 07:53:04.302726,2026-03-30 07:53:04.302726
1152,953,58,1,1,mrp.bom.line,t,t,f,f,f,2026-03-30 07:53:04.302726,2026-03-30 07:53:04.302726
1153,952,22,1,1,mrp.bom,t,t,f,f,f,2026-03-30 07:53:05.806775,2026-03-30 07:53:05.806775
