menu_id	depth	is_leaf	children	opens	path
300	3	1	0	ir.actions.act_window,407	Website / Configuration / Websites
289	2	0	3		Website / Reporting
291	3	1	0	ir.actions.server,413	Website / Reporting / Analytics
296	3	1	0	ir.actions.act_window,422	Website / Reporting / Page Views
295	3	1	0	ir.actions.act_window,421	Website / Reporting / Visitors
280	2	0	4		Website / Site
283	3	0	6		Website / Site / Content
721	4	1	0	ir.actions.act_window,1107	Website / Site / Content / Blog Posts
676	4	1	0	ir.actions.act_window,1029	Website / Site / Content / Courses
728	4	1	0	ir.actions.act_window,1110	Website / Site / Content / Forum Posts
657	4	1	0	ir.actions.act_window,1009	Website / Site / Content / Jobs
293	4	1	0	ir.actions.act_window,417	Website / Site / Content / Pages
292	4	1	0	ir.actions.act_window,404	Website / Site / Content / Technical Pages
281	3	1	0	ir.actions.client,410	Website / Site / Homepage
282	3	1	0	ir.actions.client,410	Website / Site / Menu Editor
284	3	0	5		Website / Site / This page
288	4	1	0	ir.actions.client,410	Website / Site / This page / Edit Menu
287	5	1	0	ir.actions.client,410	Website / Site / This page / HTML / CSS Editor
489	4	1	0	ir.actions.client,410	Website / Site / This page / Link Tracker
286	4	1	0	ir.actions.client,410	Website / Site / This page / Optimize SEO
285	4	1	0	ir.actions.client,410	Website / Site / This page / Properties
662	1	0	4	ir.actions.act_window,1025	eLearning
665	2	0	3		eLearning / Configuration
675	3	1	0	ir.actions.act_window,1020	eLearning / Configuration / Content Tags
674	3	1	0	ir.actions.act_window,1028	eLearning / Configuration / Course Groups
673	3	1	0	ir.actions.act_window,1015	eLearning / Configuration / Settings
663	2	0	3		eLearning / Courses
680	3	1	0	ir.actions.act_window,1034	eLearning / Courses / Certifications
667	3	1	0	ir.actions.act_window,1021	eLearning / Courses / Contents
666	3	1	0	ir.actions.act_window,1025	eLearning / Courses / Courses
737	2	0	2		eLearning / Forum
738	3	1	0	ir.actions.act_window,1132	eLearning / Forum / Forums
739	3	1	0	ir.actions.act_window,1133	eLearning / Forum / Posts
664	2	0	5		eLearning / Reporting
670	3	1	0	ir.actions.act_window,1024	eLearning / Reporting / Attendees
669	3	1	0	ir.actions.act_window,1022	eLearning / Reporting / Contents
668	3	1	0	ir.actions.act_window,1026	eLearning / Reporting / Courses
672	3	1	0	ir.actions.act_window,1018	eLearning / Reporting / Quizzes
671	3	1	0	ir.actions.act_window,1016	eLearning / Reporting / Reviews
