id,name,sequence,privilege_id,create_uid,write_uid,comment,share,create_date,write_date,api_key_duration
13,"{""en_US"": ""Technical Documentation""}",\N,\N,1,1,\N,\N,2026-02-02 12:35:21.851115,2026-02-02 12:35:21.851115,\N
4,"{""en_US"": ""Role / Administrator""}",\N,\N,1,1,"{""en_US"": ""Access to the settings to configure the apps""}",\N,2026-02-02 12:34:59.026001,2026-03-13 18:56:08.017951,\N
33,"{""en_US"": ""Partial Purchase Deductibility""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
173,"{""en_US"": ""Sale""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
174,"{""en_US"": ""Purchase""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
138,"{""en_US"": ""System Administrator""}",30,32,1,1,"{""en_US"": ""Has full control over all document settings, folders, and user rights across the application.""}",\N,2026-02-09 14:37:37.06107,2026-03-13 18:56:10.861417,\N
146,"{""en_US"": ""Officer: Manage all attendances""}",15,36,1,1,"{""en_US"": ""The user will have access to all attendance records and reports for all employees.""}",\N,2026-02-09 14:41:08.452798,2026-02-09 14:41:08.452798,\N
169,"{""en_US"": ""Allow Product Equipment Stock""}",\N,\N,1,1,\N,\N,2026-02-10 12:53:45.764378,2026-02-12 11:46:54.802676,\N
175,"{""en_US"": ""Invoice""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
172,"{""en_US"": ""Product Feed""}",\N,\N,1,1,\N,\N,2026-02-13 04:27:01.686903,2026-02-13 04:27:01.686903,\N
176,"{""en_US"": ""Partner""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
177,"{""en_US"": ""Sale Pricelist""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
178,"{""en_US"": ""Vendor Pricelist""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
179,"{""en_US"": ""Product Template""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
180,"{""en_US"": ""Product Pricelist""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
181,"{""en_US"": ""Inventory""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
182,"{""en_US"": ""Inventory Adjustment""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
183,"{""en_US"": ""Charts Of Accounts""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
184,"{""en_US"": ""Journal""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
185,"{""en_US"": ""Bank Statement Line""}",\N,\N,1,1,\N,\N,2026-02-20 08:22:28.074154,2026-04-29 08:42:20.948573,\N
75,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,15,1,1,"{""en_US"": ""The quality manager manages the quality process"", ""th_TH"": ""ผู้จัดการคุณภาพจะจัดการขั้นตอนการตรวจสอบคุณภาพ""}",\N,2026-02-02 12:50:39.105996,2026-05-16 10:02:09.834925,\N
2,"{""en_US"": ""Access Rights"", ""th_TH"": ""สิทธิ์การเข้าใช้งาน""}",\N,\N,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
8,"{""en_US"": ""Allowed"", ""th_TH"": ""อนุญาต""}",\N,1,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
3,"{""en_US"": ""Bypass HTML Field Sanitize"", ""th_TH"": ""ข้ามช่อง HTML ฆ่าเชื้อ""}",\N,\N,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
9,"{""en_US"": ""Creation"", ""th_TH"": ""การสร้าง""}",\N,2,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
74,"{""en_US"": ""User"", ""th_TH"": ""ผู้ใช้""}",10,15,1,1,"{""en_US"": ""The quality user uses the quality process"", ""th_TH"": ""ผู้ใช้ที่มีคุณภาพจะใช้กระบวนการที่มีคุณภาพ""}",\N,2026-02-02 12:50:39.105996,2026-05-16 10:02:09.834925,\N
199,"{""en_US"": ""User""}",\N,\N,1,1,"{""en_US"": ""Standard users that can use parent companies and brands.""}",\N,2026-05-14 07:12:28.971242,2026-05-22 04:39:32.182402,\N
200,"{""en_US"": ""Manager""}",\N,\N,1,1,"{""en_US"": ""Managers can create / edit / archive parent companies and brands.""}",\N,2026-05-14 07:12:28.971242,2026-05-22 04:39:32.182402,\N
12,"{""en_US"": ""Default access for new users"", ""th_TH"": ""การเข้าถึงเริ่มต้นสำหรับผู้ใช้ใหม่""}",\N,\N,1,395,\N,\N,2026-02-02 12:34:59.026001,2026-03-21 23:58:46.503797,\N
5,"{""en_US"": ""Multi Companies"", ""th_TH"": ""หลายบริษัท""}",\N,\N,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
6,"{""en_US"": ""Multi Currencies"", ""th_TH"": ""หลายสกุลเงิน""}",\N,\N,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
7,"{""en_US"": ""Technical Features"", ""th_TH"": ""ฟีเจอร์ทางเทคนิค""}",\N,\N,1,1,\N,\N,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001,\N
15,"{""en_US"": ""Canned Response Administrator"", ""th_TH"": ""ผู้ดูแลระบบการตอบกลับสำเร็จรูป""}",\N,3,1,1,\N,\N,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543,\N
16,"{""en_US"": ""Mail Template Editor"", ""th_TH"": ""ตัวแก้ไขเทมเพลตอีเมล""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543,\N
17,"{""en_US"": ""Receive notifications in Odoo"", ""th_TH"": ""รับการแจ้งเตือนใน Odoo""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543,\N
14,"{""en_US"": ""Manage Multiple Units of Measure"", ""th_TH"": ""จัดการหน่วยวัดหลายหน่วย""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:09.586566,2026-02-02 12:45:09.586566,\N
19,"{""en_US"": ""Basic Pricelists"", ""th_TH"": ""รายการราคาพื้นฐาน""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:30.973153,2026-02-02 12:45:30.973153,\N
21,"{""en_US"": ""Create"", ""th_TH"": ""สร้าง""}",\N,4,1,1,\N,\N,2026-02-02 12:45:30.973153,2026-02-02 12:45:30.973153,\N
20,"{""en_US"": ""Manage Product Variants"", ""th_TH"": ""จัดการตัวเลือกย่อยสินค้า""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:30.973153,2026-02-02 12:45:30.973153,\N
18,"{""en_US"": ""Analytic Accounting"", ""th_TH"": ""บัญชีวิเคราะห์""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:25.688491,2026-02-02 12:45:25.688491,\N
1,"{""en_US"": ""Role / User""}",\N,\N,\N,2,"{""en_US"": ""Access to the home menu""}",\N,\N,2026-04-29 08:43:37.538288,90
191,"{""en_US"": ""Purchase Request User""}",\N,48,1,1,\N,\N,2026-03-23 02:36:59.36667,2026-06-05 03:45:45.128094,\N
192,"{""en_US"": ""Purchase Request Manager""}",\N,48,1,1,\N,\N,2026-03-23 02:36:59.36667,2026-06-05 03:45:45.128094,\N
30,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",50,6,1,1,"{""en_US"": ""Full access, including configuration rights.""}",\N,2026-02-02 12:45:47.890983,2026-03-13 18:57:06.492633,\N
32,"{""en_US"": ""Allow the cash rounding management"", ""th_TH"": ""อนุญาตให้มีการจัดการการปัดเศษเงินสด""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
28,"{""en_US"": ""Invoicing & Banks"", ""th_TH"": ""พื้นฐาน""}",30,6,1,1,"{""en_US"": ""adds the accounting dashboard, bank management and follow-up reports.""}",\N,2026-02-02 12:45:47.890983,2026-03-13 18:56:13.101778,\N
25,"{""en_US"": ""Delivery Address"", ""th_TH"": ""ที่อยู่จัดส่ง""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
27,"{""en_US"": ""Invoicing"", ""th_TH"": ""ออกใบแจ้งหนี้""}",20,6,1,1,"{""en_US"": ""Invoices, payments and basic invoice reporting.""}",\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
26,"{""en_US"": ""Read-only"", ""th_TH"": ""แสดงฟีเจอร์ระบบบัญชี - อ่านอย่างเดียว""}",10,6,1,1,"{""en_US"": ""access to all the accounting data but in readonly mode, no actions allowed.""}",\N,2026-02-02 12:45:47.890983,2026-03-13 18:57:06.492633,\N
29,"{""en_US"": ""Bookkeeper"", ""th_TH"": ""Show Full Accounting Features""}",40,6,1,1,"{""en_US"": ""access to all Accounting features, including reporting, asset management, analytic accounting, without configuration rights.""}",\N,2026-02-02 12:45:47.890983,2026-03-13 18:57:06.492633,\N
31,"{""en_US"": ""Show Inalterability Features"", ""th_TH"": ""แสดงฟีเจอร์ที่ไม่สามารถเปลี่ยนแปลงได้""}",\N,\N,1,1,\N,\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
34,"{""en_US"": ""Validate bank account"", ""th_TH"": ""ตรวจสอบบัญชีธนาคาร""}",\N,7,1,1,\N,\N,2026-02-02 12:45:47.890983,2026-02-02 12:45:47.890983,\N
39,"{""en_US"": ""A warning can be set on a product or a customer (Sale)"", ""th_TH"": ""สามารถตั้งเตือนบนสินค้าหรือลูกค้าได้ (ขาย)""}",\N,\N,1,1,\N,\N,2026-02-02 12:46:16.192353,2026-02-02 12:46:16.192353,\N
38,"{""en_US"": ""Discount on lines"", ""th_TH"": ""ส่วนลดทางรายการ""}",\N,\N,1,1,\N,\N,2026-02-02 12:46:16.192353,2026-02-02 12:46:16.192353,\N
37,"{""en_US"": ""Lock Confirmed Sales"", ""th_TH"": ""ล็อกการขายที่ยืนยันแล้ว""}",\N,\N,1,1,\N,\N,2026-02-02 12:46:16.192353,2026-02-02 12:46:16.192353,\N
40,"{""en_US"": ""Pro-forma Invoices"", ""th_TH"": ""ใบแจ้งหนี้ Pro-Forma""}",\N,\N,1,1,\N,\N,2026-02-02 12:46:16.192353,2026-02-02 12:46:16.192353,\N
41,"{""en_US"": ""Quotation Templates"", ""th_TH"": ""เทมเพลตใบเสนอราคา""}",\N,\N,1,1,\N,\N,2026-02-02 12:46:22.701064,2026-02-02 12:46:22.701064,\N
62,"{""en_US"": ""A warning can be set on a product or a customer (Purchase)"", ""th_TH"": ""สามารถตั้งคำเตือนบนสินค้าหรือลูกค้าได้ (จัดซื้อ)""}",\N,\N,1,1,\N,\N,2026-02-02 12:49:13.155761,2026-02-02 12:49:13.155761,\N
