id,model_id,group_id,create_uid,write_uid,name,active,perm_read,perm_write,perm_create,perm_unlink,create_date,write_date
1,114,4,1,1,decimal.precision configuration,t,t,t,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
2,30,1,1,1,ir_attachment group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
3,30,\N,1,1,ir_attachment group_portal_public,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
4,32,4,1,1,ir_cron group_cron,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
5,34,4,1,1,ir_cron_progress group_cron,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
6,33,4,1,1,ir_cron_trigger group_cron,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
7,37,8,1,1,ir_exports group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
8,38,1,1,1,ir_exports_line group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
9,3,2,1,1,ir_model group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
10,7,2,1,1,ir_model_constraint group_erp_manager,t,t,t,f,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
11,8,2,1,1,ir_model_relation group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
12,5,\N,1,1,ir_model_inherit nobody,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
13,9,2,1,1,ir_model_access_group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
14,10,2,1,1,ir_model_data group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
15,4,2,1,1,ir_model_fields group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
16,6,2,1,1,ir_model_fields_selection group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
17,3,1,1,1,ir_model_all,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
18,10,1,1,1,ir_model_data user,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
19,4,1,1,1,ir_model_fields all,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
20,6,1,1,1,ir_model_fields_selection all,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
21,99,1,1,1,res_groups_privilege group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
22,99,2,1,1,res_groups_privilege group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
23,68,2,1,1,ir_module_category group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
24,69,4,1,1,ir_module_module group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
25,70,4,1,1,ir_module_module_dependency group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
26,71,4,1,1,ir_module_module_exclusion group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
27,39,2,1,1,ir_rule group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
28,11,1,1,1,ir_sequence group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
29,11,4,1,1,ir_sequence group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
30,12,1,1,1,ir_sequence_date_range group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
31,12,4,1,1,ir_sequence_date_range group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
32,13,1,1,1,ir_ui_menu group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
33,13,4,1,1,ir_ui_menu group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
34,15,\N,1,1,ir_ui_view group_user,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
35,15,4,1,1,ir_ui_view group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
36,16,4,1,1,reset_view_arch_wizard group_system,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
37,14,4,1,1,ir_ui_view_custom_group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
38,36,\N,1,1,ir_default all,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
39,36,1,1,1,ir_default group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
40,36,4,1,1,ir_default group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
41,98,2,1,1,res_company group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
42,98,11,1,1,res_company group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
43,98,10,1,1,res_company group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
44,98,1,1,1,res_company group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
45,83,11,1,1,res_country group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
46,83,10,1,1,res_country group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
47,83,1,1,1,res_country group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
48,85,11,1,1,res_country_state group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
49,85,10,1,1,res_country_state group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
50,85,1,1,1,res_country_state group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
51,84,11,1,1,res_country_group group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
52,84,10,1,1,res_country_group group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
53,84,1,1,1,res_country_group group_user_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
54,83,9,1,1,res_country group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
55,83,4,1,1,res_country_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
56,85,9,1,1,res_country_state group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
57,84,9,1,1,res_country_group group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
58,96,11,1,1,res_currency group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
59,96,10,1,1,res_currency group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
60,96,1,1,1,res_currency group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
61,97,11,1,1,res_currency_rate group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
62,97,10,1,1,res_currency_rate group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
63,97,1,1,1,res_currency_rate group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
64,96,4,1,1,res_currency group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
65,97,4,1,1,res_currency_rate group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
66,100,2,1,1,res_groups group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
67,100,1,1,1,res_groups group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
68,86,11,1,1,res_lang group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
69,86,10,1,1,res_lang group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
70,86,1,1,1,res_lang group_all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
71,86,4,1,1,res_lang group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
72,90,11,1,1,res_partner group_public,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
73,90,10,1,1,res_partner group_portal,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
74,90,9,1,1,res_partner group_partner_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
75,90,1,1,1,res_partner group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
76,93,1,1,1,res_partner_bank group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
77,93,9,1,1,res_partner_bank group_partner_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
78,89,1,1,1,res_partner_category group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
79,89,9,1,1,res_partner_category group_partner_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
80,91,1,1,1,res_partner_industry group_user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
164,141,1,1,1,access_auth_passkey_key_create,t,t,t,t,t,2026-02-02 12:35:27.111424,2026-02-02 12:35:27.111424
81,91,4,1,1,res_partner_industry group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
82,102,11,1,1,res_users all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
83,102,10,1,1,res_users all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
84,102,1,1,1,res_users all,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
85,102,2,1,1,res_users group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
86,111,\N,1,1,res_users_deletion all,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
87,111,2,1,1,res_users_deletion group_erp_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
88,101,4,1,1,res_users_log_all,t,t,f,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
89,103,1,1,1,id check employees,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
90,103,10,1,1,id check portal,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
91,107,1,1,1,API keys access employees,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
92,107,10,1,1,API keys access portal,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
93,108,1,1,1,API key wizard employees,t,t,f,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
94,108,10,1,1,API key wizard,t,t,f,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
95,109,1,1,1,API key result employees,t,t,f,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
96,110,\N,1,1,res.users.settings,t,f,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
97,110,1,1,1,res.users.settings,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
98,17,4,1,1,ir_asset_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
99,18,4,1,1,ir_actions_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
100,19,4,1,1,ir_actions_act_window_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
101,21,4,1,1,ir_actions_act_window_close_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
102,29,4,1,1,ir_actions_report_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
103,26,4,1,1,ir_actions_todo group system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
104,20,4,1,1,ir_actions_act_window_view_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
105,22,4,1,1,ir_actions_act_url_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
106,25,4,1,1,ir_actions_server_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
107,24,4,1,1,ir_actions_server_history_group_system,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
108,28,1,1,1,ir_embedded_actions_group_user,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
109,27,4,1,1,ir_actions_client all,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
110,92,4,1,1,res_bank_group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
111,92,9,1,1,res_bank_group_partner_manager,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
112,92,1,1,1,res_bank user,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
113,35,2,1,1,ir_filters all,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
114,35,1,1,1,ir_filters all,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
115,35,10,1,1,ir_filters all,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
116,35,11,1,1,ir_filters all,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
117,40,4,1,1,ir_config_parameter_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
118,42,4,1,1,ir_mail_server,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
119,67,2,1,1,ir_logging admin,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
120,78,1,1,1,ir_actions_report_paperformat group_portal,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
121,78,4,1,1,ir_actions_report_paperformat group_system,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
122,77,1,1,1,access_report_layout,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
123,124,4,1,1,access.wizard.ir.model.menu.create,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
124,16,2,1,1,access.reset.view.arch.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
125,23,4,1,1,access.server.action.history.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
126,72,4,1,1,access.ir.demo,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
127,73,4,1,1,access.ir.demo_failure,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
128,74,4,1,1,access.ir.demo_failure.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
129,94,4,1,1,access.res.config,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
130,95,4,1,1,access.res.config.settings,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
131,104,2,1,1,access.change.password.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
132,105,2,1,1,access.change.password.user,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
133,106,1,1,1,access.change.password.own,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
134,116,4,1,1,access.base.module.update,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
135,117,4,1,1,access.base.language.install,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
136,118,4,1,1,access.base.language.import,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
137,119,4,1,1,access.base.module.upgrade,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
138,120,4,1,1,access.base.module.uninstall,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
139,121,1,1,1,access.base.language.export,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
140,122,9,1,1,access.base.partner.merge.line,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
141,123,9,1,1,access.base.partner.merge.automatic.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
142,79,4,1,1,ir_profile,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
143,80,4,1,1,access.base.enable.profiling.wizard,t,t,t,t,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
144,113,1,1,1,access_res_device,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
145,112,1,1,1,access_res_device_log,t,t,f,f,f,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
146,75,4,1,1,access_properties_base_definition,t,t,t,t,t,2026-02-02 12:34:59.026001,2026-02-02 12:34:59.026001
147,126,4,1,1,access.base.document.layout,t,t,t,t,f,2026-02-02 12:35:20.495576,2026-02-02 12:35:20.495576
148,127,1,1,1,res.users.settings.embedded.action,t,t,t,t,t,2026-02-02 12:35:20.495576,2026-02-02 12:35:20.495576
149,130,1,1,1,auth_totp wizard access rules,t,t,t,t,t,2026-02-02 12:35:21.98858,2026-02-02 12:35:21.98858
150,128,1,1,1,TOTP Device access employees,t,t,f,f,f,2026-02-02 12:35:21.98858,2026-02-02 12:35:21.98858
151,128,10,1,1,TOTP Device access portal,t,t,f,f,f,2026-02-02 12:35:21.98858,2026-02-02 12:35:21.98858
152,129,1,1,1,access_auth_totp_rate_limit_log,t,f,f,f,f,2026-02-02 12:35:21.98858,2026-02-02 12:35:21.98858
153,131,1,1,1,base.import.mapping,t,t,t,t,t,2026-02-02 12:35:22.418844,2026-02-02 12:35:22.418844
154,132,1,1,1,access.base_import.import,t,t,t,t,f,2026-02-02 12:35:22.418844,2026-02-02 12:35:22.418844
155,133,4,1,1,access.base.import.module,t,t,t,t,f,2026-02-02 12:35:23.35909,2026-02-02 12:35:23.35909
156,135,\N,1,1,bus.bus public,t,f,f,f,f,2026-02-02 12:35:24.074501,2026-02-02 12:35:24.074501
157,138,4,1,1,access_web_tour_tour_admin,t,t,t,t,t,2026-02-02 12:35:26.772535,2026-02-02 12:35:26.772535
158,138,1,1,1,access_web_tour_tour_readonly,t,t,f,f,f,2026-02-02 12:35:26.772535,2026-02-02 12:35:26.772535
159,139,4,1,1,access_web_tour_tour_step_admin,t,t,t,t,t,2026-02-02 12:35:26.772535,2026-02-02 12:35:26.772535
160,139,1,1,1,access_web_tour_tour_step_readonly,t,t,f,f,f,2026-02-02 12:35:26.772535,2026-02-02 12:35:26.772535
161,140,1,1,1,access_auth_passkey_key,t,t,t,f,f,2026-02-02 12:35:27.111424,2026-02-02 12:35:27.111424
162,140,10,1,1,access_auth_passkey_key_portal,t,t,t,f,f,2026-02-02 12:35:27.111424,2026-02-02 12:35:27.111424
163,140,2,1,1,access_auth_passkey_key_admin,t,t,t,f,t,2026-02-02 12:35:27.111424,2026-02-02 12:35:27.111424
165,141,10,1,1,access_auth_passkey_key_create_portal,t,t,t,t,t,2026-02-02 12:35:27.111424,2026-02-02 12:35:27.111424
166,143,4,1,1,access_html_editor_converter_test,t,t,t,t,t,2026-02-02 12:35:27.48054,2026-02-02 12:35:27.48054
167,144,4,1,1,access_html_editor_converter_test_sub,t,t,t,t,t,2026-02-02 12:35:27.48054,2026-02-02 12:35:27.48054
168,146,4,1,1,iap.account.manager,t,t,t,t,t,2026-02-02 12:35:28.507253,2026-02-02 12:35:28.507253
169,146,1,1,1,iap.account.user,t,t,f,t,f,2026-02-02 12:35:28.507253,2026-02-02 12:35:28.507253
170,148,4,1,1,iap.service.manager,t,t,t,t,t,2026-02-02 12:35:28.507253,2026-02-02 12:35:28.507253
171,148,1,1,1,iap.service.user,t,t,f,f,f,2026-02-02 12:35:28.507253,2026-02-02 12:35:28.507253
172,149,4,1,1,uom.uom.manager,t,t,t,t,t,2026-02-02 12:45:09.586566,2026-02-02 12:45:09.586566
173,149,1,1,1,uom.uom.user,t,t,f,f,f,2026-02-02 12:45:09.586566,2026-02-02 12:45:09.586566
174,151,\N,1,1,onboarding.onboarding.all,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
175,151,1,1,1,onboarding.onboarding.user,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
176,151,4,1,1,onboarding.onboarding.manager,t,t,t,t,t,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
177,152,\N,1,1,onboarding.onboarding.step.all,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
178,152,1,1,1,onboarding.onboarding.step.user,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
179,152,4,1,1,onboarding.onboarding.step.manager,t,t,t,t,t,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
180,150,\N,1,1,onboarding.progress.all,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
181,150,1,1,1,onboarding.progress.user,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
182,150,4,1,1,onboarding.progress.manager,t,t,t,t,t,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
183,153,\N,1,1,onboarding.progress.step.all,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
184,153,1,1,1,onboarding.progress.step.user,t,f,f,f,f,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
185,153,4,1,1,onboarding.progress.step.manager,t,t,t,t,t,2026-02-02 12:45:14.311594,2026-02-02 12:45:14.311594
186,154,1,1,1,resource.calendar.user,t,t,f,f,f,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
187,154,4,1,1,resource.calendar.system,t,t,t,t,t,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
188,155,1,1,1,resource.calendar.attendance.user,t,t,f,f,f,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
189,155,4,1,1,resource.calendar.attendance.system,t,t,t,t,t,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
190,158,4,1,1,resource.resource,t,t,f,f,f,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
191,158,1,1,1,resource.resource all,t,t,f,f,f,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
192,156,1,1,1,resource.calendar.leaves,t,t,t,t,t,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
193,156,4,1,1,resource.calendar.leaves,t,t,t,t,t,2026-02-02 12:45:14.899138,2026-02-02 12:45:14.899138
194,159,1,1,1,access_utm_campaign_user,t,t,t,t,f,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
195,159,4,1,1,utm.campaign.system,t,t,t,t,t,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
196,160,1,1,1,access_utm_medium_user,t,t,t,t,f,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
197,160,4,1,1,utm.medium.system,t,t,t,t,t,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
198,162,1,1,1,access_utm_source_user,t,t,t,t,f,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
199,162,4,1,1,utm.source.system,t,t,t,t,t,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
200,164,1,1,1,mail.utm.stage,t,t,f,f,f,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
201,164,4,1,1,mail.utm.stage,t,t,t,t,t,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
202,165,1,1,1,utm.tag,t,t,f,f,f,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
203,165,4,1,1,utm.tag,t,t,t,t,t,2026-02-02 12:45:15.666032,2026-02-02 12:45:15.666032
204,180,4,1,1,fetchmail.server,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
205,195,11,1,1,mail.message.all,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
206,195,10,1,1,mail.message.portal,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
207,195,1,1,1,mail.message.user,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
208,192,4,1,1,mail.message.scheduled.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
209,196,4,1,1,mail.mail.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
210,187,1,1,1,mail.followers.user,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
211,187,4,1,1,mail.followers.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
212,181,10,1,1,mail.notification.portal,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
213,181,1,1,1,mail.notification.user,t,t,t,t,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
214,181,4,1,1, mail.notification.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
215,228,11,1,1,discuss.channel.public,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
216,228,10,1,1,discuss.channel.portal,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
217,228,1,1,1,discuss.channel.user,t,t,t,t,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
218,228,4,1,1,discuss.channel.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
219,226,11,1,1,discuss.channel.member.public,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
220,226,10,1,1,discuss.channel.member.portal,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
221,226,1,1,1,discuss.channel.member.user,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
222,227,4,1,1,discuss.channel.rtc.session.system,t,t,t,t,t,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
223,225,1,1,1,discuss.call.history.user,t,t,f,f,f,2026-02-02 12:45:16.389543,2026-02-02 12:45:16.389543
