source_table,constraint,source_column,target_table,target_column
discuss_call_history_im_livechat_channel_member_history_rel,discuss_call_history_im_livec_im_livechat_channel_member_h_fkey,im_livechat_channel_member_history_id,im_livechat_channel_member_history,id
discuss_call_history_im_livechat_channel_member_history_rel,discuss_call_history_im_livechat_c_discuss_call_history_id_fkey,discuss_call_history_id,discuss_call_history,id
discuss_call_history,discuss_call_history_start_call_message_id_fkey,start_call_message_id,mail_message,id
discuss_call_history,discuss_call_history_write_uid_fkey,write_uid,res_users,id
discuss_channel,discuss_channel_ai_agent_id_fkey,ai_agent_id,ai_agent,id
discuss_channel,discuss_channel_chatbot_current_step_id_fkey,chatbot_current_step_id,chatbot_script_step,id
discuss_channel,discuss_channel_country_id_fkey,country_id,res_country,id
discuss_channel,discuss_channel_create_uid_fkey,create_uid,res_users,id
discuss_channel,discuss_channel_from_message_id_fkey,from_message_id,mail_message,id
discuss_channel,discuss_channel_group_public_id_fkey,group_public_id,res_groups,id
discuss_channel_hr_department_rel,discuss_channel_hr_department_rel_discuss_channel_id_fkey,discuss_channel_id,discuss_channel,id
discuss_channel_hr_department_rel,discuss_channel_hr_department_rel_hr_department_id_fkey,hr_department_id,hr_department,id
discuss_channel_im_livechat_expertise_rel,discuss_channel_im_livechat_exper_im_livechat_expertise_id_fkey,im_livechat_expertise_id,im_livechat_expertise,id
discuss_channel_im_livechat_expertise_rel,discuss_channel_im_livechat_expertise_r_discuss_channel_id_fkey,discuss_channel_id,discuss_channel,id
discuss_channel,discuss_channel_livechat_agent_providing_help_history_fkey,livechat_agent_providing_help_history,im_livechat_channel_member_history,id
discuss_channel,discuss_channel_livechat_agent_requesting_help_history_fkey,livechat_agent_requesting_help_history,im_livechat_channel_member_history,id
discuss_channel,discuss_channel_livechat_channel_id_fkey,livechat_channel_id,im_livechat_channel,id
discuss_channel,discuss_channel_livechat_lang_id_fkey,livechat_lang_id,res_lang,id
discuss_channel,discuss_channel_livechat_operator_id_fkey,livechat_operator_id,res_partner,id
discuss_channel,discuss_channel_livechat_visitor_id_fkey,livechat_visitor_id,website_visitor,id
discuss_channel_member,discuss_channel_member_channel_id_fkey,channel_id,discuss_channel,id
discuss_channel_member,discuss_channel_member_create_uid_fkey,create_uid,res_users,id
discuss_channel_member,discuss_channel_member_fetched_message_id_fkey,fetched_message_id,mail_message,id
discuss_channel_member,discuss_channel_member_guest_id_fkey,guest_id,mail_guest,id
discuss_channel_member,discuss_channel_member_partner_id_fkey,partner_id,res_partner,id
discuss_channel_member,discuss_channel_member_rtc_inviting_session_id_fkey,rtc_inviting_session_id,discuss_channel_rtc_session,id
discuss_channel_member,discuss_channel_member_seen_message_id_fkey,seen_message_id,mail_message,id
discuss_channel_member,discuss_channel_member_write_uid_fkey,write_uid,res_users,id
discuss_channel,discuss_channel_parent_channel_id_fkey,parent_channel_id,discuss_channel,id
discuss_channel_res_groups_rel,discuss_channel_res_groups_rel_discuss_channel_id_fkey,discuss_channel_id,discuss_channel,id
discuss_channel_res_groups_rel,discuss_channel_res_groups_rel_res_groups_id_fkey,res_groups_id,res_groups,id
discuss_channel_rtc_session,discuss_channel_rtc_session_channel_id_fkey,channel_id,discuss_channel,id
discuss_channel_rtc_session,discuss_channel_rtc_session_channel_member_id_fkey,channel_member_id,discuss_channel_member,id
discuss_channel_rtc_session,discuss_channel_rtc_session_create_uid_fkey,create_uid,res_users,id
discuss_channel_rtc_session,discuss_channel_rtc_session_partner_id_fkey,partner_id,res_partner,id
discuss_channel_rtc_session,discuss_channel_rtc_session_write_uid_fkey,write_uid,res_users,id
discuss_channel,discuss_channel_write_uid_fkey,write_uid,res_users,id
discuss_gif_favorite,discuss_gif_favorite_create_uid_fkey,create_uid,res_users,id
discuss_gif_favorite,discuss_gif_favorite_write_uid_fkey,write_uid,res_users,id
discuss_voice_metadata,discuss_voice_metadata_attachment_id_fkey,attachment_id,ir_attachment,id
discuss_voice_metadata,discuss_voice_metadata_create_uid_fkey,create_uid,res_users,id
discuss_voice_metadata,discuss_voice_metadata_write_uid_fkey,write_uid,res_users,id
display_device_id_select_printer,display_device_id_select_printer_iot_device_id_fkey,iot_device_id,iot_device,id
display_device_id_select_printer,display_device_id_select_printer_select_printers_wizard_id_fkey,select_printers_wizard_id,select_printers_wizard,id
dms_acc_rep_export_wizard_format_rel,dms_acc_rep_export_wizard_fo_account_reports_export_wizar_fkey1,account_reports_export_wizard_format_id,account_reports_export_wizard_format,id
dms_acc_rep_export_wizard_format_rel,dms_acc_rep_export_wizard_for_account_reports_export_wizar_fkey,account_reports_export_wizard_id,account_reports_export_wizard,id
dock_location_stock_picking_type_rel,dock_location_stock_picking_type_rel_stock_location_id_fkey,stock_location_id,stock_location,id
dock_location_stock_picking_type_rel,dock_location_stock_picking_type_rel_stock_picking_type_id_fkey,stock_picking_type_id,stock_picking_type,id
document_alias_tag_rel,document_alias_tag_rel_documents_document_id_fkey,documents_document_id,documents_document,id
document_alias_tag_rel,document_alias_tag_rel_documents_tag_id_fkey,documents_tag_id,documents_tag,id
document_tag_rel,document_tag_rel_documents_document_id_fkey,documents_document_id,documents_document,id
document_tag_rel,document_tag_rel_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_access,documents_access_document_id_fkey,document_id,documents_document,id
documents_access,documents_access_partner_id_fkey,partner_id,res_partner,id
documents_access_tracking,documents_access_tracking_user_id_fkey,user_id,res_users,id
documents_account_folder_setting_documents_tag_rel,documents_account_folder_sett_documents_account_folder_set_fkey,documents_account_folder_setting_id,documents_account_folder_setting,id
documents_account_folder_setting,documents_account_folder_setting_company_id_fkey,company_id,res_company,id
documents_account_folder_setting,documents_account_folder_setting_create_uid_fkey,create_uid,res_users,id
documents_account_folder_setting_documents_tag_rel,documents_account_folder_setting_document_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_account_folder_setting,documents_account_folder_setting_folder_id_fkey,folder_id,documents_document,id
documents_account_folder_setting,documents_account_folder_setting_journal_id_fkey,journal_id,account_journal,id
documents_account_folder_setting,documents_account_folder_setting_write_uid_fkey,write_uid,res_users,id
documents_document,documents_document_alias_id_fkey,alias_id,mail_alias,id
documents_document,documents_document_attachment_id_fkey,attachment_id,ir_attachment,id
documents_document,documents_document_company_id_fkey,company_id,res_company,id
documents_document,documents_document_create_activity_type_id_fkey,create_activity_type_id,mail_activity_type,id
documents_document,documents_document_create_activity_user_id_fkey,create_activity_user_id,res_users,id
documents_document,documents_document_create_uid_fkey,create_uid,res_users,id
documents_document_documents_link_to_record_wizard_rel,documents_document_documents__documents_link_to_record_wiz_fkey,documents_link_to_record_wizard_id,documents_link_to_record_wizard,id
documents_document_documents_link_to_record_wizard_rel,documents_document_documents_link_to_documents_document_id_fkey,documents_document_id,documents_document,id
documents_document_documents_operation_rel,documents_document_documents_operat_documents_operation_id_fkey,documents_operation_id,documents_operation,id
documents_document_documents_operation_rel,documents_document_documents_operati_documents_document_id_fkey,documents_document_id,documents_document,id
documents_document_documents_sharing_rel,documents_document_documents_sharing__documents_sharing_id_fkey,documents_sharing_id,documents_sharing,id
documents_document_documents_sharing_rel,documents_document_documents_sharing_documents_document_id_fkey,documents_document_id,documents_document,id
documents_document,documents_document_folder_id_fkey,folder_id,documents_document,id
documents_document_ir_attachment_rel,documents_document_ir_attachment_rel_documents_document_id_fkey,documents_document_id,documents_document,id
documents_document_ir_attachment_rel,documents_document_ir_attachment_rel_ir_attachment_id_fkey,ir_attachment_id,ir_attachment,id
documents_document,documents_document_lock_uid_fkey,lock_uid,res_users,id
documents_document,documents_document_owner_id_fkey,owner_id,res_users,id
documents_document,documents_document_partner_id_fkey,partner_id,res_partner,id
documents_document,documents_document_request_activity_id_fkey,request_activity_id,mail_activity,id
documents_document,documents_document_requestee_partner_id_fkey,requestee_partner_id,res_partner,id
documents_document_res_users_rel,documents_document_res_users_rel_documents_document_id_fkey,documents_document_id,documents_document,id
documents_document_res_users_rel,documents_document_res_users_rel_res_users_id_fkey,res_users_id,res_users,id
documents_document,documents_document_shortcut_document_id_fkey,shortcut_document_id,documents_document,id
documents_document,documents_document_shortcut_document_owner_id_fkey,shortcut_document_owner_id,res_users,id
documents_document,documents_document_website_id_fkey,website_id,website,id
documents_document,documents_document_write_uid_fkey,write_uid,res_users,id
documents_fleet_tags_table,documents_fleet_tags_table_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_fleet_tags_table,documents_fleet_tags_table_res_company_id_fkey,res_company_id,res_company,id
documents_hr_contracts_tags_table,documents_hr_contracts_tags_table_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_hr_contracts_tags_table,documents_hr_contracts_tags_table_res_company_id_fkey,res_company_id,res_company,id
documents_link_to_record_wizard,documents_link_to_record_wizard_create_uid_fkey,create_uid,res_users,id
documents_link_to_record_wizard,documents_link_to_record_wizard_model_id_fkey,model_id,ir_model,id
documents_link_to_record_wizard,documents_link_to_record_wizard_write_uid_fkey,write_uid,res_users,id
documents_operation,documents_operation_attachment_id_fkey,attachment_id,ir_attachment,id
documents_operation,documents_operation_create_uid_fkey,create_uid,res_users,id
documents_operation,documents_operation_write_uid_fkey,write_uid,res_users,id
documents_redirect,documents_redirect_document_id_fkey,document_id,documents_document,id
documents_redirect,documents_redirect_employee_id_fkey,employee_id,hr_employee,id
documents_request_wizard,documents_request_wizard_activity_type_id_fkey,activity_type_id,mail_activity_type,id
documents_request_wizard,documents_request_wizard_create_uid_fkey,create_uid,res_users,id
documents_request_wizard_documents_tag_rel,documents_request_wizard_docum_documents_request_wizard_id_fkey,documents_request_wizard_id,documents_request_wizard,id
documents_request_wizard_documents_tag_rel,documents_request_wizard_documents_tag_re_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_request_wizard,documents_request_wizard_folder_id_fkey,folder_id,documents_document,id
documents_request_wizard,documents_request_wizard_partner_id_fkey,partner_id,res_partner,id
documents_request_wizard,documents_request_wizard_requestee_id_fkey,requestee_id,res_partner,id
documents_request_wizard,documents_request_wizard_write_uid_fkey,write_uid,res_users,id
documents_sharing_access,documents_sharing_access_create_uid_fkey,create_uid,res_users,id
documents_sharing_access,documents_sharing_access_documents_sharing_id_fkey,documents_sharing_id,documents_sharing,id
documents_sharing_access,documents_sharing_access_partner_id_fkey,partner_id,res_partner,id
documents_sharing_access,documents_sharing_access_write_uid_fkey,write_uid,res_users,id
documents_sharing,documents_sharing_create_uid_fkey,create_uid,res_users,id
documents_sharing_res_partner_rel,documents_sharing_res_partner_rel_documents_sharing_id_fkey,documents_sharing_id,documents_sharing,id
documents_sharing_res_partner_rel,documents_sharing_res_partner_rel_res_partner_id_fkey,res_partner_id,res_partner,id
documents_sharing,documents_sharing_write_uid_fkey,write_uid,res_users,id
documents_tag,documents_tag_create_uid_fkey,create_uid,res_users,id
documents_tag_mail_activity_type_rel,documents_tag_mail_activity_type_rel_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_tag_mail_activity_type_rel,documents_tag_mail_activity_type_rel_mail_activity_type_id_fkey,mail_activity_type_id,mail_activity_type,id
documents_tag_sign_template_rel,documents_tag_sign_template_rel_documents_tag_id_fkey,documents_tag_id,documents_tag,id
documents_tag_sign_template_rel,documents_tag_sign_template_rel_sign_template_id_fkey,sign_template_id,sign_template,id
documents_tag,documents_tag_write_uid_fkey,write_uid,res_users,id
dropbox_auth_code,dropbox_auth_code_create_uid_fkey,create_uid,res_users,id
dropbox_auth_code,dropbox_auth_code_write_uid_fkey,write_uid,res_users,id
email_template_attachment_rel,email_template_attachment_rel_attachment_id_fkey,attachment_id,ir_attachment,id
email_template_attachment_rel,email_template_attachment_rel_email_template_id_fkey,email_template_id,mail_template,id
employee_bank_account_rel,employee_bank_account_rel_bank_account_id_fkey,bank_account_id,res_partner_bank,id
employee_bank_account_rel,employee_bank_account_rel_employee_id_fkey,employee_id,hr_employee,id
employee_category_rel,employee_category_rel_category_id_fkey,category_id,hr_employee_category,id
employee_category_rel,employee_category_rel_employee_id_fkey,employee_id,hr_employee,id
employee_commuting_emissions_wizard,employee_commuting_emissions_wizard_create_uid_fkey,create_uid,res_users,id
employee_commuting_emissions_wizard,employee_commuting_emissions_wizard_write_uid_fkey,write_uid,res_users,id
employees,employees_hr_appraisal_campaign_wizard_id_fkey,hr_appraisal_campaign_wizard_id,hr_appraisal_campaign_wizard,id
employees,employees_hr_employee_id_fkey,hr_employee_id,hr_employee,id
equity_security_class,equity_security_class_create_uid_fkey,create_uid,res_users,id
equity_security_class,equity_security_class_write_uid_fkey,write_uid,res_users,id
equity_transaction,equity_transaction_create_uid_fkey,create_uid,res_users,id
equity_transaction,equity_transaction_destination_class_id_fkey,destination_class_id,equity_security_class,id
equity_transaction,equity_transaction_partner_id_fkey,partner_id,res_partner,id
equity_transaction,equity_transaction_security_class_id_fkey,security_class_id,equity_security_class,id
equity_transaction,equity_transaction_seller_id_fkey,seller_id,res_partner,id
equity_transaction,equity_transaction_subscriber_id_fkey,subscriber_id,res_partner,id
equity_transaction,equity_transaction_write_uid_fkey,write_uid,res_users,id
equity_ubo,equity_ubo_create_uid_fkey,create_uid,res_users,id
equity_ubo,equity_ubo_holder_id_fkey,holder_id,res_partner,id
equity_ubo,equity_ubo_partner_id_fkey,partner_id,res_partner,id
equity_ubo,equity_ubo_write_uid_fkey,write_uid,res_users,id
equity_valuation,equity_valuation_create_uid_fkey,create_uid,res_users,id
equity_valuation,equity_valuation_partner_id_fkey,partner_id,res_partner,id
equity_valuation,equity_valuation_write_uid_fkey,write_uid,res_users,id
esg_activity_type,esg_activity_type_create_uid_fkey,create_uid,res_users,id
esg_activity_type_esg_emission_factor_rel,esg_activity_type_esg_emission_fact_esg_emission_factor_id_fkey,esg_emission_factor_id,esg_emission_factor,id
esg_activity_type_esg_emission_factor_rel,esg_activity_type_esg_emission_factor_esg_activity_type_id_fkey,esg_activity_type_id,esg_activity_type,id
esg_activity_type,esg_activity_type_write_uid_fkey,write_uid,res_users,id
esg_assignation_line,esg_assignation_line_account_id_fkey,account_id,account_account,id
esg_assignation_line,esg_assignation_line_create_uid_fkey,create_uid,res_users,id
esg_assignation_line,esg_assignation_line_esg_emission_factor_id_fkey,esg_emission_factor_id,esg_emission_factor,id
esg_assignation_line,esg_assignation_line_partner_id_fkey,partner_id,res_partner,id
esg_assignation_line,esg_assignation_line_product_id_fkey,product_id,product_product,id
esg_assignation_line,esg_assignation_line_write_uid_fkey,write_uid,res_users,id
esg_database,esg_database_create_uid_fkey,create_uid,res_users,id
esg_database,esg_database_write_uid_fkey,write_uid,res_users,id
esg_emission_factor,esg_emission_factor_company_id_fkey,company_id,res_company,id
esg_emission_factor,esg_emission_factor_create_uid_fkey,create_uid,res_users,id
esg_emission_factor,esg_emission_factor_currency_id_fkey,currency_id,res_currency,id
esg_emission_factor,esg_emission_factor_database_id_fkey,database_id,esg_database,id
esg_emission_factor_line,esg_emission_factor_line_activity_type_id_fkey,activity_type_id,esg_activity_type,id
esg_emission_factor_line,esg_emission_factor_line_create_uid_fkey,create_uid,res_users,id
esg_emission_factor_line,esg_emission_factor_line_esg_emission_factor_id_fkey,esg_emission_factor_id,esg_emission_factor,id
esg_emission_factor_line,esg_emission_factor_line_gas_id_fkey,gas_id,esg_gas,id
esg_emission_factor_line,esg_emission_factor_line_write_uid_fkey,write_uid,res_users,id
esg_emission_factor,esg_emission_factor_source_id_fkey,source_id,esg_emission_source,id
esg_emission_factor,esg_emission_factor_uom_id_fkey,uom_id,uom_uom,id
esg_emission_factor,esg_emission_factor_write_uid_fkey,write_uid,res_users,id
esg_emission_source,esg_emission_source_create_uid_fkey,create_uid,res_users,id
esg_emission_source,esg_emission_source_parent_id_fkey,parent_id,esg_emission_source,id
esg_emission_source,esg_emission_source_write_uid_fkey,write_uid,res_users,id
esg_gas,esg_gas_create_uid_fkey,create_uid,res_users,id
esg_gas,esg_gas_write_uid_fkey,write_uid,res_users,id
esg_other_emission,esg_other_emission_company_id_fkey,company_id,res_company,id
esg_other_emission,esg_other_emission_create_uid_fkey,create_uid,res_users,id
esg_other_emission,esg_other_emission_currency_id_fkey,currency_id,res_currency,id
esg_other_emission,esg_other_emission_esg_emission_factor_id_fkey,esg_emission_factor_id,esg_emission_factor,id
esg_other_emission,esg_other_emission_uom_id_fkey,uom_id,uom_uom,id
esg_other_emission,esg_other_emission_write_uid_fkey,write_uid,res_users,id
expense_sample_receipt,expense_sample_receipt_create_uid_fkey,create_uid,res_users,id
expense_sample_receipt,expense_sample_receipt_write_uid_fkey,write_uid,res_users,id
expense_tax,expense_tax_expense_id_fkey,expense_id,hr_expense,id
expense_tax,expense_tax_tax_id_fkey,tax_id,account_tax,id
expiry_picking_confirmation_stock_picking_rel,expiry_picking_confirmation__expiry_picking_confirmation__fkey1,expiry_picking_confirmation_id,expiry_picking_confirmation,id
expiry_picking_confirmation,expiry_picking_confirmation_create_uid_fkey,create_uid,res_users,id
expiry_picking_confirmation_mrp_production_rel,expiry_picking_confirmation_m_expiry_picking_confirmation__fkey,expiry_picking_confirmation_id,expiry_picking_confirmation,id
expiry_picking_confirmation_mrp_production_rel,expiry_picking_confirmation_mrp_producti_mrp_production_id_fkey,mrp_production_id,mrp_production,id
expiry_picking_confirmation_stock_lot_rel,expiry_picking_confirmation_s_expiry_picking_confirmation__fkey,expiry_picking_confirmation_id,expiry_picking_confirmation,id
expiry_picking_confirmation_stock_lot_rel,expiry_picking_confirmation_stock_lot_rel_stock_lot_id_fkey,stock_lot_id,stock_lot,id
expiry_picking_confirmation_stock_picking_rel,expiry_picking_confirmation_stock_picking_stock_picking_id_fkey,stock_picking_id,stock_picking,id
expiry_picking_confirmation,expiry_picking_confirmation_workorder_id_fkey,workorder_id,mrp_workorder,id
expiry_picking_confirmation,expiry_picking_confirmation_write_uid_fkey,write_uid,res_users,id
export_bom_wizard,export_bom_wizard_create_uid_fkey,create_uid,res_users,id
export_bom_wizard,export_bom_wizard_write_uid_fkey,write_uid,res_users,id
export_purchase_order_wizard,export_purchase_order_wizard_create_uid_fkey,create_uid,res_users,id
export_purchase_order_wizard,export_purchase_order_wizard_write_uid_fkey,write_uid,res_users,id
export_sale_order_wizard,export_sale_order_wizard_create_uid_fkey,create_uid,res_users,id
export_sale_order_wizard,export_sale_order_wizard_write_uid_fkey,write_uid,res_users,id
export_wiz_document_tag_rel,export_wiz_document_tag_rel_account_reports_export_wizard__fkey,account_reports_export_wizard_id,account_reports_export_wizard,id
export_wiz_document_tag_rel,export_wiz_document_tag_rel_documents_tag_id_fkey,documents_tag_id,documents_tag,id
factors_auto_assignment_wizard,factors_auto_assignment_wizard_create_uid_fkey,create_uid,res_users,id
factors_auto_assignment_wizard,factors_auto_assignment_wizard_write_uid_fkey,write_uid,res_users,id
fetchmail_server,fetchmail_server_create_uid_fkey,create_uid,res_users,id
fetchmail_server,fetchmail_server_object_id_fkey,object_id,ir_model,id
fetchmail_server,fetchmail_server_write_uid_fkey,write_uid,res_users,id
fleet_disallowed_expenses_rate,fleet_disallowed_expenses_rate_create_uid_fkey,create_uid,res_users,id
fleet_disallowed_expenses_rate,fleet_disallowed_expenses_rate_vehicle_id_fkey,vehicle_id,fleet_vehicle,id
fleet_disallowed_expenses_rate,fleet_disallowed_expenses_rate_write_uid_fkey,write_uid,res_users,id
fleet_service_type,fleet_service_type_create_uid_fkey,create_uid,res_users,id
fleet_service_type_fleet_vehicle_log_contract_rel,fleet_service_type_fleet_vehi_fleet_vehicle_log_contract_i_fkey,fleet_vehicle_log_contract_id,fleet_vehicle_log_contract,id
fleet_service_type_fleet_vehicle_log_contract_rel,fleet_service_type_fleet_vehicle_log_fleet_service_type_id_fkey,fleet_service_type_id,fleet_service_type,id
fleet_service_type,fleet_service_type_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_assignation_log,fleet_vehicle_assignation_log_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_assignation_log,fleet_vehicle_assignation_log_driver_employee_id_fkey,driver_employee_id,hr_employee,id
fleet_vehicle_assignation_log,fleet_vehicle_assignation_log_driver_id_fkey,driver_id,res_partner,id
fleet_vehicle_assignation_log,fleet_vehicle_assignation_log_vehicle_id_fkey,vehicle_id,fleet_vehicle,id
fleet_vehicle_assignation_log,fleet_vehicle_assignation_log_write_uid_fkey,write_uid,res_users,id
fleet_vehicle,fleet_vehicle_brand_id_fkey,brand_id,fleet_vehicle_model_brand,id
fleet_vehicle,fleet_vehicle_category_id_fkey,category_id,fleet_vehicle_model_category,id
fleet_vehicle,fleet_vehicle_company_id_fkey,company_id,res_company,id
fleet_vehicle,fleet_vehicle_create_uid_fkey,create_uid,res_users,id
fleet_vehicle,fleet_vehicle_driver_employee_id_fkey,driver_employee_id,hr_employee,id
fleet_vehicle,fleet_vehicle_driver_id_fkey,driver_id,res_partner,id
fleet_vehicle_fleet_vehicle_send_mail_rel,fleet_vehicle_fleet_vehicle_sen_fleet_vehicle_send_mail_id_fkey,fleet_vehicle_send_mail_id,fleet_vehicle_send_mail,id
fleet_vehicle_fleet_vehicle_send_mail_rel,fleet_vehicle_fleet_vehicle_send_mail_rel_fleet_vehicle_id_fkey,fleet_vehicle_id,fleet_vehicle,id
fleet_vehicle,fleet_vehicle_future_driver_employee_id_fkey,future_driver_employee_id,hr_employee,id
fleet_vehicle,fleet_vehicle_future_driver_id_fkey,future_driver_id,res_partner,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_company_id_fkey,company_id,res_company,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_cost_subtype_id_fkey,cost_subtype_id,fleet_service_type,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_insurer_id_fkey,insurer_id,res_partner,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_user_id_fkey,user_id,res_users,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_vehicle_id_fkey,vehicle_id,fleet_vehicle,id
fleet_vehicle_log_contract,fleet_vehicle_log_contract_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_log_services,fleet_vehicle_log_services_account_move_line_id_fkey,account_move_line_id,account_move_line,id
fleet_vehicle_log_services,fleet_vehicle_log_services_brand_id_fkey,brand_id,fleet_vehicle_model_brand,id
fleet_vehicle_log_services,fleet_vehicle_log_services_company_id_fkey,company_id,res_company,id
fleet_vehicle_log_services,fleet_vehicle_log_services_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_log_services,fleet_vehicle_log_services_manager_id_fkey,manager_id,res_users,id
fleet_vehicle_log_services,fleet_vehicle_log_services_model_id_fkey,model_id,fleet_vehicle_model,id
fleet_vehicle_log_services,fleet_vehicle_log_services_odometer_id_fkey,odometer_id,fleet_vehicle_odometer,id
fleet_vehicle_log_services,fleet_vehicle_log_services_purchaser_employee_id_fkey,purchaser_employee_id,hr_employee,id
fleet_vehicle_log_services,fleet_vehicle_log_services_purchaser_id_fkey,purchaser_id,res_partner,id
fleet_vehicle_log_services,fleet_vehicle_log_services_service_type_id_fkey,service_type_id,fleet_service_type,id
fleet_vehicle_log_services,fleet_vehicle_log_services_vehicle_id_fkey,vehicle_id,fleet_vehicle,id
fleet_vehicle_log_services,fleet_vehicle_log_services_vendor_id_fkey,vendor_id,res_partner,id
fleet_vehicle_log_services,fleet_vehicle_log_services_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_mail_compose_message_ir_attachments_rel,fleet_vehicle_mail_compose_message_ir_attach_attachment_id_fkey,attachment_id,ir_attachment,id
fleet_vehicle_mail_compose_message_ir_attachments_rel,fleet_vehicle_mail_compose_message_ir_attachment_wizard_id_fkey,wizard_id,fleet_vehicle_send_mail,id
fleet_vehicle,fleet_vehicle_manager_id_fkey,manager_id,res_users,id
fleet_vehicle_model_brand,fleet_vehicle_model_brand_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_model,fleet_vehicle_model_brand_id_fkey,brand_id,fleet_vehicle_model_brand,id
fleet_vehicle_model_brand,fleet_vehicle_model_brand_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_model_category,fleet_vehicle_model_category_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_model,fleet_vehicle_model_category_id_fkey,category_id,fleet_vehicle_model_category,id
fleet_vehicle_model_category,fleet_vehicle_model_category_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_model,fleet_vehicle_model_create_uid_fkey,create_uid,res_users,id
fleet_vehicle,fleet_vehicle_model_id_fkey,model_id,fleet_vehicle_model,id
fleet_vehicle_model_vendors,fleet_vehicle_model_vendors_model_id_fkey,model_id,fleet_vehicle_model,id
fleet_vehicle_model_vendors,fleet_vehicle_model_vendors_partner_id_fkey,partner_id,res_partner,id
fleet_vehicle_model,fleet_vehicle_model_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_odometer,fleet_vehicle_odometer_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_odometer,fleet_vehicle_odometer_driver_id_fkey,driver_id,res_partner,id
fleet_vehicle_odometer,fleet_vehicle_odometer_vehicle_id_fkey,vehicle_id,fleet_vehicle,id
fleet_vehicle_odometer,fleet_vehicle_odometer_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_send_mail,fleet_vehicle_send_mail_author_id_fkey,author_id,res_partner,id
fleet_vehicle_send_mail,fleet_vehicle_send_mail_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_send_mail,fleet_vehicle_send_mail_template_id_fkey,template_id,mail_template,id
fleet_vehicle_send_mail,fleet_vehicle_send_mail_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_state,fleet_vehicle_state_create_uid_fkey,create_uid,res_users,id
fleet_vehicle,fleet_vehicle_state_id_fkey,state_id,fleet_vehicle_state,id
fleet_vehicle_state,fleet_vehicle_state_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_tag,fleet_vehicle_tag_create_uid_fkey,create_uid,res_users,id
fleet_vehicle_tag,fleet_vehicle_tag_write_uid_fkey,write_uid,res_users,id
fleet_vehicle_vehicle_tag_rel,fleet_vehicle_vehicle_tag_rel_tag_id_fkey,tag_id,fleet_vehicle_tag,id
fleet_vehicle_vehicle_tag_rel,fleet_vehicle_vehicle_tag_rel_vehicle_tag_id_fkey,vehicle_tag_id,fleet_vehicle,id
fleet_vehicle,fleet_vehicle_write_uid_fkey,write_uid,res_users,id
frontdesk_drink,frontdesk_drink_create_uid_fkey,create_uid,res_users,id
frontdesk_drink_frontdesk_frontdesk_rel,frontdesk_drink_frontdesk_frontdesk_frontdesk_frontdesk_id_fkey,frontdesk_frontdesk_id,frontdesk_frontdesk,id
frontdesk_drink_frontdesk_frontdesk_rel,frontdesk_drink_frontdesk_frontdesk_rel_frontdesk_drink_id_fkey,frontdesk_drink_id,frontdesk_drink,id
frontdesk_drink_frontdesk_visitor_rel,frontdesk_drink_frontdesk_visitor_rel_frontdesk_drink_id_fkey,frontdesk_drink_id,frontdesk_drink,id
frontdesk_drink_frontdesk_visitor_rel,frontdesk_drink_frontdesk_visitor_rel_frontdesk_visitor_id_fkey,frontdesk_visitor_id,frontdesk_visitor,id
frontdesk_drink_res_users_rel,frontdesk_drink_res_users_rel_frontdesk_drink_id_fkey,frontdesk_drink_id,frontdesk_drink,id
frontdesk_drink_res_users_rel,frontdesk_drink_res_users_rel_res_users_id_fkey,res_users_id,res_users,id
frontdesk_drink,frontdesk_drink_write_uid_fkey,write_uid,res_users,id
frontdesk_frontdesk,frontdesk_frontdesk_company_id_fkey,company_id,res_company,id
frontdesk_frontdesk,frontdesk_frontdesk_create_uid_fkey,create_uid,res_users,id
frontdesk_frontdesk_hr_employee_rel,frontdesk_frontdesk_hr_employee_rel_frontdesk_frontdesk_id_fkey,frontdesk_frontdesk_id,frontdesk_frontdesk,id
