module	wrapper_path	wrapper_sha256	preflight_status	preflight_json
base	/Users/admin/.claude/bin/smeplus_qid_base_safe_tool	94341bc43b036f00f80cf5ca607b0501171a89043267aad13320920c83e90d3d	PASS	{"errors": [], "module": "base", "module_freeze": "558ec88047aef5c8e7ea0e2675b1c43ef358ec29b172d6878068330f3fba7177", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
mail	/Users/admin/.claude/bin/smeplus_qid_mail_safe_tool	7704b832cbe1924bbc56d28e81b2377ca5c503c24243bc2039ae2cc30a765392	PASS	{"errors": [], "module": "mail", "module_freeze": "558ec88047aef5c8e7ea0e2675b1c43ef358ec29b172d6878068330f3fba7177", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
web	/Users/admin/.claude/bin/smeplus_qid_web_safe_tool	153f72a4b2f6fe89e67c0e1fe393744c94388b25f16bc5ba99cca0e0fa762db2	PASS	{"errors": [], "module": "web", "module_freeze": "558ec88047aef5c8e7ea0e2675b1c43ef358ec29b172d6878068330f3fba7177", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
auth_signup	/Users/admin/.claude/bin/smeplus_qid_auth_signup_safe_tool	2eb6a7c6a96680890b53aca87714813e2274d8432e0c2577bfad9b10b70749bb	PASS	{"errors": [], "module": "auth_signup", "module_freeze": "cd966040f720456420057fe98fdb1176fbb9b0e85b456891f4dab82ea3ba0202", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
base_automation	/Users/admin/.claude/bin/smeplus_qid_base_automation_safe_tool	b65b87c22ec40c72256527a9b651c2859d36694bb1d319bf700415e346afbbce	PASS	{"errors": [], "module": "base_automation", "module_freeze": "cd966040f720456420057fe98fdb1176fbb9b0e85b456891f4dab82ea3ba0202", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
bus	/Users/admin/.claude/bin/smeplus_qid_bus_safe_tool	46c2d7bf4af2d8d03fbca448b0bf7ac1a9d81031cc140eecf6927ad5eaec37a3	PASS	{"errors": [], "module": "bus", "module_freeze": "cd966040f720456420057fe98fdb1176fbb9b0e85b456891f4dab82ea3ba0202", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
digest	/Users/admin/.claude/bin/smeplus_qid_digest_safe_tool	a837cf1d3c2c1a9f0f7f99c78f121191cb3480a016d7c1ada412384e105410f9	PASS	{"errors": [], "module": "digest", "module_freeze": "1247c218ba4e2e6a57e259427030f4350881da56a5a28c59901a20f8b2d3a5d3", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
portal	/Users/admin/.claude/bin/smeplus_qid_portal_safe_tool	64afbb58f495e936f7ed942af33234504661aa7dd7ca487ad90acb12d5410239	PASS	{"errors": [], "module": "portal", "module_freeze": "1247c218ba4e2e6a57e259427030f4350881da56a5a28c59901a20f8b2d3a5d3", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
utm	/Users/admin/.claude/bin/smeplus_qid_utm_safe_tool	fcdc57ce5e9096ef876b8034c622a9db6f32d9536c6bcd25d58623a3a9aedfb9	PASS	{"errors": [], "module": "utm", "module_freeze": "1247c218ba4e2e6a57e259427030f4350881da56a5a28c59901a20f8b2d3a5d3", "standard_freeze": "c64693eee3957388907637ad028ebdeea6fbeb19a093d1c459c5289f45f5c213", "status": "PASS", "v1_register_sha256": "572c168e36ed2032ac4b8b78476ad6525208fa3d4fbc44f30aa880fb4032391f"}
