id,product_id,company_id,location_id,lot_id,package_id,owner_id,user_id,create_uid,write_uid,inventory_date,quantity,reserved_quantity,inventory_quantity,inventory_diff_quantity,inventory_quantity_set,in_date,create_date,write_date,accounting_date,expiration_date,removal_date
130364,250,1,5,\N,\N,\N,\N,2,42,2026-12-31,4.00,3.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
130277,2151,1,5,\N,\N,\N,\N,2,2,2026-12-31,104.00,37.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-31 10:36:08.811441,\N,\N,\N
130203,1160,1,5,\N,\N,\N,\N,2,2,2026-12-31,234.00,27.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-25 05:51:32.46487,\N,\N,\N
130396,835,1,5,\N,\N,\N,\N,2,2,2026-12-31,15.00,1.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-31 22:21:24.166364,\N,\N,\N
130158,809,1,5,\N,\N,\N,\N,2,2,2026-12-31,40.00,26.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-01 10:06:18.366366,\N,\N,\N
130204,1161,1,5,\N,\N,\N,\N,2,2,2026-12-31,106.00,46.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-01 23:36:30.170557,\N,\N,\N
130183,829,1,5,\N,\N,\N,\N,2,2,2026-12-31,96.00,64.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-02 06:36:41.207117,\N,\N,\N
130161,812,1,5,\N,\N,\N,\N,2,2,2026-12-31,102.00,43.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-02 16:36:13.645231,\N,\N,\N
130147,775,1,5,\N,\N,\N,\N,2,2,2026-12-31,161.00,52.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-03 05:06:14.109137,\N,\N,\N
130156,807,1,5,\N,\N,\N,\N,2,2,2026-12-31,33.00,17.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-26 06:36:41.598441,\N,\N,\N
132752,5867,1,5,\N,\N,\N,\N,2,2,2026-12-31,4050.00,0.00,0.00,0.00,f,2026-06-26 08:43:33,2026-06-26 08:43:32.293369,2026-06-26 08:43:33.615444,\N,\N,\N
132757,5869,1,11,\N,\N,\N,\N,2,2,\N,-600.00,0.00,\N,0.00,f,2026-06-26 08:45:59,2026-06-26 08:45:59.162,2026-06-26 08:45:59.162,\N,\N,\N
132756,5869,1,5,\N,\N,\N,\N,2,2,2026-12-31,600.00,0.00,0.00,0.00,f,2026-06-26 08:45:59,2026-06-26 08:45:59.065568,2026-06-26 08:45:59.162,\N,\N,\N
130700,1156,1,5,\N,\N,\N,\N,2,2,2026-12-31,2.00,1.00,0.00,0.00,f,2026-06-26 06:37:10,2026-06-26 06:35:08.98363,2026-07-05 17:36:42.172033,\N,\N,\N
132496,1938,1,5,\N,\N,\N,\N,2,46,2026-12-31,11.00,2.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-30 08:40:07.557949,\N,\N,\N
130276,2150,1,5,\N,\N,\N,\N,2,2,2026-12-31,210.00,31.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-26 14:36:13.927075,\N,\N,\N
130181,827,1,5,\N,\N,\N,\N,2,2,2026-12-31,74.00,74.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-27 02:51:58.838276,\N,\N,\N
130432,1484,1,5,\N,\N,\N,\N,2,2,2026-12-31,9.00,2.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-06 13:22:10.226954,\N,\N,\N
130065,634,1,5,\N,\N,\N,\N,2,61,2026-12-31,115.00,0.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-06-30 08:40:08.684148,\N,\N,\N
130041,1612,1,5,\N,\N,\N,\N,2,61,2026-12-31,1.00,1.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-06-30 08:40:08.684148,\N,\N,\N
132705,5847,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,3.00,3.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132706,5848,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,1.00,1.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132707,5825,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,482.00,482.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132708,5851,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,451.00,451.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132709,5849,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,482.00,482.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132710,5797,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,216.00,216.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132711,5796,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,239.00,239.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132712,5795,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,111.00,111.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132713,5800,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,208.00,208.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132714,5799,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,239.00,239.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132715,5798,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,107.00,107.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132716,5791,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,127.00,127.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132717,5790,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,162.00,162.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132718,5779,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,127.00,127.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132719,5778,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,174.00,174.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132720,5794,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,141.00,141.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132721,5793,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,167.00,167.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132722,5855,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,326.00,326.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132723,5821,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,432.00,432.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132724,5817,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,296.00,296.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132725,5818,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,300.00,300.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132726,5819,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,297.00,297.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132727,5820,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,296.00,296.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132728,5823,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,432.00,432.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132729,5824,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,432.00,432.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132730,5822,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,432.00,432.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132731,5852,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,681.00,681.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132732,5854,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,491.00,491.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132733,5850,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,490.00,490.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132734,5853,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,8.00,8.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132735,1900,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,24.00,24.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132736,1899,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,6.00,6.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132737,1898,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,40.00,40.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132738,1901,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,11.00,11.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132739,1902,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,41.00,41.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132740,5860,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,9.00,9.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132741,5858,1,5,\N,\N,\N,\N,2,2,2026-06-26,\N,0.00,1.00,1.00,t,2026-06-26 08:23:55,2026-06-26 08:23:52.780922,2026-06-26 08:23:52.780922,\N,\N,\N
132771,5882,1,11,\N,\N,\N,\N,2,2,\N,-79.00,0.00,\N,0.00,f,2026-06-26 08:59:43,2026-06-26 08:59:43.209615,2026-06-26 08:59:43.209615,\N,\N,\N
132467,1895,1,5,\N,\N,\N,\N,2,42,2026-12-31,2.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-30 08:40:06.67395,\N,\N,\N
132468,1894,1,5,\N,\N,\N,\N,2,42,2026-12-31,8.00,3.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-30 08:40:06.67395,\N,\N,\N
130257,1878,1,5,\N,\N,\N,\N,2,2,2026-12-31,7.00,7.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-04 17:51:07.994704,\N,\N,\N
130160,811,1,5,\N,\N,\N,\N,2,2,2026-12-31,171.00,46.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-31 23:21:08.389927,\N,\N,\N
132758,5870,1,5,\N,\N,\N,\N,2,2,2026-12-31,55.00,0.00,0.00,0.00,f,2026-06-26 08:48:57,2026-06-26 08:48:57.647536,2026-06-26 08:48:57.740836,\N,\N,\N
130238,1863,1,5,\N,\N,\N,\N,2,2,2026-12-31,24.00,24.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-27 16:36:27.988675,\N,\N,\N
130344,1964,1,5,\N,\N,\N,\N,2,2,2026-12-31,135.00,47.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-08-03 03:51:49.035531,\N,\N,\N
132742,5862,1,5,\N,\N,\N,\N,2,42,2026-12-31,1.00,0.00,0.00,0.00,f,2026-06-26 08:28:18,2026-06-26 08:28:18.081061,2026-06-29 08:15:27.760212,\N,\N,\N
130478,902,1,5,\N,\N,\N,\N,2,42,2026-12-31,3.00,0.00,0.00,0.00,f,2026-06-26 06:37:10,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
130477,879,1,5,\N,\N,\N,\N,2,42,2026-12-31,6.00,1.00,0.00,0.00,f,2026-06-26 06:37:10,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
130878,893,1,5,\N,\N,\N,\N,2,42,2026-12-31,1.00,0.00,0.00,0.00,f,2026-06-26 06:37:11,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
130088,1314,1,5,\N,\N,\N,\N,2,42,2026-12-31,7.00,0.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
130099,1279,1,5,\N,\N,\N,\N,2,42,2026-12-31,3.00,0.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-06-29 08:15:27.760212,\N,\N,\N
132743,5862,1,11,\N,\N,\N,\N,2,2,\N,-5.00,0.00,\N,0.00,f,2026-06-26 08:28:18,2026-06-26 08:28:18.315063,2026-06-26 08:28:18.315063,\N,\N,\N
132763,5879,1,11,\N,\N,\N,\N,2,2,\N,-287.00,0.00,\N,0.00,f,2026-06-26 08:53:11,2026-06-26 08:53:11.520773,2026-06-26 08:53:11.520773,\N,\N,\N
132764,5880,1,5,\N,\N,\N,\N,2,2,2026-12-31,885.00,0.00,0.00,0.00,f,2026-06-26 08:54:51,2026-06-26 08:54:50.702397,2026-06-26 08:54:51.644184,\N,\N,\N
132769,2526,1,11,\N,\N,\N,\N,2,2,\N,-85.00,0.00,\N,0.00,f,2026-06-26 08:58:07,2026-06-26 08:58:07.471001,2026-06-26 08:58:07.471001,\N,\N,\N
132770,5882,1,5,\N,\N,\N,\N,2,2,2026-12-31,79.00,0.00,0.00,0.00,f,2026-06-26 08:59:43,2026-06-26 08:59:43.120865,2026-06-26 08:59:43.209615,\N,\N,\N
132772,5883,1,5,\N,\N,\N,\N,2,2,2026-12-31,55.00,0.00,0.00,0.00,f,2026-06-26 09:00:40,2026-06-26 09:00:39.961513,2026-06-26 09:00:40.038378,\N,\N,\N
130848,1109,1,5,\N,\N,\N,\N,2,2,2026-12-31,14.00,2.00,0.00,0.00,f,2026-06-26 06:37:11,2026-06-26 06:35:08.98363,2026-07-05 11:51:47.285065,\N,\N,\N
130218,1176,1,5,\N,\N,\N,\N,2,2,2026-12-31,61.00,37.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-29 16:21:08.962273,\N,\N,\N
130410,2355,1,5,\N,\N,\N,\N,2,2,2026-12-31,18.00,17.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-31 08:21:32.953592,\N,\N,\N
130258,1879,1,5,\N,\N,\N,\N,2,2,2026-12-31,9.00,9.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-07 12:36:41.032264,\N,\N,\N
130164,814,1,5,\N,\N,\N,\N,2,42,2026-12-31,8.00,0.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-06-29 08:41:47.502086,\N,\N,\N
130150,778,1,5,\N,\N,\N,\N,2,2,2026-12-31,350.00,222.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-01 13:51:06.054061,\N,\N,\N
132744,5863,1,5,\N,\N,\N,\N,2,2,2026-12-31,1.00,0.00,0.00,0.00,f,2026-06-26 08:31:39,2026-06-26 08:31:39.451503,2026-06-26 08:31:39.658668,\N,\N,\N
132749,5864,1,11,\N,\N,\N,\N,2,2,\N,-8.00,0.00,\N,0.00,f,2026-06-26 08:37:33,2026-06-26 08:37:33.661274,2026-06-26 08:37:33.661274,\N,\N,\N
132748,5864,1,5,\N,\N,\N,\N,2,2,2026-12-31,8.00,0.00,0.00,0.00,f,2026-06-26 08:37:33,2026-06-26 08:37:33.551499,2026-06-26 08:37:33.661274,\N,\N,\N
132751,1086,1,11,\N,\N,\N,\N,2,2,\N,-5378.00,0.00,\N,0.00,f,2026-06-26 08:41:18,2026-06-26 08:41:18.734707,2026-06-26 08:41:18.734707,\N,\N,\N
132767,5881,1,11,\N,\N,\N,\N,2,2,\N,-160.00,0.00,\N,0.00,f,2026-06-26 08:57:13,2026-06-26 08:57:13.802693,2026-06-26 08:57:13.802693,\N,\N,\N
130698,1149,1,5,\N,\N,\N,\N,2,2,2026-12-31,10.00,2.00,0.00,0.00,f,2026-06-26 06:37:10,2026-06-26 06:35:08.98363,2026-07-06 06:21:08.183432,\N,\N,\N
132773,5883,1,11,\N,\N,\N,\N,2,2,\N,-55.00,0.00,\N,0.00,f,2026-06-26 09:00:40,2026-06-26 09:00:40.038378,2026-06-26 09:00:40.038378,\N,\N,\N
130388,754,1,5,\N,\N,\N,\N,2,2,2026-12-31,31.00,14.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-28 05:51:22.565997,\N,\N,\N
130332,1536,1,5,\N,\N,\N,\N,2,2,2026-12-31,41.00,17.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-30 12:51:15.754629,\N,\N,\N
130311,1495,1,5,\N,\N,\N,\N,2,2,2026-12-31,23.00,8.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-08-01 15:21:11.757195,\N,\N,\N
131180,2465,1,5,\N,\N,\N,\N,2,42,2026-12-31,12.00,1.00,0.00,0.00,f,2026-06-26 06:37:13,2026-06-26 06:35:08.98363,2026-06-29 08:41:47.502086,\N,\N,\N
132745,5863,1,11,\N,\N,\N,\N,2,2,\N,-1.00,0.00,\N,0.00,f,2026-06-26 08:31:39,2026-06-26 08:31:39.658668,2026-06-26 08:31:39.658668,\N,\N,\N
132755,5868,1,11,\N,\N,\N,\N,2,2,\N,-61.00,0.00,\N,0.00,f,2026-06-26 08:44:41,2026-06-26 08:44:41.541902,2026-06-26 08:44:41.541902,\N,\N,\N
132754,5868,1,5,\N,\N,\N,\N,2,2,2026-12-31,61.00,0.00,0.00,0.00,f,2026-06-26 08:44:41,2026-06-26 08:44:41.42759,2026-06-26 08:44:41.541902,\N,\N,\N
130335,1539,1,5,\N,\N,\N,\N,2,2,2026-12-31,4.00,1.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-29 06:52:04.362529,\N,\N,\N
131126,981,1,5,\N,\N,\N,\N,2,42,2026-12-31,2.00,0.00,0.00,0.00,f,2026-06-26 06:37:12,2026-06-26 06:35:08.98363,2026-06-29 08:41:47.502086,\N,\N,\N
132470,1896,1,5,\N,\N,\N,\N,2,42,2026-12-31,7.00,2.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-29 08:41:47.502086,\N,\N,\N
130313,1497,1,5,\N,\N,\N,\N,2,2,2026-12-31,42.00,32.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-08-03 02:51:28.659203,\N,\N,\N
130458,1202,1,5,\N,\N,\N,\N,2,42,2026-12-31,24.00,2.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-06-29 08:41:47.502086,\N,\N,\N
130338,1542,1,5,\N,\N,\N,\N,2,42,2026-12-31,3.00,0.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-06-29 08:41:47.502086,\N,\N,\N
130695,1146,1,5,\N,\N,\N,\N,2,2,2026-12-31,10.00,2.00,0.00,0.00,f,2026-06-26 06:37:10,2026-06-26 06:35:08.98363,2026-07-29 06:52:03.081493,\N,\N,\N
133828,1086,3,35,\N,\N,\N,\N,42,42,2026-12-31,39.00,0.00,\N,0.00,f,2026-06-26 08:41:18,2026-06-29 08:42:30.201092,2026-06-29 08:42:30.201092,\N,\N,\N
133829,2153,3,35,\N,\N,\N,\N,42,42,2026-12-31,13.00,0.00,\N,0.00,f,2026-06-26 06:37:09,2026-06-29 08:42:30.201092,2026-06-29 08:42:30.201092,\N,\N,\N
132511,5762,1,5,\N,\N,\N,\N,2,61,2026-12-31,1.00,1.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-30 08:40:08.684148,\N,\N,\N
132503,5773,1,5,\N,\N,\N,\N,2,2,2026-12-31,10.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132504,5774,1,5,\N,\N,\N,\N,2,2,2026-12-31,1.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132505,5776,1,5,\N,\N,\N,\N,2,2,2026-12-31,2.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132506,5767,1,5,\N,\N,\N,\N,2,2,2026-12-31,2.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132507,5768,1,5,\N,\N,\N,\N,2,2,2026-12-31,22.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132514,5765,1,5,\N,\N,\N,\N,2,61,2026-12-31,1.00,1.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-30 08:40:08.684148,\N,\N,\N
132509,5770,1,5,\N,\N,\N,\N,2,2,2026-12-31,6.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132512,5763,1,5,\N,\N,\N,\N,2,2,2026-12-31,7.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132513,5764,1,5,\N,\N,\N,\N,2,2,2026-12-31,7.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
132515,5766,1,5,\N,\N,\N,\N,2,2,2026-12-31,3.00,0.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 07:33:13.800321,\N,\N,\N
130816,283,1,5,\N,\N,\N,\N,2,42,2026-12-31,18.00,4.00,0.00,0.00,f,2026-06-26 06:37:11,2026-06-26 06:35:08.98363,2026-06-30 08:40:06.67395,\N,\N,\N
132765,5880,1,11,\N,\N,\N,\N,2,2,\N,-885.00,0.00,\N,0.00,f,2026-06-26 08:54:51,2026-06-26 08:54:51.644184,2026-06-26 08:54:51.644184,\N,\N,\N
132768,2526,1,5,\N,\N,\N,\N,2,2,2026-12-31,85.00,0.00,0.00,0.00,f,2026-06-26 08:58:07,2026-06-26 08:58:07.39753,2026-06-26 08:58:07.471001,\N,\N,\N
133830,2149,3,35,\N,\N,\N,\N,42,42,2026-12-31,10.00,0.00,\N,0.00,f,2026-06-26 06:37:09,2026-06-29 08:42:30.201092,2026-06-29 08:42:30.201092,\N,\N,\N
132508,5769,1,5,\N,\N,\N,\N,2,42,2026-12-31,18.00,1.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 10:44:05.302528,\N,\N,\N
132510,5771,1,5,\N,\N,\N,\N,2,42,2026-12-31,3.00,1.00,0.00,0.00,f,2026-06-26 07:33:14,2026-06-26 07:32:51.75853,2026-06-26 10:44:05.302528,\N,\N,\N
131035,341,1,5,\N,\N,\N,\N,2,42,2026-12-31,138.00,7.00,0.00,0.00,f,2026-06-26 06:37:12,2026-06-26 06:35:08.98363,2026-06-30 08:40:06.67395,\N,\N,\N
133831,807,3,35,\N,\N,\N,\N,42,42,2026-12-31,8.00,0.00,\N,0.00,f,2026-06-26 06:37:08,2026-06-29 08:42:30.201092,2026-06-29 08:42:30.201092,\N,\N,\N
130291,1001,1,5,\N,\N,\N,\N,2,2,2026-12-31,50.00,20.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-30 16:21:10.519048,\N,\N,\N
130185,830,1,5,\N,\N,\N,\N,2,2,2026-12-31,30.00,4.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-04 09:21:10.449527,\N,\N,\N
130159,810,1,5,\N,\N,\N,\N,2,2,2026-12-31,97.00,52.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-02 03:51:24.073432,\N,\N,\N
130157,808,1,5,\N,\N,\N,\N,2,2,2026-12-31,29.00,20.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-03 03:21:10.166275,\N,\N,\N
130162,813,1,5,\N,\N,\N,\N,2,2,2026-12-31,47.00,27.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-08-03 04:36:28.988072,\N,\N,\N
130804,329,1,5,\N,\N,\N,\N,2,2,2026-12-31,100.00,6.00,0.00,0.00,f,2026-06-26 06:37:11,2026-06-26 06:35:08.98363,2026-07-24 17:22:08.103208,\N,\N,\N
130182,828,1,5,\N,\N,\N,\N,2,2,2026-12-31,73.00,73.00,0.00,0.00,f,2026-06-26 06:37:08,2026-06-26 06:35:08.98363,2026-07-24 18:06:13.421757,\N,\N,\N
130286,1005,1,5,\N,\N,\N,\N,2,2,2026-12-31,17.00,7.00,0.00,0.00,f,2026-06-26 06:37:09,2026-06-26 06:35:08.98363,2026-07-06 17:51:57.922453,\N,\N,\N
