id,company_id,product_id,stock_valuation_layer_id,stock_move_id,account_move_id,account_move_line_id,create_uid,write_uid,description,quantity,unit_cost,value,remaining_qty,remaining_value,create_date,write_date,price_diff_value,stock_landed_cost_id
11524,1,13459,\N,18740,\N,\N,36,36,WH/IN/02001 - หัวสายโทรศัพท์,2.000000,0.00,0.00,2.000000,0.00,2024-03-25 02:25:42.695215,2024-03-25 02:25:42.695215,\N,\N
11525,1,7668,\N,18741,\N,\N,36,36,WH/IN/02001 - Keyboard USB,1.000000,0.00,0.00,1.000000,0.00,2024-03-25 02:25:42.695215,2024-03-25 02:25:42.695215,\N,\N
11526,1,7653,\N,18742,\N,\N,36,36,WH/IN/02001 - Battery UPS 12V  5A,1.000000,0.00,0.00,1.000000,0.00,2024-03-25 02:25:42.695215,2024-03-25 02:25:42.695215,\N,\N
11219,1,1003,\N,18246,68148,\N,25,25,UB/00149 - คัดแล้ว-ข้าวปทุม,25.500000,23.30,594.15,0.000000,0.00,2024-03-22 07:06:31.911182,2024-03-22 07:06:31.911182,\N,\N
11527,1,8278,\N,18743,\N,\N,36,36,WH/IN/02001 - หัว RJ-45 CAT 5E,1.000000,88.79,88.79,1.000000,88.79,2024-03-25 02:25:42.695215,2024-03-25 02:25:42.695215,\N,\N
11582,1,13434,\N,18868,\N,\N,39,39,UB/00151 - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG),-121.000000,0.00,0.00,0.000000,\N,2024-03-27 03:54:17.443504,2024-03-27 03:54:17.443504,\N,\N
11230,1,11714,\N,18300,\N,\N,25,25,WH/MO/01686/SWR - ชั่วโมงการผลิต,-64.760000,200.00,-12952.00,0.000000,\N,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
11229,1,935,\N,18299,68169,\N,25,25,WH/MO/01686/SWR - วัตถุดิบ-ข้าวกล้องมะลิแดง(มันปู),-4317.320000,35.60,-153701.82,0.000000,\N,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
11231,1,994,\N,18301,68170,\N,25,25,WH/MO/01686/SWR - คัดแล้ว-ข้าวกล้องมะลิแดง(มันปู),4313.000000,38.64,166653.82,0.000000,0.00,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
10052,1,994,\N,15418,66045,\N,220,25,WH/MO/01379/SWR - คัดแล้ว-ข้าวกล้องมะลิแดง(มันปู),-2270.000000,36.67,-83240.90,0.000000,\N,2024-03-17 07:02:41.838406,2024-03-22 07:24:42.386447,\N,\N
10069,1,994,\N,15319,66058,\N,220,25,WH/MO/01367/SWR - คัดแล้ว-ข้าวกล้องมะลิแดง(มันปู),-1135.000000,36.67,-41620.45,0.000000,\N,2024-03-17 07:30:22.247357,2024-03-22 07:24:42.386447,\N,\N
10576,1,994,\N,15357,67195,\N,220,25,WH/MO/01372/SWR - คัดแล้ว-ข้าวกล้องมะลิแดง(มันปู),-908.000000,36.67,-33296.36,0.000000,\N,2024-03-20 08:04:21.265465,2024-03-22 07:24:42.386447,\N,\N
11232,1,994,10052,15418,68171,\N,25,25,Revaluation of WH/MO/01379/SWR (negative inventory),0.000000,0.00,-4471.64,0.000000,\N,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
11233,1,994,10069,15319,68172,\N,25,25,Revaluation of WH/MO/01367/SWR (negative inventory),0.000000,0.00,-2235.82,0.000000,\N,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
11234,1,994,10576,15357,68173,\N,25,25,Revaluation of WH/MO/01372/SWR (negative inventory),0.000000,0.00,-1788.65,0.000000,\N,2024-03-22 07:24:42.386447,2024-03-22 07:24:42.386447,\N,\N
11516,1,1279,\N,18763,68528,\N,25,25,WH/MO/01740/SWR - By Product-ปลายข้าวนึ่ง,414.000000,21.18,8768.03,0.000000,0.00,2024-03-25 02:18:38.803453,2024-07-10 02:42:57.478932,\N,\N
11514,1,11714,\N,18761,\N,\N,25,25,WH/MO/01740/SWR - ชั่วโมงการผลิต,-149.393000,200.00,-29878.60,0.000000,\N,2024-03-25 02:18:38.803453,2024-03-25 02:18:38.803453,\N,\N
11513,1,942,\N,18760,68526,\N,25,25,WH/MO/01740/SWR - วัตถุดิบ-ข้าวนึ่ง,-82995.960000,21.20,-1759514.35,0.000000,\N,2024-03-25 02:18:38.803453,2024-03-25 02:18:38.803453,\N,\N
11202,1,13418,\N,18198,68135,\N,25,25,WH/RET/00027 - ข้าวขาวคัดพิเศษ ยี่ห้อสุวรรณภูมิ  5 กก.,140.000000,22.55,3157.00,0.000000,0.00,2024-03-22 07:04:11.462225,2024-03-22 07:05:23.926592,\N,\N
11201,1,13420,\N,18197,68134,\N,25,25,WH/RET/00027 - ข้าวกล้องมะลิแดง ยี่ห้อสุวรรณภูมิ  1 กก. (ถุงสูญญากาศ),6.000000,40.60,243.60,0.000000,0.00,2024-03-22 07:04:11.462225,2024-03-22 07:05:47.165995,\N,\N
11235,1,11367,\N,16869,\N,\N,36,36,WH/IN/01939 - แก๊ส,3.000000,425.60,1276.80,3.000000,1276.80,2024-03-22 07:27:32.89507,2024-03-22 07:27:32.89507,\N,\N
13151,1,11384,\N,20557,73858,\N,39,39,WH/MO/01982/SWR - RIBBON (NEW CROP),-805.000000,0.90,-724.50,0.000000,\N,2024-04-03 07:31:09.473086,2024-04-03 07:31:09.473086,\N,\N
13733,1,8627,\N,21292,\N,\N,36,36,WH/IN/02191 - ไม้กวาดทางมะพร้าวยาว,20.000000,45.00,900.00,20.000000,900.00,2024-04-19 02:39:13.257167,2024-04-19 02:39:13.257167,\N,\N
22230,1,8970,\N,35639,93584,\N,39,39,WH/MO/03245/SWR - ถุงใน (HDPE),-1100.000000,1.62,-1782.00,0.000000,\N,2024-07-10 02:46:40.143107,2024-07-10 02:46:40.143107,\N,\N
11517,1,1424,\N,18764,68529,\N,25,25,WH/MO/01740/SWR - By Product-ท้องไข่ข้าวนึ่ง,580.000000,15.12,8768.03,0.000000,0.00,2024-03-25 02:18:38.803453,2024-06-11 07:55:20.688514,\N,\N
11681,1,11714,\N,18963,\N,\N,25,25,UB/00152 - ชั่วโมงการผลิต,944.510000,200.00,188902.00,0.000000,0.00,2024-03-27 07:10:27.109471,2024-11-04 02:25:04.666504,\N,\N
11538,1,13444,\N,18730,\N,\N,36,36,WH/IN/01997 - เต้ารับโทรศัพท์,4.000000,0.00,0.00,4.000000,0.00,2024-03-25 02:38:15.99336,2024-03-25 02:38:15.99336,\N,\N
35278,1,998,\N,55793,119436,\N,25,25,WH/MO/04840/SWR - คัดแล้ว-ข้าวขาว5%,-4025.000000,15.58,-62699.43,0.000000,\N,2024-11-14 02:16:56.478446,2024-11-14 02:16:56.478446,\N,\N
37820,1,8284,\N,60260,\N,\N,36,36,"WH/IN/04897 - หินเบอร์ 3/4""",24.000000,40.00,960.00,24.000000,960.00,2024-12-10 02:23:23.759467,2024-12-10 02:23:23.759467,\N,\N
11597,1,12338,\N,18883,\N,\N,39,39,WH/MO/01754/SWR - ถุงพลาสติก ข้าวสุวรรณภูมิ / SUWANNAPHUM RICE / สุวรรณภูมิไรซ์,-436.000000,0.00,0.00,0.000000,\N,2024-03-27 04:08:22.898597,2024-03-27 04:08:22.898597,\N,\N
11607,1,11504,\N,18893,\N,\N,39,39,WH/MO/01759/SWR - ถุงพลาสติก (LUCKY BOY),-17.000000,0.00,0.00,0.000000,\N,2024-03-27 04:13:55.008825,2024-03-27 04:13:55.008825,\N,\N
11616,1,12338,\N,18902,\N,\N,39,39,WH/MO/01763/SWR - ถุงพลาสติก ข้าวสุวรรณภูมิ / SUWANNAPHUM RICE / สุวรรณภูมิไรซ์,-458.000000,0.00,0.00,0.000000,\N,2024-03-27 04:17:44.700397,2024-03-27 04:17:44.700397,\N,\N
11620,1,8965,\N,18906,69032,\N,39,39,WH/MO/01765/SWR - ถุงพลาสติก (สูญญากาศ) / ไม่พิมพ์ลาย (5 LBS),-32.000000,2.02,-64.64,0.000000,\N,2024-03-27 04:18:58.553685,2024-03-27 04:18:58.553685,\N,\N
11624,1,8965,\N,18910,69038,\N,39,39,WH/MO/01767/SWR - ถุงพลาสติก (สูญญากาศ) / ไม่พิมพ์ลาย (5 LBS),-3.000000,2.02,-6.06,0.000000,\N,2024-03-27 04:23:30.220462,2024-03-27 04:23:30.220462,\N,\N
11628,1,12340,\N,18914,\N,\N,39,39,WH/MO/01769/SWR - ถุงพลาสติก ข้าวสุวรรณภูมิ / SUWANNAPHUM RICE / สุวรรณภูมิไรซ์,-17.000000,0.00,0.00,0.000000,\N,2024-03-27 04:24:43.373758,2024-03-27 04:24:43.373758,\N,\N
11642,1,8965,\N,18928,69047,\N,39,39,WH/MO/01776/SWR - ถุงพลาสติก (สูญญากาศ) / ไม่พิมพ์ลาย (5 LBS),-1.000000,2.02,-2.02,0.000000,\N,2024-03-27 04:33:34.224278,2024-03-27 04:33:34.224278,\N,\N
11648,1,8965,\N,18934,69049,\N,39,39,WH/MO/01779/SWR - ถุงพลาสติก (สูญญากาศ) / ไม่พิมพ์ลาย (5 LBS),-6.000000,2.02,-12.12,0.000000,\N,2024-03-27 04:35:38.798352,2024-03-27 04:35:38.798352,\N,\N
11650,1,8965,\N,18936,69053,\N,39,39,WH/MO/01780/SWR - ถุงพลาสติก (สูญญากาศ) / ไม่พิมพ์ลาย (5 LBS),-150.000000,2.02,-303.00,0.000000,\N,2024-03-27 04:42:32.92308,2024-03-27 04:42:32.92308,\N,\N
11652,1,12338,\N,18938,\N,\N,39,39,WH/MO/01781/SWR - ถุงพลาสติก ข้าวสุวรรณภูมิ / SUWANNAPHUM RICE / สุวรรณภูมิไรซ์,-152.000000,0.00,0.00,0.000000,\N,2024-03-27 04:43:18.219893,2024-03-27 04:43:18.219893,\N,\N
11678,1,1334,\N,18960,69092,\N,25,25,UB/00152 - By Product-ซาห่อข้าวขาว\nRounding Adjustment: -2.53 ฿,-1049.000000,18.53,-19440.50,0.000000,\N,2024-03-27 07:10:27.109471,2024-03-27 07:10:27.109471,\N,\N
11679,1,1276,\N,18961,69093,\N,25,25,UB/00152 - By Product-ปลายข้าวขาว\nRounding Adjustment: -7.86 ฿,-2623.000000,19.99,-52441.63,0.000000,\N,2024-03-27 07:10:27.109471,2024-03-27 07:10:27.109471,\N,\N
11677,1,1421,\N,18959,69091,\N,25,25,UB/00152 - By Product-ท้องไข่ข้าวขาว,-5247.000000,26.20,-137471.40,0.000000,\N,2024-03-27 07:10:27.109471,2024-03-27 07:30:27.273238,\N,\N
11697,1,11714,\N,18980,\N,\N,25,25,WH/MO/01792/SWR - ชั่วโมงการผลิต,-254.289000,200.00,-50857.80,0.000000,\N,2024-03-27 07:32:30.646197,2024-03-27 07:32:30.646197,\N,\N
2479,1,1276,\N,4489,8648,\N,220,25,WH/MO/00250/SWR - By Product-ปลายข้าวขาว5%,7568.000000,18.79,142186.73,0.000000,0.00,2023-12-05 13:45:07.106595,2024-03-27 07:33:10.258625,\N,\N
11598,1,13434,\N,18884,\N,\N,39,25,WH/MO/01754/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG),436.000000,0.00,0.00,0.000000,0.00,2024-03-27 04:08:22.898597,2024-03-28 03:44:22.132147,\N,\N
11617,1,13434,\N,18903,\N,\N,39,25,WH/MO/01763/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG),458.000000,0.00,0.00,0.000000,0.00,2024-03-27 04:17:44.700397,2024-03-28 04:21:22.380872,\N,\N
11625,1,13478,\N,18911,69039,\N,39,25,WH/MO/01767/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(1KG),3.000000,2.02,6.06,0.000000,0.00,2024-03-27 04:23:30.220462,2024-03-28 04:24:11.715765,\N,\N
11608,1,13469,\N,18894,\N,\N,39,25,WH/MO/01759/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG) (Orange) (LUCKY BOY),17.000000,0.00,0.00,0.000000,0.00,2024-03-27 04:13:55.008825,2024-03-28 04:24:54.146947,\N,\N
11629,1,13435,\N,18915,\N,\N,39,25,WH/MO/01769/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG),17.000000,0.00,0.00,0.000000,0.00,2024-03-27 04:24:43.373758,2024-03-28 04:25:48.032615,\N,\N
11643,1,13478,\N,18929,69048,\N,39,25,WH/MO/01776/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(1KG),1.000000,2.02,2.02,0.000000,0.00,2024-03-27 04:33:34.224278,2024-03-28 04:32:49.259006,\N,\N
11649,1,13476,\N,18935,69050,\N,39,25,WH/MO/01779/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(1KG),6.000000,2.02,12.12,0.000000,0.00,2024-03-27 04:35:38.798352,2024-03-28 04:34:45.92974,\N,\N
11651,1,13480,\N,18937,69054,\N,39,25,WH/MO/01780/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(1KG),150.000000,2.02,303.00,0.000000,0.00,2024-03-27 04:42:32.92308,2024-03-28 04:35:16.786709,\N,\N
11653,1,13434,\N,18939,\N,\N,39,25,WH/MO/01781/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(5KG),152.000000,0.00,0.00,0.000000,0.00,2024-03-27 04:43:18.219893,2024-03-28 04:38:15.779516,\N,\N
11621,1,13477,\N,18907,69033,\N,39,25,WH/MO/01765/SWR - ชุดสำเร็จ - (ข้าวสุวรรณภูมิ)(1KG),32.000000,2.02,64.64,0.000000,0.00,2024-03-27 04:18:58.553685,2024-03-28 04:40:10.59635,\N,\N
11515,1,1001,\N,18762,68527,\N,25,25,WH/MO/01740/SWR - คัดแล้ว-ข้าวนึ่ง,82000.000000,21.61,1771856.90,0.000000,0.00,2024-03-25 02:18:38.803453,2024-03-29 08:58:17.295827,\N,\N
11281,1,948,\N,17799,68211,\N,212,25,WH/IN/01981 - วัตถุดิบ-ข้าวพิษณุโลก,31094.000000,22.50,699615.00,0.000000,0.00,2024-03-22 09:35:51.43352,2024-04-10 09:53:16.563305,\N,\N
31390,1,8905,\N,50011,112538,\N,25,25,Product Quantity Updated - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (FARMER KING),-1404.000000,8.50,-11934.00,0.000000,\N,2024-10-08 06:27:40.431094,2024-10-08 06:27:40.431094,\N,\N
11213,1,1003,\N,18235,68143,\N,25,25,UB/00148 - คัดแล้ว-ข้าวปทุม,15.000000,23.30,349.50,0.000000,0.00,2024-03-22 07:06:18.457778,2024-03-22 07:06:18.457778,\N,\N
11236,1,11714,\N,18338,\N,\N,25,25,WH/MO/01691/SWR - ชั่วโมงการผลิต,-0.729000,200.00,-145.80,0.000000,\N,2024-03-22 08:12:12.887883,2024-03-22 08:12:12.887883,\N,\N
11584,1,12338,\N,18870,\N,\N,39,39,WH/MO/01748/SWR - ถุงพลาสติก ข้าวสุวรรณภูมิ / SUWANNAPHUM RICE / สุวรรณภูมิไรซ์,-121.000000,0.00,0.00,0.000000,\N,2024-03-27 03:54:51.273502,2024-03-27 03:54:51.273502,\N,\N
11237,1,1281,\N,18339,68178,\N,25,25,WH/MO/01691/SWR - By Product-ปลายข้าวปทุม,-10413.540000,17.87,-186089.96,0.000000,\N,2024-03-22 08:12:12.887883,2024-03-22 08:12:12.887883,\N,\N
11215,1,999,\N,18237,68145,\N,25,25,UB/00148 - คัดแล้ว-ข้าวจัสมิน,7.500000,22.05,165.38,0.000000,0.00,2024-03-22 07:06:18.457778,2024-04-24 07:49:26.725072,\N,\N
16618,1,766,\N,25089,79851,\N,39,39,UB/00268 - RIBBON GOLDEN ELEPHANT (ONETAC),610.000000,0.60,366.00,0.000000,0.00,2024-05-06 03:43:22.374781,2024-08-15 08:39:23.894345,\N,\N
11239,1,11714,\N,18348,\N,\N,25,25,WH/MO/01692/SWR - ชั่วโมงการผลิต,-46.861000,200.00,-9372.20,0.000000,\N,2024-03-22 08:15:17.602891,2024-03-22 08:15:17.602891,\N,\N
11240,1,1283,\N,18349,68180,\N,25,25,WH/MO/01692/SWR - By Product-ปลายข้าวพิษณุโลก,-5206.770000,8.66,-45090.63,0.000000,\N,2024-03-22 08:15:17.602891,2024-03-22 08:15:17.602891,\N,\N
11264,1,13159,\N,17250,68195,\N,220,25,WH/MO/01594/SWR - วัตถุดิบ-ปลายข้าวหอมมะลิอีสาน67,-88880.350000,19.00,-1688726.65,0.000000,\N,2024-03-22 08:41:54.773415,2024-04-10 10:02:16.364824,\N,\N
11280,1,958,\N,17798,68210,\N,212,25,WH/IN/01980 - วัตถุดิบ-ข้าวหอมมะลิอีสาน66,30025.000000,29.16,875529.00,0.000000,0.00,2024-03-22 09:34:52.775261,2024-04-22 07:46:34.28484,\N,\N
11238,1,13401,\N,18340,68179,\N,25,25,WH/MO/01691/SWR - คัดแล้ว-ปลายข้าวปทุม,10400.000000,17.91,186235.76,0.000000,0.00,2024-03-22 08:12:12.887883,2024-03-22 08:16:58.941545,\N,\N
11257,1,13402,\N,17987,\N,\N,220,25,WH/MO/01663/SWR - วัตถุดิบ-ปลายข้าวปทุม,-173997.000000,0.00,0.00,0.000000,\N,2024-03-22 08:23:46.467731,2024-04-22 09:42:22.415108,\N,\N
11243,1,11714,\N,18318,\N,\N,25,25,WH/MO/01688/SWR - ชั่วโมงการผลิต,-83.200000,200.00,-16640.00,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11260,1,13403,\N,17990,68192,\N,220,25,WH/MO/01663/SWR - By Product-ท้องไข่ซาห่อข้าวปทุม66(ห้ามใช้),226.200000,0.83,187.75,0.000000,0.00,2024-03-22 08:23:46.467731,2024-04-23 03:00:42.886275,\N,\N
11267,1,13177,\N,17253,68197,\N,220,25,WH/MO/01594/SWR - By Product-ท้องไข่ปลายข้าวหอมมะลิอีสาน67,956.790000,370.44,354435.71,0.000000,0.00,2024-03-22 08:41:54.773415,2024-04-23 03:00:42.886275,\N,\N
16619,1,8969,\N,25090,79852,\N,39,39,UB/00268 - ถุงใน (HDPE),605.000000,1.08,653.40,0.000000,0.00,2024-05-06 03:43:22.374781,2024-06-13 06:18:48.950635,\N,\N
11214,1,1005,\N,18236,68144,\N,25,25,UB/00148 - คัดแล้ว-ข้าวพิษณุโลก,7.500000,23.08,173.10,0.000000,0.00,2024-03-22 07:06:18.457778,2024-04-25 09:04:39.623626,\N,\N
11241,1,13404,\N,18350,68181,\N,25,25,WH/MO/01692/SWR - คัดแล้ว-ปลายข้าวพิษณุโลก,5200.000000,10.47,54462.83,0.000000,0.00,2024-03-22 08:15:17.602891,2024-03-22 08:16:58.941545,\N,\N
11242,1,11744,\N,18317,68184,\N,25,25,WH/MO/01688/SWR - คัดแล้ว-ปลายหอมมะลิอีสาน ปี 66,-6500.000000,19.18,-124671.13,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11244,1,12713,\N,18319,68185,\N,25,25,WH/MO/01688/SWR - ชุดสำเร็จ - (MANSA),-1040.000000,9.78,-10171.20,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11245,1,13174,\N,18320,68186,\N,25,25,WH/MO/01688/SWR - คัดแล้ว-ปลายข้าวหอมมะลิ67,-6500.000000,16.98,-110365.84,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11246,1,13401,\N,18321,68187,\N,25,25,WH/MO/01688/SWR - คัดแล้ว-ปลายข้าวปทุม,-10400.000000,17.91,-186235.76,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11247,1,13404,\N,18322,68188,\N,25,25,WH/MO/01688/SWR - คัดแล้ว-ปลายข้าวพิษณุโลก,-5200.000000,10.47,-54462.83,0.000000,\N,2024-03-22 08:16:58.941545,2024-03-22 08:16:58.941545,\N,\N
11266,1,13174,\N,17252,68196,\N,220,25,WH/MO/01594/SWR - คัดแล้ว-ปลายข้าวหอมมะลิ67,885780.000000,3.31,2930417.94,0.000000,0.00,2024-03-22 08:41:54.773415,2024-05-25 10:58:41.350811,\N,\N
11258,1,11714,\N,17988,\N,\N,220,220,WH/MO/01663/SWR - ชั่วโมงการผลิต,-8.700000,200.00,-1740.00,0.000000,\N,2024-03-22 08:23:46.467731,2024-03-22 08:23:46.467731,\N,\N
11262,1,11714,\N,18365,\N,\N,220,220,WH/MO/01693/SWR - ชั่วโมงการผลิต,-1.500000,200.00,-300.00,0.000000,\N,2024-03-22 08:32:33.381581,2024-03-22 08:32:33.381581,\N,\N
11261,1,13301,\N,18371,68193,\N,220,220,WH/MO/01693/SWR - วัตถุดิบ-ปลายข้าวจัสมิน,-30476.000000,16.50,-502854.00,0.000000,\N,2024-03-22 08:32:33.381581,2024-03-22 08:32:33.381581,\N,\N
11265,1,11714,\N,17251,\N,\N,220,220,WH/MO/01594/SWR - ชั่วโมงการผลิต,-7980.635000,200.00,-1596127.00,0.000000,\N,2024-03-22 08:41:54.773415,2024-03-22 08:41:54.773415,\N,\N
11269,1,11714,\N,18310,\N,\N,220,220,WH/MO/01687/SWR - ชั่วโมงการผลิต,-13.660000,200.00,-2732.00,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11268,1,11744,\N,18309,68198,\N,220,220,WH/MO/01687/SWR - คัดแล้ว-ปลายหอมมะลิอีสาน ปี 66,-32500.000000,13.94,-453156.82,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11270,1,12712,\N,18311,68199,\N,220,220,WH/MO/01687/SWR - ชุดสำเร็จ - (MANSA),-2600.000000,16.30,-42380.00,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11271,1,13401,\N,18312,68200,\N,220,220,WH/MO/01687/SWR - คัดแล้ว-ปลายข้าวปทุม,-52000.000000,0.01,-464.50,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11272,1,13174,\N,18313,68201,\N,220,220,WH/MO/01687/SWR - คัดแล้ว-ปลายข้าวหอมมะลิ67,-32500.000000,16.98,-551829.22,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11273,1,13404,\N,18314,68202,\N,220,220,WH/MO/01687/SWR - คัดแล้ว-ปลายข้าวพิษณุโลก,-13000.000000,16.84,-218967.66,0.000000,\N,2024-03-22 08:42:26.247322,2024-03-22 08:42:26.247322,\N,\N
11275,1,11843,\N,15003,68204,\N,25,25,WH/OUT/00448 - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,-130000.000000,21.22,-2758529.57,0.000000,\N,2024-03-22 09:04:59.277276,2024-03-22 09:04:59.277276,\N,\N
11276,1,11842,\N,15004,68205,\N,25,25,WH/OUT/00448 - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,-26000.000000,20.21,-525495.70,0.000000,\N,2024-03-22 09:04:59.277276,2024-03-22 09:04:59.277276,\N,\N
11274,1,11843,\N,18315,68203,\N,220,25,WH/MO/01687/SWR - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,130000.000000,9.77,1269530.20,0.000000,0.00,2024-03-22 08:42:26.247322,2024-03-22 09:06:16.41359,\N,\N
11248,1,11842,\N,18316,68189,\N,25,25,WH/MO/01688/SWR - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,26000.000000,19.33,502546.76,0.000000,0.00,2024-03-22 08:16:58.941545,2024-03-22 09:06:16.41359,\N,\N
11277,1,11843,\N,18303,68206,\N,25,25,WH/OUT/00563 - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,-130000.000000,9.77,-1269530.20,0.000000,\N,2024-03-22 09:06:16.41359,2024-03-22 09:06:16.41359,\N,\N
11278,1,11842,\N,18304,68207,\N,25,25,WH/OUT/00563 - (MANSA)100% BROKEN THAI JASMINE RICE A-1 SUPER SORTED,-26000.000000,19.33,-502546.76,0.000000,\N,2024-03-22 09:06:16.41359,2024-03-22 09:06:16.41359,\N,\N
11279,1,11819,\N,15396,68209,\N,25,25,WH/OUT/00472 - (ELEPHANT GOD) THAI WHITE GLUTINOUS RICE 10% BROKEN PREMIUM,-1135.000000,28.23,-32041.43,0.000000,\N,2024-03-22 09:32:47.611263,2024-03-22 09:32:47.611263,\N,\N
13149,1,8904,\N,20555,73856,\N,39,39,WH/MO/01982/SWR - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (FARMER KING),-805.000000,9.20,-7406.00,0.000000,\N,2024-04-03 07:31:09.473086,2024-04-03 07:31:09.473086,\N,\N
16617,1,11443,\N,25088,79850,\N,39,39,UB/00268 - กระสอบพีพีขาว 100% (LUCKY BIRD) (HOM MALI)- ONETAC,605.000000,5.70,3448.50,0.000000,0.00,2024-05-06 03:43:22.374781,2024-05-06 03:43:22.374781,\N,\N
13150,1,8969,\N,20556,73857,\N,39,39,WH/MO/01982/SWR - ถุงใน (HDPE),-805.000000,1.08,-869.40,0.000000,\N,2024-04-03 07:31:09.473086,2024-04-03 07:31:09.473086,\N,\N
11285,1,12862,\N,15399,68215,\N,25,25,WH/OUT/00566 - (FARMER KING) THAI JASMINE RICE 5% BROKEN POLISHED AND SORTED,-16798.000000,46.13,-774873.55,0.000000,\N,2024-03-22 09:49:17.386479,2024-03-22 09:49:17.386479,\N,\N
11529,1,13266,\N,18471,68566,\N,25,25,WH/OUT/00575 - (NDJEMA)THAI WHITE RICE LONG GRAIN 100% GRADE B POLISHED,-78000.000000,22.51,-1755776.95,0.000000,\N,2024-03-25 02:33:14.182691,2024-03-25 02:33:14.182691,\N,\N
11530,1,13267,\N,18472,68567,\N,25,25,WH/OUT/00575 - (NDJEMA)THAI WHITE RICE LONG GRAIN 100% GRADE B POLISHED,-26000.000000,22.57,-586935.20,0.000000,\N,2024-03-25 02:33:14.182691,2024-03-25 02:33:14.182691,\N,\N
11533,1,10672,\N,18736,\N,\N,36,36,WH/IN/01999 - ยางดำรองขาโต๊ะ  1 นิ้ว,3.000000,46.73,140.19,3.000000,140.19,2024-03-25 02:35:39.442693,2024-03-25 02:35:39.442693,\N,\N
11282,1,942,\N,16593,68212,\N,212,25,WH/IN/01924 - วัตถุดิบ-ข้าวนึ่ง,31935.000000,21.20,677022.00,0.000000,0.00,2024-03-22 09:36:52.331248,2024-04-25 02:09:15.569422,\N,\N
11287,1,11825,\N,15507,68217,\N,25,25,WH/OUT/00479 - (FOUR ELEPHANT) THAI HOM MALI RICE LONG GRAIN 100% POLISHED+SORTED,-681.000000,26.23,-17861.76,0.000000,\N,2024-03-22 09:55:23.228513,2024-03-22 09:55:23.228513,\N,\N
11288,1,11824,\N,15508,68218,\N,25,25,WH/OUT/00479 - (FOUR ELEPHANT) THAI HOM MALI RICE LONG GRAIN 100% POLISHED+SORTED,-163.440000,34.25,-5598.14,0.000000,\N,2024-03-22 09:55:23.228513,2024-03-22 09:55:23.228513,\N,\N
11534,1,10672,\N,18733,\N,\N,36,36,WH/IN/01999 - ยางดำรองขาโต๊ะ  1 นิ้ว,1.000000,36.45,36.45,1.000000,36.45,2024-03-25 02:35:39.442693,2024-03-25 02:35:39.442693,\N,\N
16613,1,11443,\N,25078,79846,\N,39,39,WH/MO/02362/SWR - กระสอบพีพีขาว 100% (LUCKY BIRD) (HOM MALI)- ONETAC,-605.000000,5.70,-3448.50,0.000000,\N,2024-05-06 03:42:57.595018,2024-05-06 03:43:22.374781,\N,\N
