id,company_id,product_id,stock_valuation_layer_id,stock_move_id,account_move_id,account_move_line_id,create_uid,write_uid,description,quantity,unit_cost,value,remaining_qty,remaining_value,create_date,write_date,price_diff_value,stock_landed_cost_id
115,1,1459,\N,216,\N,\N,2,2,Product Quantity Updated - กระสอบพีพีใส100% ลามิเนต 2 หน้า (AL YASMIN-ALIMENTOS),-5150.000000,0.00,0.00,0.000000,\N,2023-10-03 05:24:24.065548,2023-10-03 05:24:24.065548,\N,\N
114,1,1459,\N,214,\N,\N,2,2,Product Quantity Updated - กระสอบพีพีใส100% ลามิเนต 2 หน้า (AL YASMIN-ALIMENTOS),5150.000000,0.00,0.00,0.000000,0.00,2023-10-03 05:20:43.898416,2023-10-03 05:24:24.065548,\N,\N
2229,1,12178,\N,2425,\N,\N,36,36,WH/IN/00551 - กระบอกลม SDAW 40x20x15-B,6.000000,1550.00,9300.00,6.000000,9300.00,2023-11-27 01:21:28.86049,2023-11-27 01:21:28.86049,\N,\N
63894,1,13766,\N,103493,\N,\N,36,36,WH/IN/08754 - ปลอกสี,10.000000,15.00,150.00,10.000000,150.00,2025-12-17 03:31:26.606669,2025-12-17 03:31:26.606669,\N,\N
537,1,8251,494,\N,1069,2341,26,26,AP2023100086 (HS3100201) - สีรองพื้นกันสนิม,0.000000,0.00,1250.00,0.000000,0.00,2023-10-11 05:00:53.231597,2023-10-11 05:00:53.231597,0,\N
572,1,11367,\N,715,\N,\N,36,36,WH/IN/00175 - แก๊ส,3.000000,425.60,1276.80,3.000000,1276.80,2023-10-16 01:07:55.327333,2023-10-16 01:07:55.327333,\N,\N
1506,1,11714,\N,2755,\N,\N,220,220,WH/MO/00127/SWR-002 - ชั่วโมงการผลิต,-1.000000,200.00,-200.00,0.000000,\N,2023-11-16 07:59:54.269991,2023-11-16 07:59:54.269991,\N,\N
1006,1,8611,\N,1358,\N,\N,36,36,WH/IN/00438 - ถุงขยะดำ 36x45 นิ้ว,25.000000,36.00,900.00,25.000000,900.00,2023-11-03 10:04:57.359189,2023-11-03 10:04:57.359189,\N,\N
119,1,1531,\N,222,651,\N,2,2,Product Quantity Updated - กระสอบพีพีขาว 100% (GOLDEN J.R.) (Red),267.000000,4.90,1308.30,267.000000,1308.30,2023-10-03 06:58:54.169129,2023-10-03 06:58:54.169129,\N,\N
18892,1,13536,\N,28648,\N,\N,36,36,WH/IN/02707 - งานแสดงสินค้า-THAIFEX2567,1.000000,0.00,0.00,1.000000,0.00,2024-06-03 06:13:22.579916,2024-06-03 06:13:22.579916,\N,\N
1867,1,577,\N,2418,6066,\N,39,39,WH/IN/00546 - กระสอบพีพีขาว 100% (ZAM ZAM),1050.000000,5.10,5355.00,0.000000,0.00,2023-11-21 01:24:33.450672,2024-01-11 06:52:50.730517,\N,\N
590,1,958,\N,719,1946,\N,212,220,WH/IN/00178 - วัตถุดิบ-ข้าวหอมมะลิอีสาน66,56731.000000,30.00,1701930.00,0.000000,0.00,2023-10-16 12:23:44.227482,2023-11-14 08:16:11.77721,\N,\N
558,1,11528,\N,714,\N,\N,36,25,WH/IN/00174 - ตู้วางรองเท้า,1.000000,0.00,0.00,1.000000,1859.81,2023-10-12 08:21:05.999067,2023-11-02 03:59:10.083405,\N,\N
1505,1,958,\N,2754,5581,\N,220,220,WH/MO/00127/SWR-002 - วัตถุดิบ-ข้าวหอมมะลิอีสาน66,-14702.620000,30.00,-441078.60,0.000000,\N,2023-11-16 07:59:54.269991,2023-11-16 07:59:54.269991,\N,\N
599,1,11549,\N,749,\N,\N,36,36,WH/IN/00202 - ค่าสวัสดิการพนักงาน,1.000000,0.00,0.00,1.000000,0.00,2023-10-17 06:06:11.143083,2023-10-17 06:06:11.143083,\N,\N
660,1,958,\N,471,2257,\N,212,220,WH/IN/00025 - วัตถุดิบ-ข้าวหอมมะลิอีสาน66,29125.000000,30.00,873750.00,0.000000,0.00,2023-10-18 12:43:43.058531,2023-11-14 08:16:11.77721,\N,\N
1714,1,8968,\N,3107,5837,\N,220,220,WH/MO/00152/SWR - ถุงใน (HDPE),-500.000000,64.00,-32000.00,0.000000,\N,2023-11-19 03:26:42.988916,2023-11-19 03:26:42.988916,\N,\N
351,1,8937,\N,454,881,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (LA MAMA),50.000000,0.60,30.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-05-03 03:32:51.668686,\N,\N
1850,1,9044,\N,2801,5974,\N,39,39,WH/IN/00569 - กระสอบพีพีใส 100% (MADAME BARBARA),100.000000,5.40,540.00,0.000000,0.00,2023-11-20 08:16:57.071943,2024-09-05 04:57:43.262326,\N,\N
672,1,7713,\N,803,2358,\N,36,25,WH/IN/00220 - [Material] ฟิล์มยืดพันพาเลท,20.000000,950.00,19000.00,0.000000,0.00,2023-10-20 07:21:13.807031,2023-10-23 09:04:38.087007,\N,\N
343,1,767,\N,446,876,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (HAPPY BUDDHA),300.000000,0.60,180.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-05-03 04:07:44.593083,\N,\N
728,1,11367,\N,910,\N,\N,36,36,WH/IN/00277 - แก๊ส,3.000000,425.60,1276.80,3.000000,1276.80,2023-10-24 08:52:39.593207,2023-10-24 08:52:39.593207,\N,\N
3708,1,8969,\N,7048,13503,\N,39,39,WH/MO/00483/SWR - ถุงใน (HDPE),-1760.000000,64.00,-112640.00,0.000000,\N,2024-01-15 01:25:10.714707,2024-01-15 01:25:10.714707,\N,\N
341,1,761,\N,444,874,\N,2,2,Quantity Updated_27_09_2023 - ริบบิ้น (LA MADAME),285.000000,0.60,171.00,285.000000,171.00,2023-10-03 08:11:26.801777,2023-10-03 08:11:26.801777,\N,\N
2950,1,10932,\N,5090,\N,\N,39,39,WH/MO/00289/SWR - ลังกระดาษลูกฟูก (DURU),-816.000000,0.00,0.00,0.000000,\N,2023-12-23 04:22:40.088303,2023-12-23 04:22:40.088303,\N,\N
352,1,8938,\N,455,882,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (LA MAMA),860.000000,0.60,516.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-09-05 04:59:49.988126,\N,\N
752,1,944,\N,899,2788,\N,212,220,WH/IN/00268 - วัตถุดิบ-ข้าวปทุม,28106.000000,24.20,680165.20,0.000000,0.00,2023-10-25 12:47:58.121323,2024-01-30 07:00:12.193332,\N,\N
301,1,9016,\N,404,834,\N,2,39,"Quantity Updated_27_09_2023 - กระสอบพีพีขาว100% ลามิเนต 2 หน้า (NAZ) (Red, 50 LBS (22.70 KGS))",401.000000,6.40,2566.40,0.000000,0.00,2023-10-03 08:07:39.305114,2024-02-08 07:38:10.072806,\N,\N
72407,1,12505,\N,116205,196902,\N,169,169,WH/MO/09887/SWR - ชุดสำเร็จ - (FARMER KING),-940.000000,10.08,-9475.20,0.000000,\N,2026-04-29 08:45:00.751631,2026-04-29 08:45:00.751631,\N,\N
353,1,8939,\N,456,883,\N,2,25,Quantity Updated_27_09_2023 - ริบบิ้น (LA MAMA),185.000000,0.60,111.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-10-08 10:30:07.903582,\N,\N
57801,1,11560,\N,92826,\N,\N,36,36,WH/IN/07790 - Multifuction Printer,1.000000,0.00,0.00,1.000000,0.00,2025-09-10 04:55:37.751074,2025-09-10 04:55:37.751074,\N,\N
2939,1,12713,\N,5079,10829,\N,39,220,WH/MO/00285/SWR - ชุดสำเร็จ - (MANSA),2080.000000,72.50,150800.00,0.000000,0.00,2023-12-23 04:15:47.491371,2024-01-14 06:35:32.155172,\N,\N
350,1,8936,\N,453,880,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (KAM LONG),370.000000,0.60,222.00,0.000000,0.00,2023-10-03 08:11:26.801777,2025-01-27 07:17:06.96737,\N,\N
737,1,939,\N,901,2659,\N,212,220,WH/IN/00270 - วัตถุดิบ-ข้าวขาว5%,28887.000000,20.60,595072.20,0.000000,0.00,2023-10-24 11:43:45.349496,2023-11-23 09:38:42.619733,\N,\N
1855,1,939,\N,3076,5998,\N,212,220,WH/IN/00602 - วัตถุดิบ-ข้าวขาว5%,27386.000000,19.00,520334.00,0.000000,0.00,2023-11-20 09:05:53.420551,2023-11-23 12:31:20.567861,\N,\N
2230,1,12179,\N,2426,\N,\N,36,170,WH/IN/00551 - กระบอกลม MAL-CA32x50,6.000000,569.00,3414.00,4.000000,2276.00,2023-11-27 01:21:28.86049,2024-08-24 03:57:04.713475,\N,\N
120,1,1471,\N,223,652,\N,2,39,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (TATKA-BLUE ELEPHANT) (5x5 KGS),951.000000,4.80,4564.80,0.000000,0.00,2023-10-03 06:59:14.897489,2024-03-29 07:26:29.105304,\N,\N
347,1,8931,\N,450,877,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (AMBROSIA),2915.000000,0.60,1749.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-03-19 10:23:27.617975,\N,\N
8241,1,8225,\N,13070,\N,\N,36,170,WH/IN/01600 - สายไฟ,1.000000,557.60,557.60,0.000000,0.00,2024-02-15 10:00:33.213469,2024-09-11 03:43:55.638607,\N,\N
117,1,1465,\N,218,649,\N,2,2,Product Quantity Updated - กระสอบพีพีขาว 100% (ASFIYA),114.000000,8.00,912.00,0.000000,0.00,2023-10-03 06:26:31.853772,2023-10-04 07:21:22.696284,\N,\N
345,1,11378,\N,448,\N,\N,2,25,"Quantity Updated_27_09_2023 - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (YEYE MAJESTE (GIBATAL, 25 KGS)",2236.000000,1.00,2236.00,0.000000,0.00,2023-10-03 08:11:26.801777,2023-10-04 09:41:01.420783,\N,\N
344,1,11379,\N,447,\N,\N,2,25,"Quantity Updated_27_09_2023 - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (YEYE MAJESTE (GIBATAL, 50 KGS)",1012.000000,13.80,13965.60,0.000000,0.00,2023-10-03 08:11:26.801777,2023-10-04 09:41:07.476545,\N,\N
346,1,11380,\N,449,\N,\N,2,25,"Quantity Updated_27_09_2023 - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (YEYE MAJESTE (POMM, 25 KGS)",6186.000000,1.00,6186.00,0.000000,0.00,2023-10-03 08:11:26.801777,2023-10-04 09:41:11.997039,\N,\N
7735,1,13243,\N,12962,\N,\N,36,170,WH/IN/01574 - กิ๊บล็อค,5.000000,235.00,1175.00,3.000000,705.00,2024-02-12 01:32:07.923537,2024-08-28 10:18:46.358751,\N,\N
4409,1,12763,\N,4833,14406,\N,220,25,WH/MO/00261/SWR - (GOLDEN ELEPHANT THREE LOTUS (GREEN)) THAI HOM MALI RICE THREE LOTUS,43765.600000,20.72,906810.63,0.000000,0.00,2024-01-19 04:22:58.973387,2024-01-25 02:56:53.203641,\N,\N
6186,1,12961,\N,10356,22173,\N,25,25,UB/00083 - ชุดสำเร็จ - (GOLDEN ELEPHANT)(ONETAC),-600.000000,5.80,-3481.20,0.000000,\N,2024-01-30 04:47:05.870753,2024-01-30 04:47:05.870753,\N,\N
6996,1,13159,\N,8411,26233,\N,212,220,WH/IN/01379 - วัตถุดิบ-ปลายข้าวหอมมะลิอีสาน67,30809.000000,19.00,585371.00,0.000000,0.00,2024-02-04 08:13:04.138059,2024-03-17 04:43:28.677603,\N,\N
11294,1,11857,\N,16098,68224,\N,25,25,WH/OUT/00497 - (LELE) THAI JASMINE RICE LONG GRAIN 100% POLISHED AND SORTED,-500000.000000,35.31,-17652548.17,0.000000,\N,2024-03-22 10:05:46.475552,2024-03-22 10:05:46.475552,\N,\N
5377,1,8910,\N,9289,15700,\N,39,39,WH/MO/00715/SWR - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (VIENTIANE LADY),-964.000000,7.75,-7471.00,0.000000,\N,2024-01-25 08:37:31.646897,2024-01-25 08:37:31.646897,\N,\N
132,1,1532,\N,235,664,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (GOLDEN J.R.) (Red),199.000000,4.90,975.10,199.000000,975.10,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
133,1,1560,\N,236,665,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (JIN SHUANG HUANG ข้าวเหนียว) (25 KGS),877.000000,4.90,4297.30,877.000000,4297.30,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
134,1,1562,\N,237,666,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีสี เคลือบกราเวียร์ 2 หน้า (JIN SHUANG HUANG ข้าวหอม),3384.000000,1.00,3384.00,3384.000000,3384.00,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
1971,1,12295,1931,\N,6187,16943,26,26,AP2023110266 (002301153361) - กล่องเหลี่ยม,0.000000,0.00,-0.01,0.000000,0.00,2023-11-22 06:45:05.231455,2023-11-22 06:45:05.231455,3.79,\N
1715,1,8903,\N,3108,5838,\N,220,220,WH/MO/00152/SWR - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (ELEPHANT GOD),-500.000000,8.75,-4375.00,0.000000,\N,2023-11-19 03:26:42.988916,2023-11-19 03:26:42.988916,\N,\N
138,1,1604,\N,241,670,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีใส 100% (LUCKY BOY ลายไทย) (5x5 KGS),381.000000,6.70,2552.70,381.000000,2552.70,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
27651,1,11824,\N,41194,105891,\N,25,25,WH/OUT/01091 - (FOUR ELEPHANT) THAI HOM MALI RICE LONG GRAIN 100% POLISHED+SORTED,-108.960000,40.87,-4453.19,0.000000,\N,2024-09-03 04:51:51.790785,2024-09-03 04:51:51.790785,\N,\N
8242,1,8225,\N,13071,\N,\N,36,170,WH/IN/01600 - สายไฟ,1.000000,557.60,557.60,0.000000,0.00,2024-02-15 10:00:33.213469,2024-09-11 03:43:55.638607,\N,\N
2609,1,12267,\N,4455,9109,\N,39,25,WH/IN/00768 - กระสอบพีพีสีเหลือง 100% (SWEET JASMINE ROYALE),54000.000000,6.15,332100.00,6300.000000,37800.00,2023-12-11 03:07:58.203756,2024-10-08 07:28:47.083739,\N,\N
143,1,1640,\N,246,675,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (MANESOL) (Orange),32.000000,8.00,256.00,32.000000,256.00,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
144,1,1641,\N,247,676,\N,2,2,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (MANESOL) (Orange),81.000000,8.00,648.00,81.000000,648.00,2023-10-03 06:59:14.897489,2023-10-03 06:59:14.897489,\N,\N
137,1,1589,\N,240,669,\N,2,220,Quantity Updated_27_09_66 - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (LELE รุ่นธรรมดา) (50 KGS),15100.000000,11.50,173650.00,0.000000,0.00,2023-10-03 06:59:14.897489,2023-11-21 08:38:11.820617,\N,\N
354,1,8943,\N,457,884,\N,2,2,Quantity Updated_27_09_2023 - ริบบิ้น (LA PAIX),490.000000,0.60,294.00,490.000000,294.00,2023-10-03 08:11:26.801777,2023-10-03 08:11:26.801777,\N,\N
2031,1,9024,\N,4089,6431,\N,220,220,WH/MO/00234/SWR - กระสอบพีพีสี เคลือบกราเวียร์ 2 หน้า (KNS BRAND),-450.000000,1.00,-450.00,0.000000,\N,2023-11-23 08:26:52.350946,2023-11-23 08:26:52.350946,\N,\N
61027,1,14019,\N,98563,\N,\N,220,220,WH/MO/08278/SWR - ชั่วโมงการผลิต-Semi FG,-6.272000,0.00,0.00,-6.272000,\N,2025-11-03 10:05:20.502959,2025-11-03 10:05:20.502959,\N,\N
18893,1,8702,\N,28692,\N,\N,36,36,WH/IN/02727 - น้ำมันดีเซล,1.000000,1495.33,1495.33,1.000000,1495.33,2024-06-03 06:27:26.617042,2024-06-03 06:27:26.617042,\N,\N
357,1,8946,\N,460,887,\N,2,39,Quantity Updated_27_09_2023 - ริบบิ้น (LUCKY BIRD),1393.000000,0.60,835.80,0.000000,0.00,2023-10-03 08:11:26.801777,2024-05-06 04:32:39.252262,\N,\N
40456,1,14019,\N,65191,\N,\N,220,220,WH/MO/05629/SWR - ชั่วโมงการผลิต-Semi FG,-2.400000,200.00,-480.00,0.000000,\N,2025-01-17 03:57:40.610615,2025-11-13 12:34:40.901708,\N,\N
364,1,1465,\N,512,921,\N,2,2,Product Quantity Updated - กระสอบพีพีขาว 100% (ASFIYA),-114.000000,8.00,-912.00,0.000000,\N,2023-10-04 07:21:22.696284,2023-10-04 07:21:22.696284,\N,\N
538,1,11367,493,\N,1068,2338,26,26,AP2023100087 (HS0014274) - แก๊ส,0.000000,0.00,1276.80,0.000000,0.00,2023-10-11 05:02:21.623234,2023-10-11 05:02:21.623234,0,\N
425,1,11292,\N,503,\N,\N,169,39,WH/IN/00057 - Intergro OB2 Hermetic Bag 150Micron,10.000000,0.00,0.00,0.000000,0.00,2023-10-05 07:46:49.735959,2024-01-18 04:59:19.150288,\N,\N
385,1,11455,\N,527,\N,\N,31,31,Product Quantity Updated - ถุงพลาสติก (LUCKY BOY),1183.000000,0.00,0.00,1183.000000,0.00,2023-10-05 03:07:47.353829,2023-10-05 03:07:47.353829,\N,\N
215,1,713,\N,318,748,\N,2,25,Quantity Updated_27_09_2023 - ถุงพลาสติก (ABO BENT),4227.000000,8.00,33816.00,4226.000000,33808.00,2023-10-03 08:07:39.305114,2024-10-08 08:48:02.836225,\N,\N
31328,1,13709,\N,49949,112447,\N,25,39,Product Quantity Updated - กระสอบพีพีขาว 100% (LAN XING),482.000000,5.30,2554.60,0.000000,0.00,2024-10-08 04:35:53.725004,2026-05-25 06:48:30.765463,\N,\N
52845,1,9039,\N,83817,155806,\N,39,39,WH/IN/06995 - กระสอบพีพีใส 100% (LUCKY BOY) (BLUE),10.000000,7.10,71.00,0.000000,0.00,2025-06-30 09:15:53.553697,2025-09-30 03:55:36.172884,\N,\N
145,1,10914,\N,248,\N,\N,31,39,"Product Quantity Updated - ถุงพลาสติก (LUCKY BOY) (Red, 5 KGS)",33000.000000,0.00,0.00,10597.800000,0.00,2023-10-03 07:09:27.717609,2025-04-26 04:03:28.867612,\N,\N
426,1,11293,\N,504,\N,\N,169,169,WH/IN/00057 - ค่าบริการ Vacuum 2 สเต็ป,10.000000,0.00,0.00,10.000000,0.00,2023-10-05 07:46:49.735959,2023-10-05 07:46:49.735959,\N,\N
139,1,1620,\N,242,671,\N,2,39,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (MAGIC GOLD) (5x5 KGS),90.000000,4.90,441.00,59.000000,289.10,2023-10-03 06:59:14.897489,2026-05-30 06:16:10.256097,\N,\N
427,1,11294,\N,505,\N,\N,169,169,WH/IN/00057 - ค่าใช้จ่ายในการเดินทาง supplier,1.000000,0.00,0.00,1.000000,0.00,2023-10-05 07:46:49.735959,2023-10-05 07:46:49.735959,\N,\N
428,1,11319,\N,462,\N,\N,170,170,WH/IN/00017 - เหล็กเพลาขาว,1.000000,0.00,0.00,1.000000,0.00,2023-10-05 07:57:50.021115,2023-10-05 07:57:50.021115,\N,\N
429,1,11318,\N,463,\N,\N,170,170,WH/IN/00017 - เหล็กเส้นแบน,1.000000,0.00,0.00,1.000000,0.00,2023-10-05 07:57:50.021115,2023-10-05 07:57:50.021115,\N,\N
213,1,1683,\N,193,744,\N,169,220,WH/IN/00001 - กระสอบพีพีขาว 100% (THAI WHITE RICE) (Red),77.000000,7.85,604.45,0.000000,0.00,2023-10-03 07:45:44.189397,2023-11-15 06:25:21.766271,\N,\N
4410,1,11714,\N,4808,\N,\N,220,220,WH/MO/00257/SWR - ชั่วโมงการผลิต,-4.400000,200.00,-880.00,0.000000,\N,2024-01-19 04:27:49.214441,2024-01-19 04:27:49.214441,\N,\N
358,1,8948,\N,461,888,\N,2,25,Quantity Updated_27_09_2023 - ริบบิ้น (MAGIC GOLD),910.000000,1.00,910.00,0.000000,0.00,2023-10-03 08:11:26.801777,2024-10-08 10:33:24.999958,\N,\N
142,1,1623,\N,245,674,\N,2,39,Quantity Updated_27_09_66 - กระสอบพีพีขาว 100% (MAGIC GOLD) (5x5 KGS),111.000000,7.20,799.20,0.000000,0.00,2023-10-03 06:59:14.897489,2024-08-21 09:20:19.916244,\N,\N
391,1,7950,\N,213,\N,\N,170,170,WH/IN/00014 - ซีลกันน้ำมัน,3.000000,0.00,0.00,1.000000,0.00,2023-10-05 03:39:06.817785,2024-08-27 03:22:44.264753,\N,\N
126,1,1491,\N,229,658,\N,2,39,Quantity Updated_27_09_66 - ถุงพลาสติก (ELEPHANT GOD) (Red),10590.000000,4.40,46596.00,519.000000,2283.60,2023-10-03 06:59:14.897489,2026-07-10 09:04:59.179571,\N,\N
3709,1,566,\N,7047,13504,\N,39,39,WH/MO/00483/SWR - กระสอบพีพีขาว 100% (FIVE BLESSING),-1760.000000,7.00,-12320.00,0.000000,\N,2024-01-15 01:25:10.714707,2024-01-15 01:25:10.714707,\N,\N
3280,1,11714,\N,5427,\N,\N,220,220,WH/MO/00325/SWR - ชั่วโมงการผลิต,-2.000000,200.00,-400.00,0.000000,\N,2024-01-09 15:33:56.208174,2024-01-09 15:33:56.208174,\N,\N
61026,1,939,\N,98562,174894,\N,220,220,WH/MO/08278/SWR - วัตถุดิบ-ข้าวขาว5%,-115856.000000,10.52,-1218234.84,0.000000,\N,2025-11-03 10:05:20.502959,2025-11-03 10:05:20.502959,\N,\N
2231,1,8461,\N,4308,\N,\N,36,36,WH/IN/00706 - ซองจดหมาย  9/125A,2.000000,163.55,327.10,2.000000,327.10,2023-11-27 03:47:14.303825,2023-11-27 03:47:14.303825,\N,\N
2469,1,11714,\N,4080,\N,\N,220,220,WH/MO/00233/SWR - ชั่วโมงการผลิต,-2.150000,200.00,-430.00,0.000000,\N,2023-12-05 08:20:23.734243,2023-12-05 08:20:23.734243,\N,\N
40455,1,11556,\N,65190,128680,\N,220,220,WH/MO/05629/SWR - วัตถุดิบ-ข้าวหอมมะลิอีสาน67,-41982.000000,36.50,-1532496.18,0.000000,\N,2025-01-17 03:57:40.610615,2025-01-17 03:57:40.610615,\N,\N
151,1,1667,\N,255,682,\N,2,2,Quantity Updated_27_09_2023 - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (PARROT) (Red),4589.000000,11.00,50479.00,4589.000000,50479.00,2023-10-03 07:18:50.07805,2023-10-03 07:18:50.07805,\N,\N
152,1,1676,\N,256,683,\N,2,2,Quantity Updated_27_09_2023 - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (REINA) (Purple),7145.000000,11.20,80024.00,7145.000000,80024.00,2023-10-03 07:18:50.07805,2023-10-03 07:18:50.07805,\N,\N
1717,1,11714,\N,3110,\N,\N,220,220,WH/MO/00152/SWR - ชั่วโมงการผลิต,-0.660000,200.00,-132.00,0.000000,\N,2023-11-19 03:26:42.988916,2023-11-19 03:26:42.988916,\N,\N
4757,1,11367,\N,8325,\N,\N,36,36,WH/IN/01368 - แก๊ส,4.000000,425.60,1702.40,4.000000,1702.40,2024-01-23 09:00:41.886575,2024-01-23 09:00:41.886575,\N,\N
13037,1,11306,12943,\N,73652,175444,24,24,AP2024040024 (7300000192) - ส่วนลดการค้า,0.000000,0.00,-2400.00,0.000000,0.00,2024-04-03 06:32:17.059646,2024-04-03 06:32:17.059646,0,\N
157,1,1699,\N,261,688,\N,2,2,Quantity Updated_27_09_2023 - ถุงพลาสติก (GOLDEN ELEPHANT THREE LOTUS),9863.000000,4.66,45961.58,9863.000000,45961.58,2023-10-03 07:18:50.07805,2023-10-03 07:18:50.07805,\N,\N
29159,1,13864,\N,46923,\N,\N,39,39,WH/IN/03901 - แม่พิมพ์ FLEXO (KOH KOH),1.000000,8200.00,8200.00,1.000000,8200.00,2024-09-16 01:29:06.145213,2024-09-16 01:29:06.145213,\N,\N
10023,1,11714,\N,16525,\N,\N,220,220,WH/MO/01513/SWR - ชั่วโมงการผลิต,-12.500000,200.00,-2500.00,0.000000,\N,2024-03-17 04:43:28.677603,2024-03-17 04:43:28.677603,\N,\N
5378,1,8968,\N,9290,15701,\N,39,39,WH/MO/00715/SWR - ถุงใน (HDPE),-964.000000,0.71,-684.44,0.000000,\N,2024-01-25 08:37:31.646897,2024-01-25 08:37:31.646897,\N,\N
52847,1,11714,\N,84905,\N,\N,25,2,WH/MO/07262/SWR - ชั่วโมงการผลิต-FG,-2.350000,0.00,0.00,0.000000,\N,2025-06-30 09:16:05.081995,2026-03-04 07:08:21.552464,\N,\N
386,1,10750,\N,212,\N,\N,170,170,WH/IN/00013 - Switch OMRON WLNJ-2-N,2.000000,1.00,2.00,0.000000,0.00,2023-10-05 03:10:38.333336,2024-10-08 07:40:31.452258,\N,\N
8695,1,11714,\N,13524,\N,\N,25,25,WH/MO/01177/SWR - ชั่วโมงการผลิต,-160.000000,200.00,-32000.00,0.000000,\N,2024-02-20 04:43:51.390989,2024-02-20 04:43:51.390989,\N,\N
367,1,11378,\N,\N,\N,\N,25,25,"Due to a change of product category (from All to All / Expenses / Material / กระสอบ), the costing method                                has changed for product template กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (YEYE MAJESTE (GIBATAL, 25 KGS): from standard to fifo.",-2236.000000,1.00,-2236.00,0.000000,\N,2023-10-04 09:41:01.420783,2023-10-04 09:41:01.420783,\N,\N
371,1,11380,\N,\N,\N,\N,25,25,"Due to a change of product category (from All to All / Expenses / Material / กระสอบ), the costing method                                has changed for product template กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (YEYE MAJESTE (POMM, 25 KGS): from standard to fifo.",-6186.000000,1.00,-6186.00,0.000000,\N,2023-10-04 09:41:11.997039,2023-10-04 09:41:11.997039,\N,\N
539,1,11306,526,\N,1330,2852,27,27,AP2023100088 (GC2310019) - ส่วนลดการค้า,0.000000,0.00,-498.00,0.000000,0.00,2023-10-11 06:14:38.552603,2023-10-11 06:14:38.552603,0,\N
45989,1,8902,\N,74044,140478,\N,39,39,WH/MO/06333/SWR - กระสอบพีพีขาว 100% เคลือบกราเวียร์ 1 หน้า (ELEPHANT GOD),-600.000000,9.50,-5700.00,0.000000,\N,2025-03-22 06:29:34.49109,2025-03-22 06:29:34.49109,\N,\N
600,1,7686,\N,751,\N,\N,36,36,WH/IN/00203 - [IT] แบตเตอร์รี่ UPS 12 b/7.5 Ah,2.000000,0.00,0.00,2.000000,0.00,2023-10-17 06:56:35.943314,2023-10-17 06:56:35.943314,\N,\N
2949,1,1487,\N,5089,10841,\N,39,39,WH/MO/00289/SWR - ถุงพลาสติก (DURU),-3264.000000,13.40,-43737.60,0.000000,\N,2023-12-23 04:22:40.088303,2023-12-23 04:22:40.088303,\N,\N
150,1,1666,\N,254,681,\N,2,25,Quantity Updated_27_09_2023 - กระสอบพีพีใส 100% เคลือบกราเวียร์ 2 หน้า (PARROT) (Red),2871.000000,1.00,2871.00,2791.000000,2791.00,2023-10-03 07:18:50.07805,2024-10-08 08:30:56.949991,\N,\N
5379,1,11384,\N,9291,15702,\N,39,39,WH/MO/00715/SWR - RIBBON (NEW CROP),-964.000000,0.95,-915.80,0.000000,\N,2024-01-25 08:37:31.646897,2024-01-25 08:37:31.646897,\N,\N
156,1,1698,\N,260,687,\N,2,39,Quantity Updated_27_09_2023 - ถุงพลาสติก (GOLDEN ELEPHANT THREE LOTUS),1622.000000,4.66,7558.52,0.000000,0.00,2023-10-03 07:18:50.07805,2025-05-30 01:48:09.796089,\N,\N
