evidence,module,path,records,views_hint,actions_hint,menus,security_hint
02 OTHER.zip,l10n_bh_reports,02 OTHER/l10n_bh_reports/data/account_return_data.xml,2,0,0,0,0
02 OTHER.zip,mass_mailing_event_track,02 OTHER/mass_mailing_event_track/views/event_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_ch_reports,02 OTHER/l10n_ch_reports/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_ch_reports,02 OTHER/l10n_ch_reports/data/account_financial_html_report_data.xml,81,0,0,0,0
02 OTHER.zip,website_sale_subscription,02 OTHER/website_sale_subscription/data/demo.xml,2,0,0,0,0
02 OTHER.zip,website_sale_subscription,02 OTHER/website_sale_subscription/views/sale_order_views.xml,1,2,0,0,0
02 OTHER.zip,calendar_sms,02 OTHER/calendar_sms/data/sms_data.xml,1,0,0,0,0
02 OTHER.zip,calendar_sms,02 OTHER/calendar_sms/views/calendar_views.xml,3,6,0,0,0
02 OTHER.zip,google_calendar,02 OTHER/google_calendar/wizard/reset_account_views.xml,2,2,1,0,0
02 OTHER.zip,google_calendar,02 OTHER/google_calendar/data/google_calendar_data.xml,1,0,0,0,0
02 OTHER.zip,google_calendar,02 OTHER/google_calendar/views/google_calendar_views.xml,1,2,0,0,0
02 OTHER.zip,google_calendar,02 OTHER/google_calendar/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,google_calendar,02 OTHER/google_calendar/views/res_users_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_kr,02 OTHER/l10n_kr/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_kr,02 OTHER/l10n_kr/data/general_tax_report.xml,281,0,0,0,0
02 OTHER.zip,l10n_kr,02 OTHER/l10n_kr/data/res_country_data.xml,2,2,0,0,0
02 OTHER.zip,l10n_kr,02 OTHER/l10n_kr/data/simplified_tax_report.xml,222,0,0,0,0
02 OTHER.zip,website_sale_mass_mailing,02 OTHER/website_sale_mass_mailing/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,mail_bot,02 OTHER/mail_bot/data/mailbot_data.xml,1,0,0,0,0
02 OTHER.zip,mail_bot,02 OTHER/mail_bot/views/res_users_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_bo,02 OTHER/l10n_bo/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_bo,02 OTHER/l10n_bo/data/account_tax_report_data.xml,230,0,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/security/ir_rule.xml,2,0,0,0,2
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/wizard/l10n_au_payroll_register_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/wizard/l10n_au_superstream_cancel_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/data/ir_attachments_data.xml,2,0,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/data/ir_config_parameter_data.xml,2,0,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/data/ir_cron_data.xml,4,0,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/l10n_au_stp_views.xml,2,4,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/res_company_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/l10n_au_super_fund_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/l10n_au_employer_registration_views.xml,3,4,1,2,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au_hr_payroll_api,02 OTHER/l10n_au_hr_payroll_api/views/l10n_au_super_stream_views.xml,3,6,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/data/mail_message_subtype_data.xml,1,0,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/data/event_booth_category_data.xml,3,0,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/data/event_booth_demo.xml,24,0,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/data/event_type_demo.xml,4,0,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_type_views.xml,1,2,0,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_menus.xml,0,0,0,2,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_booth_category_views.xml,4,6,1,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_type_booth_views.xml,6,10,1,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_booth_views.xml,16,22,5,0,0
02 OTHER.zip,event_booth,02 OTHER/event_booth/views/event_event_views.xml,1,2,0,0,0
02 OTHER.zip,pos_settle_due,02 OTHER/pos_settle_due/data/pos_settle_due_data.xml,3,0,0,0,0
02 OTHER.zip,pos_settle_due,02 OTHER/pos_settle_due/views/account_move_views.xml,1,2,0,0,0
02 OTHER.zip,pos_settle_due,02 OTHER/pos_settle_due/views/pos_order_views.xml,2,4,0,0,0
02 OTHER.zip,l10n_bh,02 OTHER/l10n_bh/demo/demo_company.xml,3,0,0,0,0
02 OTHER.zip,l10n_bh,02 OTHER/l10n_bh/data/tax_report_full.xml,64,0,0,0,0
02 OTHER.zip,l10n_bh,02 OTHER/l10n_bh/data/tax_report_simplified.xml,51,0,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/wizard/choose_delivery_carrier_views.xml,1,2,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/wizard/stock_put_in_pack_views.xml,1,2,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/data/delivery_demo.xml,3,0,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/stock_picking_type_views.xml,1,2,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/delivery_view.xml,8,14,1,2,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/stock_move_line_views.xml,2,4,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/stock_package_type_views.xml,2,4,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/stock_rule_views.xml,1,2,0,0,0
02 OTHER.zip,stock_delivery,02 OTHER/stock_delivery/views/product_template_view.xml,1,2,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/wizard/monthly_return_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/data/ir_cron.xml,1,0,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/data/mail_template_data.xml,3,0,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/data/cis_report.xml,14,0,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/views/account_move_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_uk_reports_cis,02 OTHER/l10n_uk_reports_cis/views/res_partner_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_ml,02 OTHER/l10n_ml/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_ml,02 OTHER/l10n_ml/data/account_tax_report_data.xml,57,0,0,0,0
02 OTHER.zip,l10n_se_sie4_import,02 OTHER/l10n_se_sie4_import/wizard/import_wizard_view.xml,2,2,1,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/wizard/pos_daily_sales_reports.xml,1,2,0,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/views/pos_order_view.xml,3,6,0,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/views/pos_config.xml,1,2,0,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/views/pos_payment_view.xml,1,2,0,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,pos_hr,02 OTHER/pos_hr/views/pos_order_report_view.xml,2,4,0,0,0
02 OTHER.zip,link_tracker,02 OTHER/link_tracker/views/utm_campaign_views.xml,2,4,0,0,0
02 OTHER.zip,link_tracker,02 OTHER/link_tracker/views/link_tracker_views.xml,11,16,3,1,0
02 OTHER.zip,l10n_pk_reports,02 OTHER/l10n_pk_reports/data/account_return_data.xml,2,0,0,0,0
02 OTHER.zip,l10n_pk_reports,02 OTHER/l10n_pk_reports/data/profit_and_loss.xml,22,0,0,0,0
02 OTHER.zip,l10n_pk_reports,02 OTHER/l10n_pk_reports/data/report_actions.xml,2,0,0,0,0
02 OTHER.zip,l10n_pk_reports,02 OTHER/l10n_pk_reports/data/balance_sheet.xml,38,0,0,0,0
02 OTHER.zip,spreadsheet_dashboard_sale_subscription,02 OTHER/spreadsheet_dashboard_sale_subscription/data/dashboards.xml,5,0,0,0,0
02 OTHER.zip,spreadsheet_dashboard_sale_subscription,02 OTHER/spreadsheet_dashboard_sale_subscription/views/sale_subscription_report_views.xml,1,2,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/wizards/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/data/mail_template_data.xml,1,0,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/data/product_data.xml,2,0,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/data/delivery_carrier_data.xml,2,0,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/views/delivery_carrier_views.xml,1,2,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/views/product_product_views.xml,2,4,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/views/product_template_views.xml,1,2,0,0,0
02 OTHER.zip,sale_gelato,02 OTHER/sale_gelato/views/product_document_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_gw,02 OTHER/l10n_gw/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_gw,02 OTHER/l10n_gw/data/account_tax_report_data.xml,38,0,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/wizard/revoke_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/wizard/connection_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/wizard/change_password_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/wizard/validation_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/data/ir_cron.xml,2,0,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_codabox,02 OTHER/l10n_be_codabox/views/account_journal_views.xml,2,2,1,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/security/ir_rule_data.xml,13,0,0,0,49
02 OTHER.zip,appointment,02 OTHER/appointment/security/res_groups_data.xml,3,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/wizard/appointment_manage_leaves.xml,1,2,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/calendar_data.xml,2,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/mail_message_subtype_data.xml,4,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/mail_template_data.xml,3,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/res_partner_demo.xml,3,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/appointment_resource_demo.xml,4,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/resource_calendar_data.xml,1,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/appointment_question_data.xml,1,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/data/appointment_type_demo.xml,3,0,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_type_views.xml,7,12,1,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_slot_views.xml,1,2,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_invite_views.xml,6,8,2,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_resource_views.xml,5,6,4,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_answer_input_views.xml,6,10,1,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/calendar_menus.xml,0,0,0,2,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/calendar_event_views.xml,19,26,10,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_question_views.xml,4,6,2,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_menus.xml,0,0,0,14,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/resource_calendar_leaves_views.xml,1,0,2,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/appointment_answer_views.xml,1,2,0,0,0
02 OTHER.zip,appointment,02 OTHER/appointment/views/calendar_alarm_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/data/l10n_be_hr_payroll_prisma_demo.xml,3,0,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/data/hr_work_entry_type_data.xml,35,0,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/data/hr_payroll_dashboard_warning_data.xml,3,0,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/views/hr_payroll_export_prisma_views.xml,4,3,1,1,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/views/hr_work_entry_type_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/views/hr_employee_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_be_hr_payroll_prisma,02 OTHER/l10n_be_hr_payroll_prisma/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/security/hr_recruitment_survey_security.xml,14,0,0,0,70
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/data/mail_template_data.xml,1,0,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/data/hr_job_demo.xml,6,0,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/data/survey_demo.xml,21,0,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/views/hr_job_views.xml,2,4,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/views/hr_applicant_views.xml,3,6,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/views/res_config_setting_views.xml,1,2,0,0,0
02 OTHER.zip,hr_recruitment_survey,02 OTHER/hr_recruitment_survey/views/survey_survey_views.xml,3,4,2,1,0
02 OTHER.zip,l10n_kr_reports,02 OTHER/l10n_kr_reports/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_kr_reports,02 OTHER/l10n_kr_reports/data/profit_loss.xml,12,0,0,0,0
02 OTHER.zip,l10n_kr_reports,02 OTHER/l10n_kr_reports/data/balance_sheet.xml,75,0,0,0,0
02 OTHER.zip,spreadsheet_dashboard_mrp_account,02 OTHER/spreadsheet_dashboard_mrp_account/data/dashboards.xml,1,0,0,0,0
02 OTHER.zip,l10n_bf,02 OTHER/l10n_bf/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_bf,02 OTHER/l10n_bf/data/account_tax_report_data.xml,75,0,0,0,0
02 OTHER.zip,website_customer,02 OTHER/website_customer/security/ir_rule.xml,1,0,0,0,1
02 OTHER.zip,website_customer,02 OTHER/website_customer/data/res_partner_demo.xml,4,0,0,0,0
02 OTHER.zip,website_customer,02 OTHER/website_customer/views/res_partner_views.xml,5,8,1,1,0
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/security/esg_hr_fleet_security.xml,1,0,0,0,1
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/wizard/employee_commuting_emissions_wizard.xml,2,2,1,0,0
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/report/esg_employee_commuting_report_views.xml,3,4,1,0,0
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/data/esg_hr_fleet_data.xml,1,0,0,0,0
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/views/res_config_settings_views.xml,2,2,1,1,0
02 OTHER.zip,esg_hr_fleet,02 OTHER/esg_hr_fleet/views/esg_menus.xml,0,0,0,1,0
02 OTHER.zip,l10n_se_returns,02 OTHER/l10n_se_returns/wizard/vat_return_submission_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_se_returns,02 OTHER/l10n_se_returns/wizard/ec_sales_list_submission_wizard.xml,1,2,0,0,0
02 OTHER.zip,l10n_se_returns,02 OTHER/l10n_se_returns/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,payment_redsys,02 OTHER/payment_redsys/data/payment_provider_data.xml,1,0,0,0,0
02 OTHER.zip,payment_redsys,02 OTHER/payment_redsys/views/payment_provider_views.xml,1,2,0,0,0
02 OTHER.zip,appointment_google_reserve,02 OTHER/appointment_google_reserve/data/google_reserve_demo.xml,9,0,0,0,0
02 OTHER.zip,appointment_google_reserve,02 OTHER/appointment_google_reserve/data/ir_cron_data.xml,1,0,0,0,0
02 OTHER.zip,appointment_google_reserve,02 OTHER/appointment_google_reserve/views/appointment_type_views.xml,1,2,0,0,0
02 OTHER.zip,appointment_google_reserve,02 OTHER/appointment_google_reserve/views/google_reserve_merchant_views.xml,3,4,1,1,0
02 OTHER.zip,l10n_mx_edi_pos,02 OTHER/l10n_mx_edi_pos/wizard/l10n_mx_edi_global_invoice_create.xml,2,2,1,0,0
02 OTHER.zip,l10n_mx_edi_pos,02 OTHER/l10n_mx_edi_pos/views/pos_payment_method_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_mx_edi_pos,02 OTHER/l10n_mx_edi_pos/views/pos_order_views.xml,2,4,0,0,0
02 OTHER.zip,l10n_mx_edi_pos,02 OTHER/l10n_mx_edi_pos/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/data/hr_holidays_attendance_data.xml,1,0,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_attendance_overtime_views.xml,2,4,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_leave_attendance_report_views.xml,5,8,1,1,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_employee_views.xml,2,4,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_leave_views.xml,1,2,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_leave_type_views.xml,1,2,0,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_leave_allocation_views.xml,3,4,1,0,0
02 OTHER.zip,hr_holidays_attendance,02 OTHER/hr_holidays_attendance/views/hr_leave_accrual_level_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_ro_hr_payroll_account,02 OTHER/l10n_ro_hr_payroll_account/data/hr_salary_rule_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_jo_edi_pos,02 OTHER/l10n_jo_edi_pos/demo/demo_company.xml,1,0,0,0,0
02 OTHER.zip,l10n_jo_edi_pos,02 OTHER/l10n_jo_edi_pos/views/pos_payment_method_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_jo_edi_pos,02 OTHER/l10n_jo_edi_pos/views/pos_order_views.xml,3,6,0,0,0
02 OTHER.zip,l10n_jo_edi_pos,02 OTHER/l10n_jo_edi_pos/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/security/databases_security.xml,6,0,0,0,3
02 OTHER.zip,databases,02 OTHER/databases/wizard/project_template_create_wizard.xml,1,2,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/wizard/databases_manage_users_wizard_views.xml,1,2,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/wizard/databases_synchronization_wizard_views.xml,1,2,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/data/ir_cron.xml,2,0,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/data/project_template.xml,4,0,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/views/databases_project_views.xml,10,6,7,0,0
02 OTHER.zip,databases,02 OTHER/databases/views/databases_menus.xml,0,0,0,5,0
02 OTHER.zip,databases,02 OTHER/databases/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,databases,02 OTHER/databases/views/res_users_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_ca_reports,02 OTHER/l10n_ca_reports/data/account_return_data.xml,5,0,0,0,0
02 OTHER.zip,l10n_ca_reports,02 OTHER/l10n_ca_reports/data/profit_loss.xml,23,0,0,0,0
02 OTHER.zip,l10n_ca_reports,02 OTHER/l10n_ca_reports/data/balance_sheet.xml,57,0,0,0,0
02 OTHER.zip,data_merge_utm,02 OTHER/data_merge_utm/data/data_merge_data.xml,6,0,0,0,0
02 OTHER.zip,l10n_ec_reports,02 OTHER/l10n_ec_reports/data/account_return_data.xml,2,0,0,0,0
02 OTHER.zip,l10n_ec_reports,02 OTHER/l10n_ec_reports/data/account_financial_html_report_data.xml,30,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/demo/res_bank.xml,1,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/demo/demo_company.xml,2,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_y.xml,132,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_x.xml,81,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/account_tax_report_data.xml,59,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_g.xml,128,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_f.xml,77,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/res_currency_data.xml,5,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_d.xml,63,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/master_bas.xml,134,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/account_tax_template_data.xml,2,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_v.xml,130,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_a.xml,105,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_w.xml,67,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_u.xml,107,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/data/bas_c.xml,128,0,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/views/res_company_views.xml,1,2,0,0,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/views/menuitems.xml,0,0,0,1,0
02 OTHER.zip,l10n_au,02 OTHER/l10n_au/views/res_partner_bank_views.xml,1,2,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/security/sale_timesheet_enterprise_security.xml,2,0,0,0,2
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/wizard/sale_advance_payment_inv_views.xml,1,2,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/wizard/edit_billable_time_target_views.xml,5,8,1,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/report/timesheets_analysis_report_views.xml,1,2,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/data/ir_exports_line_data.xml,7,0,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/data/hr_employee_tip_data.xml,13,0,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/data/hr_employee_demo.xml,17,0,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/project_task_views.xml,2,4,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/account_move_views.xml,1,0,1,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/hr_timesheet_tip_views.xml,3,4,1,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/hr_employee_views.xml,3,4,1,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/res_config_settings_views.xml,1,2,0,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/hr_timesheet_views.xml,5,8,1,0,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/sale_timesheet_enterprise_menus.xml,0,0,0,5,0
02 OTHER.zip,sale_timesheet_enterprise,02 OTHER/sale_timesheet_enterprise/views/project_sharing_project_task_views.xml,3,6,0,0,0
02 OTHER.zip,l10n_it_intrastat,02 OTHER/l10n_it_intrastat/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_us_reports,02 OTHER/l10n_us_reports/data/tax_report.xml,1,0,0,0,0
02 OTHER.zip,l10n_us_reports,02 OTHER/l10n_us_reports/data/account_return_data.xml,1,0,0,0,0
02 OTHER.zip,l10n_us_reports,02 OTHER/l10n_us_reports/data/profit_and_loss.xml,20,0,0,0,0
02 OTHER.zip,l10n_us_reports,02 OTHER/l10n_us_reports/data/balance_sheet.xml,32,0,0,0,0
02 OTHER.zip,pos_tyro,02 OTHER/pos_tyro/data/pos_tyro_data.xml,2,0,0,0,0
02 OTHER.zip,pos_tyro,02 OTHER/pos_tyro/views/pos_payment_method_views.xml,1,2,0,0,0
02 OTHER.zip,pos_restaurant_preparation_display,02 OTHER/pos_restaurant_preparation_display/data/main_restaurant_preparation_display_data.xml,4,0,0,0,0
02 OTHER.zip,pos_restaurant_preparation_display,02 OTHER/pos_restaurant_preparation_display/data/pos_restaurant_preparation_display_demo.xml,28,0,0,0,0
02 OTHER.zip,pos_restaurant_preparation_display,02 OTHER/pos_restaurant_preparation_display/views/preparation_display_view.xml,1,0,0,0,0
