table,columns,reference_table,constraint,definition
crm_lead_website_visitor_rel,website_visitor_id,website_visitor,crm_lead_website_visitor_rel_website_visitor_id_fkey,FOREIGN KEY (website_visitor_id) REFERENCES public.website_visitor(id) ON DELETE CASCADE
crm_lost_reason,create_uid,res_users,crm_lost_reason_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_lost_reason,write_uid,res_users,crm_lost_reason_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_merge_opportunity,team_id,crm_team,crm_merge_opportunity_team_id_fkey,FOREIGN KEY (team_id) REFERENCES public.crm_team(id) ON DELETE SET NULL
crm_merge_opportunity,create_uid,res_users,crm_merge_opportunity_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_merge_opportunity,user_id,res_users,crm_merge_opportunity_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_merge_opportunity,write_uid,res_users,crm_merge_opportunity_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_quotation_partner,lead_id,crm_lead,crm_quotation_partner_lead_id_fkey,FOREIGN KEY (lead_id) REFERENCES public.crm_lead(id) ON DELETE CASCADE
crm_quotation_partner,partner_id,res_partner,crm_quotation_partner_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
crm_quotation_partner,create_uid,res_users,crm_quotation_partner_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_quotation_partner,write_uid,res_users,crm_quotation_partner_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_recurring_plan,create_uid,res_users,crm_recurring_plan_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_recurring_plan,write_uid,res_users,crm_recurring_plan_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_stage,create_uid,res_users,crm_stage_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_stage,write_uid,res_users,crm_stage_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_stage_crm_team_rel,crm_stage_id,crm_stage,crm_stage_crm_team_rel_crm_stage_id_fkey,FOREIGN KEY (crm_stage_id) REFERENCES public.crm_stage(id) ON DELETE CASCADE
crm_stage_crm_team_rel,crm_team_id,crm_team,crm_stage_crm_team_rel_crm_team_id_fkey,FOREIGN KEY (crm_team_id) REFERENCES public.crm_team(id) ON DELETE RESTRICT
crm_tag,create_uid,res_users,crm_tag_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_tag,write_uid,res_users,crm_tag_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_tag_rel,lead_id,crm_lead,crm_tag_rel_lead_id_fkey,FOREIGN KEY (lead_id) REFERENCES public.crm_lead(id) ON DELETE CASCADE
crm_tag_rel,tag_id,crm_tag,crm_tag_rel_tag_id_fkey,FOREIGN KEY (tag_id) REFERENCES public.crm_tag(id) ON DELETE CASCADE
crm_team,alias_id,mail_alias,crm_team_alias_id_fkey,FOREIGN KEY (alias_id) REFERENCES public.mail_alias(id) ON DELETE RESTRICT
crm_team,company_id,res_company,crm_team_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
crm_team,create_uid,res_users,crm_team_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_team,user_id,res_users,crm_team_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_team,write_uid,res_users,crm_team_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_team_member,crm_team_id,crm_team,crm_team_member_crm_team_id_fkey,FOREIGN KEY (crm_team_id) REFERENCES public.crm_team(id) ON DELETE CASCADE
crm_team_member,create_uid,res_users,crm_team_member_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
crm_team_member,user_id,res_users,crm_team_member_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE CASCADE
crm_team_member,write_uid,res_users,crm_team_member_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
custom_dashboard,group_search,res_groups,custom_dashboard_group_search_fkey,FOREIGN KEY (group_search) REFERENCES public.res_groups(id) ON DELETE SET NULL
custom_dashboard,create_uid,res_users,custom_dashboard_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
custom_dashboard,write_uid,res_users,custom_dashboard_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range,type_id,date_range_type,date_range_type_id_fkey,FOREIGN KEY (type_id) REFERENCES public.date_range_type(id) ON DELETE RESTRICT
date_range,company_id,res_company,date_range_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
date_range,create_uid,res_users,date_range_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range,write_uid,res_users,date_range_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range_generator,type_id,date_range_type,date_range_generator_type_id_fkey,FOREIGN KEY (type_id) REFERENCES public.date_range_type(id) ON DELETE CASCADE
date_range_generator,company_id,res_company,date_range_generator_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
date_range_generator,create_uid,res_users,date_range_generator_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range_generator,write_uid,res_users,date_range_generator_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range_type,company_id,res_company,date_range_type_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
date_range_type,create_uid,res_users,date_range_type_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
date_range_type,write_uid,res_users,date_range_type_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
db_backup_configure,create_uid,res_users,db_backup_configure_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
db_backup_configure,user_id,res_users,db_backup_configure_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
db_backup_configure,write_uid,res_users,db_backup_configure_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
decimal_precision,create_uid,res_users,decimal_precision_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
decimal_precision,write_uid,res_users,decimal_precision_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_carrier,product_id,product_product,delivery_carrier_product_id_fkey,FOREIGN KEY (product_id) REFERENCES public.product_product(id) ON DELETE RESTRICT
delivery_carrier,company_id,res_company,delivery_carrier_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
delivery_carrier,create_uid,res_users,delivery_carrier_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_carrier,write_uid,res_users,delivery_carrier_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_carrier,website_id,website,delivery_carrier_website_id_fkey,FOREIGN KEY (website_id) REFERENCES public.website(id) ON DELETE RESTRICT
delivery_carrier_country_rel,carrier_id,delivery_carrier,delivery_carrier_country_rel_carrier_id_fkey,FOREIGN KEY (carrier_id) REFERENCES public.delivery_carrier(id) ON DELETE CASCADE
delivery_carrier_country_rel,country_id,res_country,delivery_carrier_country_rel_country_id_fkey,FOREIGN KEY (country_id) REFERENCES public.res_country(id) ON DELETE CASCADE
delivery_carrier_state_rel,carrier_id,delivery_carrier,delivery_carrier_state_rel_carrier_id_fkey,FOREIGN KEY (carrier_id) REFERENCES public.delivery_carrier(id) ON DELETE CASCADE
delivery_carrier_state_rel,state_id,res_country_state,delivery_carrier_state_rel_state_id_fkey,FOREIGN KEY (state_id) REFERENCES public.res_country_state(id) ON DELETE CASCADE
delivery_price_rule,carrier_id,delivery_carrier,delivery_price_rule_carrier_id_fkey,FOREIGN KEY (carrier_id) REFERENCES public.delivery_carrier(id) ON DELETE CASCADE
delivery_price_rule,create_uid,res_users,delivery_price_rule_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_price_rule,write_uid,res_users,delivery_price_rule_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_zip_prefix,create_uid,res_users,delivery_zip_prefix_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_zip_prefix,write_uid,res_users,delivery_zip_prefix_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
delivery_zip_prefix_rel,carrier_id,delivery_carrier,delivery_zip_prefix_rel_carrier_id_fkey,FOREIGN KEY (carrier_id) REFERENCES public.delivery_carrier(id) ON DELETE CASCADE
delivery_zip_prefix_rel,zip_prefix_id,delivery_zip_prefix,delivery_zip_prefix_rel_zip_prefix_id_fkey,FOREIGN KEY (zip_prefix_id) REFERENCES public.delivery_zip_prefix(id) ON DELETE CASCADE
dev_print_cheque_wizard,invoice_id,account_move,dev_print_cheque_wizard_invoice_id_fkey,FOREIGN KEY (invoice_id) REFERENCES public.account_move(id) ON DELETE SET NULL
dev_print_cheque_wizard,payment_id,account_payment,dev_print_cheque_wizard_payment_id_fkey,FOREIGN KEY (payment_id) REFERENCES public.account_payment(id) ON DELETE CASCADE
dev_print_cheque_wizard,cheque_formate_id,cheque_setting,dev_print_cheque_wizard_cheque_formate_id_fkey,FOREIGN KEY (cheque_formate_id) REFERENCES public.cheque_setting(id) ON DELETE CASCADE
dev_print_cheque_wizard,create_uid,res_users,dev_print_cheque_wizard_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
dev_print_cheque_wizard,write_uid,res_users,dev_print_cheque_wizard_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
digest_digest,company_id,res_company,digest_digest_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
digest_digest,create_uid,res_users,digest_digest_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
digest_digest,write_uid,res_users,digest_digest_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
digest_digest_res_users_rel,digest_digest_id,digest_digest,digest_digest_res_users_rel_digest_digest_id_fkey,FOREIGN KEY (digest_digest_id) REFERENCES public.digest_digest(id) ON DELETE CASCADE
digest_digest_res_users_rel,res_users_id,res_users,digest_digest_res_users_rel_res_users_id_fkey,FOREIGN KEY (res_users_id) REFERENCES public.res_users(id) ON DELETE CASCADE
digest_tip,group_id,res_groups,digest_tip_group_id_fkey,FOREIGN KEY (group_id) REFERENCES public.res_groups(id) ON DELETE SET NULL
digest_tip,create_uid,res_users,digest_tip_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
digest_tip,write_uid,res_users,digest_tip_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
digest_tip_res_users_rel,digest_tip_id,digest_tip,digest_tip_res_users_rel_digest_tip_id_fkey,FOREIGN KEY (digest_tip_id) REFERENCES public.digest_tip(id) ON DELETE CASCADE
digest_tip_res_users_rel,res_users_id,res_users,digest_tip_res_users_rel_res_users_id_fkey,FOREIGN KEY (res_users_id) REFERENCES public.res_users(id) ON DELETE CASCADE
discuss_call_history,channel_id,discuss_channel,discuss_call_history_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_call_history,start_call_message_id,mail_message,discuss_call_history_start_call_message_id_fkey,FOREIGN KEY (start_call_message_id) REFERENCES public.mail_message(id) ON DELETE SET NULL
discuss_call_history,create_uid,res_users,discuss_call_history_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_call_history,write_uid,res_users,discuss_call_history_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_call_history_im_livechat_channel_member_history_rel,discuss_call_history_id,discuss_call_history,discuss_call_history_im_livechat_c_discuss_call_history_id_fkey,FOREIGN KEY (discuss_call_history_id) REFERENCES public.discuss_call_history(id) ON DELETE CASCADE
discuss_call_history_im_livechat_channel_member_history_rel,im_livechat_channel_member_history_id,im_livechat_channel_member_history,discuss_call_history_im_livec_im_livechat_channel_member_h_fkey,FOREIGN KEY (im_livechat_channel_member_history_id) REFERENCES public.im_livechat_channel_member_history(id) ON DELETE CASCADE
discuss_channel,ai_agent_id,ai_agent,discuss_channel_ai_agent_id_fkey,FOREIGN KEY (ai_agent_id) REFERENCES public.ai_agent(id) ON DELETE SET NULL
discuss_channel,chatbot_current_step_id,chatbot_script_step,discuss_channel_chatbot_current_step_id_fkey,FOREIGN KEY (chatbot_current_step_id) REFERENCES public.chatbot_script_step(id) ON DELETE SET NULL
discuss_channel,parent_channel_id,discuss_channel,discuss_channel_parent_channel_id_fkey,FOREIGN KEY (parent_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_channel,livechat_channel_id,im_livechat_channel,discuss_channel_livechat_channel_id_fkey,FOREIGN KEY (livechat_channel_id) REFERENCES public.im_livechat_channel(id) ON DELETE SET NULL
discuss_channel,livechat_agent_providing_help_history,im_livechat_channel_member_history,discuss_channel_livechat_agent_providing_help_history_fkey,FOREIGN KEY (livechat_agent_providing_help_history) REFERENCES public.im_livechat_channel_member_history(id) ON DELETE SET NULL
discuss_channel,livechat_agent_requesting_help_history,im_livechat_channel_member_history,discuss_channel_livechat_agent_requesting_help_history_fkey,FOREIGN KEY (livechat_agent_requesting_help_history) REFERENCES public.im_livechat_channel_member_history(id) ON DELETE SET NULL
discuss_channel,from_message_id,mail_message,discuss_channel_from_message_id_fkey,FOREIGN KEY (from_message_id) REFERENCES public.mail_message(id) ON DELETE SET NULL
discuss_channel,country_id,res_country,discuss_channel_country_id_fkey,FOREIGN KEY (country_id) REFERENCES public.res_country(id) ON DELETE SET NULL
discuss_channel,group_public_id,res_groups,discuss_channel_group_public_id_fkey,FOREIGN KEY (group_public_id) REFERENCES public.res_groups(id) ON DELETE SET NULL
discuss_channel,livechat_lang_id,res_lang,discuss_channel_livechat_lang_id_fkey,FOREIGN KEY (livechat_lang_id) REFERENCES public.res_lang(id) ON DELETE SET NULL
discuss_channel,livechat_operator_id,res_partner,discuss_channel_livechat_operator_id_fkey,FOREIGN KEY (livechat_operator_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
discuss_channel,create_uid,res_users,discuss_channel_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_channel,write_uid,res_users,discuss_channel_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_channel,livechat_visitor_id,website_visitor,discuss_channel_livechat_visitor_id_fkey,FOREIGN KEY (livechat_visitor_id) REFERENCES public.website_visitor(id) ON DELETE SET NULL
discuss_channel_hr_department_rel,discuss_channel_id,discuss_channel,discuss_channel_hr_department_rel_discuss_channel_id_fkey,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_channel_hr_department_rel,hr_department_id,hr_department,discuss_channel_hr_department_rel_hr_department_id_fkey,FOREIGN KEY (hr_department_id) REFERENCES public.hr_department(id) ON DELETE CASCADE
discuss_channel_im_livechat_expertise_rel,discuss_channel_id,discuss_channel,discuss_channel_im_livechat_expertise_r_discuss_channel_id_fkey,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_channel_im_livechat_expertise_rel,im_livechat_expertise_id,im_livechat_expertise,discuss_channel_im_livechat_exper_im_livechat_expertise_id_fkey,FOREIGN KEY (im_livechat_expertise_id) REFERENCES public.im_livechat_expertise(id) ON DELETE CASCADE
discuss_channel_member,channel_id,discuss_channel,discuss_channel_member_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_channel_member,rtc_inviting_session_id,discuss_channel_rtc_session,discuss_channel_member_rtc_inviting_session_id_fkey,FOREIGN KEY (rtc_inviting_session_id) REFERENCES public.discuss_channel_rtc_session(id) ON DELETE SET NULL
discuss_channel_member,guest_id,mail_guest,discuss_channel_member_guest_id_fkey,FOREIGN KEY (guest_id) REFERENCES public.mail_guest(id) ON DELETE CASCADE
discuss_channel_member,fetched_message_id,mail_message,discuss_channel_member_fetched_message_id_fkey,FOREIGN KEY (fetched_message_id) REFERENCES public.mail_message(id) ON DELETE SET NULL
discuss_channel_member,seen_message_id,mail_message,discuss_channel_member_seen_message_id_fkey,FOREIGN KEY (seen_message_id) REFERENCES public.mail_message(id) ON DELETE SET NULL
discuss_channel_member,partner_id,res_partner,discuss_channel_member_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
discuss_channel_member,create_uid,res_users,discuss_channel_member_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_channel_member,write_uid,res_users,discuss_channel_member_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_channel_res_groups_rel,discuss_channel_id,discuss_channel,discuss_channel_res_groups_rel_discuss_channel_id_fkey,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
discuss_channel_res_groups_rel,res_groups_id,res_groups,discuss_channel_res_groups_rel_res_groups_id_fkey,FOREIGN KEY (res_groups_id) REFERENCES public.res_groups(id) ON DELETE CASCADE
discuss_channel_rtc_session,channel_id,discuss_channel,discuss_channel_rtc_session_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.discuss_channel(id) ON DELETE SET NULL
discuss_channel_rtc_session,channel_member_id,discuss_channel_member,discuss_channel_rtc_session_channel_member_id_fkey,FOREIGN KEY (channel_member_id) REFERENCES public.discuss_channel_member(id) ON DELETE CASCADE
discuss_channel_rtc_session,partner_id,res_partner,discuss_channel_rtc_session_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
discuss_channel_rtc_session,create_uid,res_users,discuss_channel_rtc_session_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_channel_rtc_session,write_uid,res_users,discuss_channel_rtc_session_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_gif_favorite,create_uid,res_users,discuss_gif_favorite_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_gif_favorite,write_uid,res_users,discuss_gif_favorite_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_voice_metadata,attachment_id,ir_attachment,discuss_voice_metadata_attachment_id_fkey,FOREIGN KEY (attachment_id) REFERENCES public.ir_attachment(id) ON DELETE CASCADE
discuss_voice_metadata,create_uid,res_users,discuss_voice_metadata_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
discuss_voice_metadata,write_uid,res_users,discuss_voice_metadata_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
display_device_id_select_printer,iot_device_id,iot_device,display_device_id_select_printer_iot_device_id_fkey,FOREIGN KEY (iot_device_id) REFERENCES public.iot_device(id) ON DELETE CASCADE
display_device_id_select_printer,select_printers_wizard_id,select_printers_wizard,display_device_id_select_printer_select_printers_wizard_id_fkey,FOREIGN KEY (select_printers_wizard_id) REFERENCES public.select_printers_wizard(id) ON DELETE CASCADE
dms_acc_rep_export_wizard_format_rel,account_reports_export_wizard_id,account_reports_export_wizard,dms_acc_rep_export_wizard_for_account_reports_export_wizar_fkey,FOREIGN KEY (account_reports_export_wizard_id) REFERENCES public.account_reports_export_wizard(id) ON DELETE CASCADE
dms_acc_rep_export_wizard_format_rel,account_reports_export_wizard_format_id,account_reports_export_wizard_format,dms_acc_rep_export_wizard_fo_account_reports_export_wizar_fkey1,FOREIGN KEY (account_reports_export_wizard_format_id) REFERENCES public.account_reports_export_wizard_format(id) ON DELETE CASCADE
dock_location_stock_picking_type_rel,stock_location_id,stock_location,dock_location_stock_picking_type_rel_stock_location_id_fkey,FOREIGN KEY (stock_location_id) REFERENCES public.stock_location(id) ON DELETE CASCADE
dock_location_stock_picking_type_rel,stock_picking_type_id,stock_picking_type,dock_location_stock_picking_type_rel_stock_picking_type_id_fkey,FOREIGN KEY (stock_picking_type_id) REFERENCES public.stock_picking_type(id) ON DELETE CASCADE
document_alias_tag_rel,documents_document_id,documents_document,document_alias_tag_rel_documents_document_id_fkey,FOREIGN KEY (documents_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
document_alias_tag_rel,documents_tag_id,documents_tag,document_alias_tag_rel_documents_tag_id_fkey,FOREIGN KEY (documents_tag_id) REFERENCES public.documents_tag(id) ON DELETE CASCADE
document_tag_rel,documents_document_id,documents_document,document_tag_rel_documents_document_id_fkey,FOREIGN KEY (documents_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
document_tag_rel,documents_tag_id,documents_tag,document_tag_rel_documents_tag_id_fkey,FOREIGN KEY (documents_tag_id) REFERENCES public.documents_tag(id) ON DELETE CASCADE
documents_access,document_id,documents_document,documents_access_document_id_fkey,FOREIGN KEY (document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
documents_access,partner_id,res_partner,documents_access_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
documents_access_tracking,user_id,res_users,documents_access_tracking_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_account_folder_setting,journal_id,account_journal,documents_account_folder_setting_journal_id_fkey,FOREIGN KEY (journal_id) REFERENCES public.account_journal(id) ON DELETE CASCADE
documents_account_folder_setting,folder_id,documents_document,documents_account_folder_setting_folder_id_fkey,FOREIGN KEY (folder_id) REFERENCES public.documents_document(id) ON DELETE RESTRICT
documents_account_folder_setting,company_id,res_company,documents_account_folder_setting_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE CASCADE
documents_account_folder_setting,create_uid,res_users,documents_account_folder_setting_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_account_folder_setting,write_uid,res_users,documents_account_folder_setting_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_account_folder_setting_documents_tag_rel,documents_account_folder_setting_id,documents_account_folder_setting,documents_account_folder_sett_documents_account_folder_set_fkey,FOREIGN KEY (documents_account_folder_setting_id) REFERENCES public.documents_account_folder_setting(id) ON DELETE CASCADE
documents_account_folder_setting_documents_tag_rel,documents_tag_id,documents_tag,documents_account_folder_setting_document_documents_tag_id_fkey,FOREIGN KEY (documents_tag_id) REFERENCES public.documents_tag(id) ON DELETE CASCADE
documents_document,folder_id,documents_document,documents_document_folder_id_fkey,FOREIGN KEY (folder_id) REFERENCES public.documents_document(id) ON DELETE SET NULL
documents_document,shortcut_document_id,documents_document,documents_document_shortcut_document_id_fkey,FOREIGN KEY (shortcut_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
documents_document,attachment_id,ir_attachment,documents_document_attachment_id_fkey,FOREIGN KEY (attachment_id) REFERENCES public.ir_attachment(id) ON DELETE CASCADE
documents_document,request_activity_id,mail_activity,documents_document_request_activity_id_fkey,FOREIGN KEY (request_activity_id) REFERENCES public.mail_activity(id) ON DELETE SET NULL
documents_document,create_activity_type_id,mail_activity_type,documents_document_create_activity_type_id_fkey,FOREIGN KEY (create_activity_type_id) REFERENCES public.mail_activity_type(id) ON DELETE SET NULL
documents_document,alias_id,mail_alias,documents_document_alias_id_fkey,FOREIGN KEY (alias_id) REFERENCES public.mail_alias(id) ON DELETE RESTRICT
documents_document,company_id,res_company,documents_document_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
documents_document,partner_id,res_partner,documents_document_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
documents_document,requestee_partner_id,res_partner,documents_document_requestee_partner_id_fkey,FOREIGN KEY (requestee_partner_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
documents_document,create_activity_user_id,res_users,documents_document_create_activity_user_id_fkey,FOREIGN KEY (create_activity_user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,create_uid,res_users,documents_document_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,lock_uid,res_users,documents_document_lock_uid_fkey,FOREIGN KEY (lock_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,owner_id,res_users,documents_document_owner_id_fkey,FOREIGN KEY (owner_id) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,shortcut_document_owner_id,res_users,documents_document_shortcut_document_owner_id_fkey,FOREIGN KEY (shortcut_document_owner_id) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,write_uid,res_users,documents_document_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
documents_document,website_id,website,documents_document_website_id_fkey,FOREIGN KEY (website_id) REFERENCES public.website(id) ON DELETE SET NULL
documents_document_documents_link_to_record_wizard_rel,documents_document_id,documents_document,documents_document_documents_link_to_documents_document_id_fkey,FOREIGN KEY (documents_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
documents_document_documents_link_to_record_wizard_rel,documents_link_to_record_wizard_id,documents_link_to_record_wizard,documents_document_documents__documents_link_to_record_wiz_fkey,FOREIGN KEY (documents_link_to_record_wizard_id) REFERENCES public.documents_link_to_record_wizard(id) ON DELETE CASCADE
documents_document_documents_operation_rel,documents_document_id,documents_document,documents_document_documents_operati_documents_document_id_fkey,FOREIGN KEY (documents_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
documents_document_documents_operation_rel,documents_operation_id,documents_operation,documents_document_documents_operat_documents_operation_id_fkey,FOREIGN KEY (documents_operation_id) REFERENCES public.documents_operation(id) ON DELETE CASCADE
documents_document_documents_sharing_rel,documents_document_id,documents_document,documents_document_documents_sharing_documents_document_id_fkey,FOREIGN KEY (documents_document_id) REFERENCES public.documents_document(id) ON DELETE CASCADE
