table,columns,reference_table,constraint,definition
im_livechat_channel,write_uid,res_users,im_livechat_channel_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_channel_country_rel,channel_id,im_livechat_channel_rule,im_livechat_channel_country_rel_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.im_livechat_channel_rule(id) ON DELETE CASCADE
im_livechat_channel_country_rel,country_id,res_country,im_livechat_channel_country_rel_country_id_fkey,FOREIGN KEY (country_id) REFERENCES public.res_country(id) ON DELETE CASCADE
im_livechat_channel_im_user,channel_id,im_livechat_channel,im_livechat_channel_im_user_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.im_livechat_channel(id) ON DELETE CASCADE
im_livechat_channel_im_user,user_id,res_users,im_livechat_channel_im_user_user_id_fkey,FOREIGN KEY (user_id) REFERENCES public.res_users(id) ON DELETE CASCADE
im_livechat_channel_member_history,chatbot_script_id,chatbot_script,im_livechat_channel_member_history_chatbot_script_id_fkey,FOREIGN KEY (chatbot_script_id) REFERENCES public.chatbot_script(id) ON DELETE SET NULL
im_livechat_channel_member_history,channel_id,discuss_channel,im_livechat_channel_member_history_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
im_livechat_channel_member_history,member_id,discuss_channel_member,im_livechat_channel_member_history_member_id_fkey,FOREIGN KEY (member_id) REFERENCES public.discuss_channel_member(id) ON DELETE SET NULL
im_livechat_channel_member_history,guest_id,mail_guest,im_livechat_channel_member_history_guest_id_fkey,FOREIGN KEY (guest_id) REFERENCES public.mail_guest(id) ON DELETE SET NULL
im_livechat_channel_member_history,rating_id,rating_rating,im_livechat_channel_member_history_rating_id_fkey,FOREIGN KEY (rating_id) REFERENCES public.rating_rating(id) ON DELETE SET NULL
im_livechat_channel_member_history,partner_id,res_partner,im_livechat_channel_member_history_partner_id_fkey,FOREIGN KEY (partner_id) REFERENCES public.res_partner(id) ON DELETE SET NULL
im_livechat_channel_member_history,create_uid,res_users,im_livechat_channel_member_history_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_channel_member_history,write_uid,res_users,im_livechat_channel_member_history_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_channel_member_history_discuss_channel_agent_rel,discuss_channel_id,discuss_channel,im_livechat_channel_member_history_disc_discuss_channel_id_fkey,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
im_livechat_channel_member_history_discuss_channel_agent_rel,res_partner_id,res_partner,im_livechat_channel_member_history_discuss__res_partner_id_fkey,FOREIGN KEY (res_partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
im_livechat_channel_member_history_discuss_channel_bot_rel,discuss_channel_id,discuss_channel,im_livechat_channel_member_history_dis_discuss_channel_id_fkey1,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
im_livechat_channel_member_history_discuss_channel_bot_rel,res_partner_id,res_partner,im_livechat_channel_member_history_discuss_res_partner_id_fkey1,FOREIGN KEY (res_partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
im_livechat_channel_member_history_discuss_channel_customer_rel,discuss_channel_id,discuss_channel,im_livechat_channel_member_history_dis_discuss_channel_id_fkey2,FOREIGN KEY (discuss_channel_id) REFERENCES public.discuss_channel(id) ON DELETE CASCADE
im_livechat_channel_member_history_discuss_channel_customer_rel,res_partner_id,res_partner,im_livechat_channel_member_history_discuss_res_partner_id_fkey2,FOREIGN KEY (res_partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
im_livechat_channel_member_history_im_livechat_expertise_rel,im_livechat_channel_member_history_id,im_livechat_channel_member_history,im_livechat_channel_member_hi_im_livechat_channel_member_h_fkey,FOREIGN KEY (im_livechat_channel_member_history_id) REFERENCES public.im_livechat_channel_member_history(id) ON DELETE CASCADE
im_livechat_channel_member_history_im_livechat_expertise_rel,im_livechat_expertise_id,im_livechat_expertise,im_livechat_channel_member_histor_im_livechat_expertise_id_fkey,FOREIGN KEY (im_livechat_expertise_id) REFERENCES public.im_livechat_expertise(id) ON DELETE CASCADE
im_livechat_channel_rule,chatbot_script_id,chatbot_script,im_livechat_channel_rule_chatbot_script_id_fkey,FOREIGN KEY (chatbot_script_id) REFERENCES public.chatbot_script(id) ON DELETE SET NULL
im_livechat_channel_rule,channel_id,im_livechat_channel,im_livechat_channel_rule_channel_id_fkey,FOREIGN KEY (channel_id) REFERENCES public.im_livechat_channel(id) ON DELETE SET NULL
im_livechat_channel_rule,create_uid,res_users,im_livechat_channel_rule_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_channel_rule,write_uid,res_users,im_livechat_channel_rule_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_conversation_tag,create_uid,res_users,im_livechat_conversation_tag_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_conversation_tag,write_uid,res_users,im_livechat_conversation_tag_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_expertise,create_uid,res_users,im_livechat_expertise_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_expertise,write_uid,res_users,im_livechat_expertise_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
im_livechat_expertise_res_users_settings_rel,im_livechat_expertise_id,im_livechat_expertise,im_livechat_expertise_res_users_s_im_livechat_expertise_id_fkey,FOREIGN KEY (im_livechat_expertise_id) REFERENCES public.im_livechat_expertise(id) ON DELETE CASCADE
im_livechat_expertise_res_users_settings_rel,res_users_settings_id,res_users_settings,im_livechat_expertise_res_users_sett_res_users_settings_id_fkey,FOREIGN KEY (res_users_settings_id) REFERENCES public.res_users_settings(id) ON DELETE CASCADE
import_bank_statement,create_uid,res_users,import_bank_statement_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_bank_statement,write_uid,res_users,import_bank_statement_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_bom,create_uid,res_users,import_bom_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_bom,write_uid,res_users,import_bom_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_chart_account,create_uid,res_users,import_chart_account_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_chart_account,write_uid,res_users,import_chart_account_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_client,create_uid,res_users,import_client_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_client,write_uid,res_users,import_client_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_equipments,create_uid,res_users,import_equipments_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_equipments,write_uid,res_users,import_equipments_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_inventory,create_uid,res_users,import_inventory_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_inventory,write_uid,res_users,import_inventory_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_inventory_adjustment,product_new,product_product,import_inventory_adjustment_product_new_fkey,FOREIGN KEY (product_new) REFERENCES public.product_product(id) ON DELETE SET NULL
import_inventory_adjustment,create_uid,res_users,import_inventory_adjustment_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_inventory_adjustment,write_uid,res_users,import_inventory_adjustment_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_inventory_adjustment,location,stock_location,import_inventory_adjustment_location_fkey,FOREIGN KEY (location) REFERENCES public.stock_location(id) ON DELETE SET NULL
import_invoice,create_uid,res_users,import_invoice_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_invoice,write_uid,res_users,import_invoice_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_invoice_line,create_uid,res_users,import_invoice_line_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_invoice_line,write_uid,res_users,import_invoice_line_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_journal_entry,create_uid,res_users,import_journal_entry_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_journal_entry,write_uid,res_users,import_journal_entry_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_journal_journal,create_uid,res_users,import_journal_journal_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_journal_journal,write_uid,res_users,import_journal_journal_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_product,create_uid,res_users,import_product_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_product,write_uid,res_users,import_product_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_product_pricelist,create_uid,res_users,import_product_pricelist_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_product_pricelist,write_uid,res_users,import_product_pricelist_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_purchase_order,create_uid,res_users,import_purchase_order_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_purchase_order,write_uid,res_users,import_purchase_order_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_purchase_order_line,create_uid,res_users,import_purchase_order_line_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_purchase_order_line,write_uid,res_users,import_purchase_order_line_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_order,create_uid,res_users,import_sale_order_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_order,write_uid,res_users,import_sale_order_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_order_line,create_uid,res_users,import_sale_order_line_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_order_line,write_uid,res_users,import_sale_order_line_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_pricelist,base_pricelist_id,product_pricelist,import_sale_pricelist_base_pricelist_id_fkey,FOREIGN KEY (base_pricelist_id) REFERENCES public.product_pricelist(id) ON DELETE SET NULL
import_sale_pricelist,create_uid,res_users,import_sale_pricelist_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_sale_pricelist,write_uid,res_users,import_sale_pricelist_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_vendor_pricelist,create_uid,res_users,import_vendor_pricelist_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
import_vendor_pricelist,write_uid,res_users,import_vendor_pricelist_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_box,company_id,res_company,iot_box_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
iot_box,create_uid,res_users,iot_box_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_box,write_uid,res_users,iot_box_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_device,iot_id,iot_box,iot_device_iot_id_fkey,FOREIGN KEY (iot_id) REFERENCES public.iot_box(id) ON DELETE CASCADE
iot_device,keyboard_layout,iot_keyboard_layout,iot_device_keyboard_layout_fkey,FOREIGN KEY (keyboard_layout) REFERENCES public.iot_keyboard_layout(id) ON DELETE SET NULL
iot_device,create_uid,res_users,iot_device_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_device,write_uid,res_users,iot_device_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_device_ir_act_report_xml_rel,iot_device_id,iot_device,iot_device_ir_act_report_xml_rel_iot_device_id_fkey,FOREIGN KEY (iot_device_id) REFERENCES public.iot_device(id) ON DELETE CASCADE
iot_device_ir_act_report_xml_rel,ir_act_report_xml_id,ir_act_report_xml,iot_device_ir_act_report_xml_rel_ir_act_report_xml_id_fkey,FOREIGN KEY (ir_act_report_xml_id) REFERENCES public.ir_act_report_xml(id) ON DELETE CASCADE
iot_device_select_printers_wizard_rel,iot_device_id,iot_device,iot_device_select_printers_wizard_rel_iot_device_id_fkey,FOREIGN KEY (iot_device_id) REFERENCES public.iot_device(id) ON DELETE CASCADE
iot_device_select_printers_wizard_rel,select_printers_wizard_id,select_printers_wizard,iot_device_select_printers_wizar_select_printers_wizard_id_fkey,FOREIGN KEY (select_printers_wizard_id) REFERENCES public.select_printers_wizard(id) ON DELETE CASCADE
iot_device_stock_picking_type_rel,iot_device_id,iot_device,iot_device_stock_picking_type_rel_iot_device_id_fkey,FOREIGN KEY (iot_device_id) REFERENCES public.iot_device(id) ON DELETE CASCADE
iot_device_stock_picking_type_rel,stock_picking_type_id,stock_picking_type,iot_device_stock_picking_type_rel_stock_picking_type_id_fkey,FOREIGN KEY (stock_picking_type_id) REFERENCES public.stock_picking_type(id) ON DELETE CASCADE
iot_discovered_box,add_iot_box_wizard_id,add_iot_box,iot_discovered_box_add_iot_box_wizard_id_fkey,FOREIGN KEY (add_iot_box_wizard_id) REFERENCES public.add_iot_box(id) ON DELETE SET NULL
iot_discovered_box,create_uid,res_users,iot_discovered_box_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_discovered_box,write_uid,res_users,iot_discovered_box_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_keyboard_layout,create_uid,res_users,iot_keyboard_layout_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_keyboard_layout,write_uid,res_users,iot_keyboard_layout_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_trigger,device_id,iot_device,iot_trigger_device_id_fkey,FOREIGN KEY (device_id) REFERENCES public.iot_device(id) ON DELETE RESTRICT
iot_trigger,workcenter_id,mrp_workcenter,iot_trigger_workcenter_id_fkey,FOREIGN KEY (workcenter_id) REFERENCES public.mrp_workcenter(id) ON DELETE SET NULL
iot_trigger,create_uid,res_users,iot_trigger_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
iot_trigger,write_uid,res_users,iot_trigger_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_client,binding_model_id,ir_model,ir_act_client_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_client,create_uid,res_users,ir_act_client_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_client,write_uid,res_users,ir_act_client_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_report_xml,binding_model_id,ir_model,ir_act_report_xml_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_report_xml,paperformat_id,report_paperformat,ir_act_report_xml_paperformat_id_fkey,FOREIGN KEY (paperformat_id) REFERENCES public.report_paperformat(id) ON DELETE SET NULL
ir_act_report_xml,create_uid,res_users,ir_act_report_xml_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_report_xml,write_uid,res_users,ir_act_report_xml_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_server,documents_account_journal_id,account_journal,ir_act_server_documents_account_journal_id_fkey,FOREIGN KEY (documents_account_journal_id) REFERENCES public.account_journal(id) ON DELETE SET NULL
ir_act_server,base_automation_id,base_automation,ir_act_server_base_automation_id_fkey,FOREIGN KEY (base_automation_id) REFERENCES public.base_automation(id) ON DELETE CASCADE
ir_act_server,ai_autosort_folder_id,documents_document,ir_act_server_ai_autosort_folder_id_fkey,FOREIGN KEY (ai_autosort_folder_id) REFERENCES public.documents_document(id) ON DELETE SET NULL
ir_act_server,parent_id,ir_act_server,ir_act_server_parent_id_fkey,FOREIGN KEY (parent_id) REFERENCES public.ir_act_server(id) ON DELETE CASCADE
ir_act_server,binding_model_id,ir_model,ir_act_server_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_server,crud_model_id,ir_model,ir_act_server_crud_model_id_fkey,FOREIGN KEY (crud_model_id) REFERENCES public.ir_model(id) ON DELETE SET NULL
ir_act_server,model_id,ir_model,ir_act_server_model_id_fkey,FOREIGN KEY (model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_server,update_related_model_id,ir_model,ir_act_server_update_related_model_id_fkey,FOREIGN KEY (update_related_model_id) REFERENCES public.ir_model(id) ON DELETE SET NULL
ir_act_server,link_field_id,ir_model_fields,ir_act_server_link_field_id_fkey,FOREIGN KEY (link_field_id) REFERENCES public.ir_model_fields(id) ON DELETE SET NULL
ir_act_server,update_field_id,ir_model_fields,ir_act_server_update_field_id_fkey,FOREIGN KEY (update_field_id) REFERENCES public.ir_model_fields(id) ON DELETE CASCADE
ir_act_server,selection_value,ir_model_fields_selection,ir_act_server_selection_value_fkey,FOREIGN KEY (selection_value) REFERENCES public.ir_model_fields_selection(id) ON DELETE CASCADE
ir_act_server,sequence_id,ir_sequence,ir_act_server_sequence_id_fkey,FOREIGN KEY (sequence_id) REFERENCES public.ir_sequence(id) ON DELETE SET NULL
ir_act_server,activity_type_id,mail_activity_type,ir_act_server_activity_type_id_fkey,FOREIGN KEY (activity_type_id) REFERENCES public.mail_activity_type(id) ON DELETE RESTRICT
ir_act_server,template_id,mail_template,ir_act_server_template_id_fkey,FOREIGN KEY (template_id) REFERENCES public.mail_template(id) ON DELETE SET NULL
ir_act_server,activity_user_id,res_users,ir_act_server_activity_user_id_fkey,FOREIGN KEY (activity_user_id) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_server,create_uid,res_users,ir_act_server_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_server,write_uid,res_users,ir_act_server_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_server,sms_template_id,sms_template,ir_act_server_sms_template_id_fkey,FOREIGN KEY (sms_template_id) REFERENCES public.sms_template(id) ON DELETE SET NULL
ir_act_server_group_rel,act_id,ir_act_server,ir_act_server_group_rel_act_id_fkey,FOREIGN KEY (act_id) REFERENCES public.ir_act_server(id) ON DELETE CASCADE
ir_act_server_group_rel,gid,res_groups,ir_act_server_group_rel_gid_fkey,FOREIGN KEY (gid) REFERENCES public.res_groups(id) ON DELETE CASCADE
ir_act_server_res_partner_rel,ir_act_server_id,ir_act_server,ir_act_server_res_partner_rel_ir_act_server_id_fkey,FOREIGN KEY (ir_act_server_id) REFERENCES public.ir_act_server(id) ON DELETE CASCADE
ir_act_server_res_partner_rel,res_partner_id,res_partner,ir_act_server_res_partner_rel_res_partner_id_fkey,FOREIGN KEY (res_partner_id) REFERENCES public.res_partner(id) ON DELETE CASCADE
ir_act_server_webhook_field_rel,server_id,ir_act_server,ir_act_server_webhook_field_rel_server_id_fkey,FOREIGN KEY (server_id) REFERENCES public.ir_act_server(id) ON DELETE CASCADE
ir_act_server_webhook_field_rel,field_id,ir_model_fields,ir_act_server_webhook_field_rel_field_id_fkey,FOREIGN KEY (field_id) REFERENCES public.ir_model_fields(id) ON DELETE CASCADE
ir_act_url,binding_model_id,ir_model,ir_act_url_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_url,create_uid,res_users,ir_act_url_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_url,write_uid,res_users,ir_act_url_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_window,binding_model_id,ir_model,ir_act_window_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_act_window,search_view_id,ir_ui_view,ir_act_window_search_view_id_fkey,FOREIGN KEY (search_view_id) REFERENCES public.ir_ui_view(id) ON DELETE SET NULL
ir_act_window,view_id,ir_ui_view,ir_act_window_view_id_fkey,FOREIGN KEY (view_id) REFERENCES public.ir_ui_view(id) ON DELETE SET NULL
ir_act_window,create_uid,res_users,ir_act_window_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_window,write_uid,res_users,ir_act_window_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_window_group_rel,act_id,ir_act_window,ir_act_window_group_rel_act_id_fkey,FOREIGN KEY (act_id) REFERENCES public.ir_act_window(id) ON DELETE CASCADE
ir_act_window_group_rel,gid,res_groups,ir_act_window_group_rel_gid_fkey,FOREIGN KEY (gid) REFERENCES public.res_groups(id) ON DELETE CASCADE
ir_act_window_view,act_window_id,ir_act_window,ir_act_window_view_act_window_id_fkey,FOREIGN KEY (act_window_id) REFERENCES public.ir_act_window(id) ON DELETE CASCADE
ir_act_window_view,view_id,ir_ui_view,ir_act_window_view_view_id_fkey,FOREIGN KEY (view_id) REFERENCES public.ir_ui_view(id) ON DELETE SET NULL
ir_act_window_view,create_uid,res_users,ir_act_window_view_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_act_window_view,write_uid,res_users,ir_act_window_view_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions,binding_model_id,ir_model,ir_actions_binding_model_id_fkey,FOREIGN KEY (binding_model_id) REFERENCES public.ir_model(id) ON DELETE CASCADE
ir_actions,create_uid,res_users,ir_actions_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions,write_uid,res_users,ir_actions_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions_server_history,action_id,ir_act_server,ir_actions_server_history_action_id_fkey,FOREIGN KEY (action_id) REFERENCES public.ir_act_server(id) ON DELETE CASCADE
ir_actions_server_history,create_uid,res_users,ir_actions_server_history_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions_server_history,write_uid,res_users,ir_actions_server_history_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions_todo,create_uid,res_users,ir_actions_todo_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_actions_todo,write_uid,res_users,ir_actions_todo_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_asset,create_uid,res_users,ir_asset_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_asset,write_uid,res_users,ir_asset_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_asset,theme_template_id,theme_ir_asset,ir_asset_theme_template_id_fkey,FOREIGN KEY (theme_template_id) REFERENCES public.theme_ir_asset(id) ON DELETE SET NULL
ir_asset,website_id,website,ir_asset_website_id_fkey,FOREIGN KEY (website_id) REFERENCES public.website(id) ON DELETE CASCADE
ir_attachment,original_id,ir_attachment,ir_attachment_original_id_fkey,FOREIGN KEY (original_id) REFERENCES public.ir_attachment(id) ON DELETE SET NULL
ir_attachment,company_id,res_company,ir_attachment_company_id_fkey,FOREIGN KEY (company_id) REFERENCES public.res_company(id) ON DELETE SET NULL
ir_attachment,create_uid,res_users,ir_attachment_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_attachment,write_uid,res_users,ir_attachment_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_attachment,theme_template_id,theme_ir_attachment,ir_attachment_theme_template_id_fkey,FOREIGN KEY (theme_template_id) REFERENCES public.theme_ir_attachment(id) ON DELETE SET NULL
ir_attachment,website_id,website,ir_attachment_website_id_fkey,FOREIGN KEY (website_id) REFERENCES public.website(id) ON DELETE SET NULL
ir_attachment_sign_request_rel,ir_attachment_id,ir_attachment,ir_attachment_sign_request_rel_ir_attachment_id_fkey,FOREIGN KEY (ir_attachment_id) REFERENCES public.ir_attachment(id) ON DELETE RESTRICT
ir_attachment_sign_request_rel,sign_request_id,sign_request,ir_attachment_sign_request_rel_sign_request_id_fkey,FOREIGN KEY (sign_request_id) REFERENCES public.sign_request(id) ON DELETE CASCADE
ir_attachment_sign_send_request_rel,ir_attachment_id,ir_attachment,ir_attachment_sign_send_request_rel_ir_attachment_id_fkey,FOREIGN KEY (ir_attachment_id) REFERENCES public.ir_attachment(id) ON DELETE CASCADE
ir_attachment_sign_send_request_rel,sign_send_request_id,sign_send_request,ir_attachment_sign_send_request_rel_sign_send_request_id_fkey,FOREIGN KEY (sign_send_request_id) REFERENCES public.sign_send_request(id) ON DELETE CASCADE
ir_attachment_slide_channel_invite_rel,ir_attachment_id,ir_attachment,ir_attachment_slide_channel_invite_rel_ir_attachment_id_fkey,FOREIGN KEY (ir_attachment_id) REFERENCES public.ir_attachment(id) ON DELETE CASCADE
ir_attachment_slide_channel_invite_rel,slide_channel_invite_id,slide_channel_invite,ir_attachment_slide_channel_invite_slide_channel_invite_id_fkey,FOREIGN KEY (slide_channel_invite_id) REFERENCES public.slide_channel_invite(id) ON DELETE CASCADE
ir_config_parameter,create_uid,res_users,ir_config_parameter_create_uid_fkey,FOREIGN KEY (create_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
ir_config_parameter,write_uid,res_users,ir_config_parameter_write_uid_fkey,FOREIGN KEY (write_uid) REFERENCES public.res_users(id) ON DELETE SET NULL
