id,name,sequence,privilege_id,create_uid,write_uid,comment,share,create_date,write_date,api_key_duration
68,"{""en_US"": ""Viewer"", ""th_TH"": ""ผู้ดู""}",10,14,1,1,\N,\N,2026-03-18 05:35:00.54713,2026-03-29 06:22:47.202223,\N
60,"{""en_US"": ""A warning can be set on a product or a customer (Purchase)"", ""th_TH"": ""สามารถตั้งคำเตือนบนสินค้าหรือลูกค้าได้ (จัดซื้อ)""}",\N,\N,1,1,\N,\N,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742,\N
59,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,10,1,1,\N,\N,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742,\N
61,"{""en_US"": ""Send an automatic reminder email to confirm delivery"", ""th_TH"": ""ส่งอีเมลแจ้งเตือนอัตโนมัติเพื่อยืนยันการจัดส่ง""}",\N,\N,1,1,\N,\N,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742,\N
58,"{""en_US"": ""User"", ""th_TH"": ""ผู้ใช้""}",10,10,1,1,\N,\N,2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742,\N
72,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,15,1,1,\N,\N,2026-03-30 06:57:43.846231,2026-03-30 06:57:43.846231,\N
71,"{""en_US"": ""User"", ""th_TH"": ""ผู้ใช้""}",10,15,1,1,\N,\N,2026-03-30 06:57:43.846231,2026-03-30 06:57:43.846231,\N
75,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,16,1,1,"{""en_US"": ""Manage the manufacturing processes and generate reports on those processes.""}",\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
76,"{""en_US"": ""Manage Work Order Operations"", ""th_TH"": ""จัดการการปฏิบัติการคำสั่งงาน""}",\N,\N,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
77,"{""en_US"": ""Produce residual products"", ""th_TH"": ""ผลิตสินค้าตกค้าง""}",\N,\N,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
78,"{""en_US"": ""Unlocked by default"", ""th_TH"": ""ปลดล็อกโดยค่าเริ่มต้น""}",\N,\N,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
80,"{""en_US"": ""Use Operation Dependencies"", ""th_TH"": ""ใช้การพึ่งพาการดำเนินการ""}",\N,\N,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
79,"{""en_US"": ""Use Reception Report with Manufacturing Orders"", ""th_TH"": ""ใช้รายงานการรับสินค้ากับใบสั่งผลิต""}",\N,\N,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
74,"{""en_US"": ""User"", ""th_TH"": ""ผู้ใช้""}",10,16,1,1,\N,\N,2026-03-30 07:52:50.018059,2026-03-30 07:52:50.018059,\N
63,"{""en_US"": ""Officer: Manage all employees"", ""th_TH"": ""เจ้าหน้าที่: จัดการพนักงานทั้งหมด""}",10,12,1,1,"{""en_US"": ""The user will be able to create and edit employees.""}",\N,2026-03-18 05:33:40.052078,2026-03-29 06:23:19.896252,\N
67,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",30,13,1,1,\N,\N,2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N
66,"{""en_US"": ""All Approver"", ""th_TH"": ""ผู้อนุมัติทั้งหมด""}",20,13,1,1,\N,\N,2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N
65,"{""en_US"": ""Team Approver"", ""th_TH"": ""ผู้อนุมัติทีม""}",10,13,1,1,\N,\N,2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N
83,"{""en_US"": ""Manage Work Order timer on Shop Floor"", ""th_TH"": ""จัดการตัวจับเวลาการสั่งงานบนพื้นที่ร้านค้า""}",\N,\N,1,1,\N,\N,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091,\N
84,"{""en_US"": ""Manage your manufacturing orders from the shop floor display app"", ""th_TH"": ""จัดการคำสั่งซื้อการผลิตของคุณจากแอปแสดงพื้นที่ร้านค้า""}",\N,\N,1,1,\N,\N,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091,\N
70,"{""en_US"": ""Include expiration dates on delivery slip"", ""th_TH"": ""รวมวันหมดอายุไว้ในใบส่งสินค้า""}",\N,\N,1,1,\N,\N,2026-03-30 03:54:33.169893,2026-03-30 03:54:33.169893,\N
35,"{""en_US"": ""Admin"", ""th_TH"": ""แอดมิน""}",10,8,1,1,\N,\N,2026-03-18 05:04:17.892116,2026-03-29 06:23:02.264041,\N
11,"{""en_US"": ""Role / Public""}",\N,\N,1,1,"{""en_US"": ""Public users have specific access rights (such as record rules and restricted menus).\\n                They usually do not belong to the usual Odoo groups."", ""th_TH"": ""ผู้ใช้สาธารณะมีสิทธิ์การเข้าถึงเฉพาะ (เช่น กฎการบันทึกและเมนูที่จำกัด)\\n               โดยปกติแล้วพวกเขาจะไม่ได้อยู่ในกลุ่ม Odoo ปกติ""}",\N,2026-03-18 04:58:50.421471,2026-04-01 04:52:07.614842,\N
22,"{""en_US"": ""User: Own Documents Only"", ""th_TH"": ""ผู้ใช้: เอกสารของตัวเองเท่านั้น""}",10,5,1,1,"{""en_US"": ""the user will have access to his own data in the sales application."", ""th_TH"": ""ผู้ใช้จะสามารถเข้าถึงข้อมูลของตนเองในแอปพลิเคชันการขาย""}",\N,2026-03-18 05:03:54.972867,2026-03-29 06:22:38.196183,\N
23,"{""en_US"": ""User: All Documents"", ""th_TH"": ""ผู้ใช้: เอกสารทั้งหมด""}",20,5,1,1,"{""en_US"": ""the user will have access to all records of everyone in the sales application."", ""th_TH"": ""ผู้ใช้จะสามารถเข้าถึงบันทึกทั้งหมดของทุกคนในแอปพลิเคชันการขาย""}",\N,2026-03-18 05:03:54.972867,2026-03-29 06:22:38.196183,\N
62,"{""en_US"": ""Equipment Manager"", ""th_TH"": ""ผู้จัดการอุปกรณ์""}",10,11,1,1,"{""en_US"": ""The user will be able to manage equipment."", ""th_TH"": ""ผู้ใช้จะสามารถจัดการอุปกรณ์ได้""}",\N,2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N
64,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,12,1,1,"{""en_US"": ""The user will have access to the human resources configuration as well as statistic reports."", ""th_TH"": ""ผู้ใช้จะมีสิทธิ์เข้าถึงการกำหนดค่าทรัพยากรบุคคลและรายงานสถิติ""}",\N,2026-03-18 05:33:40.052078,2026-03-29 06:22:57.508173,\N
81,"{""en_US"": ""User"", ""th_TH"": ""ผู้ใช้""}",10,17,1,1,"{""en_US"": ""The quality user uses the quality process"", ""th_TH"": ""ผู้ใช้ที่มีคุณภาพจะใช้กระบวนการที่มีคุณภาพ""}",\N,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228,\N
82,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",20,17,1,1,"{""en_US"": ""The quality manager manages the quality process"", ""th_TH"": ""ผู้จัดการคุณภาพจะจัดการขั้นตอนการตรวจสอบคุณภาพ""}",\N,2026-03-30 07:52:56.13228,2026-03-30 07:52:56.13228,\N
24,"{""en_US"": ""Administrator"", ""th_TH"": ""ผู้ดูแลระบบ""}",30,5,1,1,"{""en_US"": ""the user will have an access to the sales configuration as well as statistic reports."", ""th_TH"": ""ผู้ใช้จะมีสิทธิ์เข้าถึงการกำหนดค่าการขายและรายงานสถิติ""}",\N,2026-03-18 05:03:54.972867,2026-06-23 09:40:20.979711,\N
