id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date,is_studio_configuration
321,103,141,1,1,292/137/141/321/,\N,"ir.actions.act_window,488","{""en_US"": ""Deferred Revenues""}",t,2023-06-20 04:05:32.197206,2023-09-05 08:04:02.051793,\N
323,104,141,1,1,292/137/141/323/,\N,"ir.actions.act_window,490","{""en_US"": ""Deferred Expenses""}",t,2023-06-20 04:05:32.197206,2023-09-05 08:04:02.051793,\N
318,101,141,1,1,292/137/141/318/,\N,"ir.actions.act_window,486","{""en_US"": ""Assets"", ""th_TH"": ""สินทรัพย์""}",t,2023-06-20 04:05:32.197206,2023-09-05 08:04:02.051793,\N
423,22,130,1,1,292/130/423/,\N,"ir.actions.act_window,635","{""en_US"": ""Employee Expenses"", ""th_TH"": ""รายจ่ายพนักงาน""}",t,2023-06-20 04:08:25.132889,2023-09-11 03:54:00.936122,\N
415,1,414,1,1,414/415/,\N,\N,"{""en_US"": ""My Expenses"", ""th_TH"": ""รายจ่ายของฉัน""}",t,2023-06-20 04:08:25.132889,2023-09-11 03:54:00.936122,\N
416,1,415,1,1,414/415/416/,\N,"ir.actions.act_window,631","{""en_US"": ""My Expenses"", ""th_TH"": ""รายจ่ายของฉัน""}",t,2023-06-20 04:08:25.132889,2023-09-11 03:54:00.936122,\N
417,2,415,1,1,414/415/417/,\N,"ir.actions.act_window,633","{""en_US"": ""My Reports"", ""th_TH"": ""รายงานของฉัน""}",t,2023-06-20 04:08:25.132889,2023-09-11 03:54:00.936122,\N
451,2,449,1,1,438/449/451/,\N,"ir.actions.act_window,673","{""en_US"": ""Equipment Categories""}",t,2023-06-20 04:10:13.416849,2023-06-20 04:10:13.416849,\N
452,3,449,1,1,438/449/452/,\N,"ir.actions.act_window,674","{""en_US"": ""Maintenance Stages""}",t,2023-06-20 04:10:13.416849,2023-06-20 04:10:13.416849,\N
82,5,\N,1,1,82/,"mail,static/description/icon.svg","ir.actions.client,121","{""en_US"": ""Discuss"", ""th_TH"": ""การสนทนา""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
83,1,14,1,1,4/12/14/83/,\N,"ir.actions.act_window,113","{""en_US"": ""Emails"", ""th_TH"": ""อีเมล""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
85,10,14,1,1,4/12/14/85/,\N,"ir.actions.act_window,135","{""en_US"": ""Email Templates"", ""th_TH"": ""เทมเพลตอีเมล""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
86,11,14,1,1,4/12/14/86/,\N,"ir.actions.act_window,130","{""en_US"": ""Aliases"", ""th_TH"": ""นามแฝง""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
87,20,14,1,1,4/12/14/87/,\N,"ir.actions.act_window,120","{""en_US"": ""Channels"", ""th_TH"": ""ช่อง""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
88,21,14,1,1,4/12/14/88/,\N,"ir.actions.act_window,117","{""en_US"": ""Channels/Partner"", ""th_TH"": ""ช่องทาง/คู่ค้า""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
90,1,12,1,1,4/12/90/,\N,\N,"{""en_US"": ""Discuss"", ""th_TH"": ""การสนทนา""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
91,1,90,1,1,4/12/90/91/,\N,"ir.actions.act_window,111","{""en_US"": ""Messages"", ""th_TH"": ""ข้อความ""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
95,10,90,1,1,4/12/90/95/,\N,"ir.actions.act_window,123","{""en_US"": ""Activity Types"", ""th_TH"": ""ประเภทกิจกรรม""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
96,11,90,1,1,4/12/90/96/,\N,"ir.actions.act_window,124","{""en_US"": ""Activities"", ""th_TH"": ""กิจกรรม""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
97,20,90,1,1,4/12/90/97/,\N,"ir.actions.act_window,110","{""en_US"": ""Notifications"", ""th_TH"": ""การแจ้งเตือน""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
98,21,90,1,1,4/12/90/98/,\N,"ir.actions.act_window,115","{""en_US"": ""Followers"", ""th_TH"": ""ผู้ติดตาม""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
101,51,90,1,1,4/12/90/101/,\N,"ir.actions.act_window,132","{""en_US"": ""Guests"", ""th_TH"": ""แขก""}",t,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
106,10,82,1,1,82/106/,\N,\N,"{""en_US"": ""Integrations"", ""th_TH"": ""Integrations""}",f,2023-06-20 04:01:42.817387,2023-06-20 04:01:42.817387,\N
109,26,12,1,1,4/12/109/,\N,\N,"{""en_US"": ""Privacy"", ""th_TH"": ""ความเป็นส่วนตัว""}",t,2023-06-20 04:01:52.451094,2023-06-20 04:01:52.451094,\N
111,10,\N,1,1,111/,\N,\N,"{""en_US"": ""Configuration"", ""th_TH"": ""การกำหนดค่า""}",t,2023-06-20 04:01:55.282126,2023-06-20 04:01:55.282126,\N
639,-2,577,1,1,576/577/639/,\N,"ir.actions.act_window,952","{""en_US"": ""Purchase Requests""}",t,2023-09-12 03:58:17.542208,2024-08-05 04:30:24.983644,\N
112,37,\N,1,1,112/,"spreadsheet_dashboard,static/description/icon.svg","ir.actions.client,183","{""en_US"": ""Dashboards"", ""th_TH"": ""Dashboards""}",t,2023-06-20 04:01:56.193063,2023-06-20 04:01:56.193063,\N
113,1,112,1,1,112/113/,\N,"ir.actions.client,183","{""en_US"": ""Dashboards"", ""th_TH"": ""Dashboards""}",t,2023-06-20 04:01:56.193063,2023-06-20 04:01:56.193063,\N
